"Estacion","Fecha inicial","Fecha final","CO"
"EXITO SAN ANTONIO - MEDELLÍN","2012-03-21","","1.068376"
"EXITO SAN ANTONIO - MEDELLÍN","2012-03-20","","1.0531135"
"EXITO SAN ANTONIO - MEDELLÍN","2012-03-19","","1.208791"
"EXITO SAN ANTONIO - MEDELLÍN","2012-03-18","","1.007326"
"EXITO SAN ANTONIO - MEDELLÍN","2012-03-17","","1.007326"
"EXITO SAN ANTONIO - MEDELLÍN","2012-03-15","","1.0836385"
"EXITO SAN ANTONIO - MEDELLÍN","2012-03-12","","1.111111"
"EXITO SAN ANTONIO - MEDELLÍN","2012-03-11","","1.0836385"
"EXITO SAN ANTONIO - MEDELLÍN","2012-03-10","","1.2128248"
"EXITO SAN ANTONIO - MEDELLÍN","2012-03-07","","1.027676"
"EXITO SAN ANTONIO - MEDELLÍN","2012-03-06","","1.05692913"
"EXITO SAN ANTONIO - MEDELLÍN","2012-03-05","","1.07600725"
"EXITO SAN ANTONIO - MEDELLÍN","2012-03-04","","1.10653225"
"EXITO SAN ANTONIO - MEDELLÍN","2012-02-25","","1.007326"
"EXITO SAN ANTONIO - MEDELLÍN","2012-02-15","","1.129426"
"EXITO SAN ANTONIO - MEDELLÍN","2012-02-12","","1.0632885"
"EXITO SAN ANTONIO - MEDELLÍN","2012-02-11","","1.21207261"
"EXITO SAN ANTONIO - MEDELLÍN","2012-02-10","","1.19986831"
"EXITO SAN ANTONIO - MEDELLÍN","2012-02-09","","1.04463433"
"EXITO SAN ANTONIO - MEDELLÍN","2012-02-08","","1.1935285"
"EXITO SAN ANTONIO - MEDELLÍN","2012-02-07","","1.39453597"
"EXITO SAN ANTONIO - MEDELLÍN","2012-02-06","","1.10653225"
"EXITO SAN ANTONIO - MEDELLÍN","2012-02-05","","1.2260885"
"EXITO SAN ANTONIO - MEDELLÍN","2012-02-04","","1.2871385"
"EXITO SAN ANTONIO - MEDELLÍN","2012-02-03","","1.40923875"
"EXITO SAN ANTONIO - MEDELLÍN","2012-02-02","","1.068376"
"EXITO SAN ANTONIO - MEDELLÍN","2012-02-01","","1.007326"
"EXITO SAN ANTONIO - MEDELLÍN","2012-01-31","","1.037851"
"EXITO SAN ANTONIO - MEDELLÍN","2012-01-30","","1.07600725"
"EXITO SAN ANTONIO - MEDELLÍN","2012-01-22","","1.037851"
"EXITO SAN ANTONIO - MEDELLÍN","2012-01-20","","1.098901"
"EXITO SAN ANTONIO - MEDELLÍN","2012-01-19","","1.007326"
"EXITO SAN ANTONIO - MEDELLÍN","2012-01-18","","1.007326"
"EXITO SAN ANTONIO - MEDELLÍN","2012-01-17","","1.0836385"
"EXITO SAN ANTONIO - MEDELLÍN","2012-01-16","","1.007326"
"EXITO SAN ANTONIO - MEDELLÍN","2012-01-15","","1.068376"
"EXITO SAN ANTONIO - MEDELLÍN","2012-01-14","","1.048026"
"EXITO SAN ANTONIO - MEDELLÍN","2012-01-10","","1.129426"
"EXITO SAN ANTONIO - MEDELLÍN","2012-01-09","","1.068376"
"EXITO SAN ANTONIO - MEDELLÍN","2012-01-08","","1.159951"
"EXITO SAN ANTONIO - MEDELLÍN","2012-01-07","","1.170126"
"EXITO SAN ANTONIO - MEDELLÍN","2012-01-06","","1.090576"
"EXITO SAN ANTONIO - MEDELLÍN","2012-01-05","","1.12688225"
"EXITO SAN ANTONIO - MEDELLÍN","2012-01-04","","1.0653235"
"EXITO SAN ANTONIO - MEDELLÍN","2012-01-03","","1.1568985"
"EXITO SAN ANTONIO - MEDELLÍN","2012-01-01","","1.129426"
"EXITO SAN ANTONIO - MEDELLÍN","2011-12-31","","1.13281767"
"EXITO SAN ANTONIO - MEDELLÍN","2011-12-30","","1.186406"
"EXITO SAN ANTONIO - MEDELLÍN","2011-12-29","","1.186406"
"EXITO SAN ANTONIO - MEDELLÍN","2011-12-28","","1.16637732"
"EXITO SAN ANTONIO - MEDELLÍN","2011-12-27","","1.186406"
"EXITO SAN ANTONIO - MEDELLÍN","2011-12-26","","1.02476886"
"EXITO SAN ANTONIO - MEDELLÍN","2011-12-25","","1.1548635"
"EXITO SAN ANTONIO - MEDELLÍN","2011-12-24","","1.037851"
"EXITO SAN ANTONIO - MEDELLÍN","2011-12-23","","1.050061"
"EXITO SAN ANTONIO - MEDELLÍN","2011-12-22","","1.251526"
"EXITO SAN ANTONIO - MEDELLÍN","2011-12-21","","1.147741"
"EXITO SAN ANTONIO - MEDELLÍN","2011-12-20","","1.29579923"
"EXITO SAN ANTONIO - MEDELLÍN","2011-12-19","","1.14804631"
"EXITO SAN ANTONIO - MEDELLÍN","2011-12-18","","1.18093694"
"EXITO SAN ANTONIO - MEDELLÍN","2011-12-17","","1.28457791"
"EXITO SAN ANTONIO - MEDELLÍN","2011-12-16","","1.32980824"
"EXITO SAN ANTONIO - MEDELLÍN","2011-12-15","","1.33997255"
"EXITO SAN ANTONIO - MEDELLÍN","2011-12-14","","1.23733196"
"EXITO SAN ANTONIO - MEDELLÍN","2011-12-13","","1.40866904"
"EXITO SAN ANTONIO - MEDELLÍN","2011-12-12","","1.22861053"
"EXITO SAN ANTONIO - MEDELLÍN","2011-12-11","","1.07176767"
"EXITO SAN ANTONIO - MEDELLÍN","2011-12-10","","1.11161975"
"EXITO SAN ANTONIO - MEDELLÍN","2011-12-09","","1.24771038"
"EXITO SAN ANTONIO - MEDELLÍN","2011-12-08","","1.25173809"
"EXITO SAN ANTONIO - MEDELLÍN","2011-12-07","","1.33764483"
