"Estacion","Fecha inicial","Fecha final","PLiquida"
"DITAIRES","2012-02-20","","1.224"
"DITAIRES","2012-02-16","","2.584"
"DITAIRES","2012-01-23","","3.876"
"DITAIRES","2012-01-18","","1.7"
"DITAIRES","2012-01-17","","5.168"
"DITAIRES","2012-01-16","","2.72"
"DITAIRES","2012-01-03","","1.904"
"DITAIRES","2011-12-25","","1.632"
"DITAIRES","2011-12-19","","1.088"
"DITAIRES","2011-12-18","","1.632"
"DITAIRES","2011-12-16","","1.36"
"DITAIRES","2011-12-11","","3.808"
"DITAIRES","2011-12-09","","1.36"
"DITAIRES","2011-12-07","","1.632"
"DITAIRES","2011-12-06","","2.992"
"DITAIRES","2011-12-03","","1.36"
"DITAIRES","2011-11-26","","1.632"
"DITAIRES","2011-11-25","","1.632"
"DITAIRES","2011-11-20","","3.264"
"DITAIRES","2011-11-18","","2.40266667"
"DITAIRES","2011-11-17","","1.972"
"DITAIRES","2011-11-15","","2.312"
"DITAIRES","2011-11-14","","1.224"
"DITAIRES","2011-11-07","","2.448"
"DITAIRES","2011-11-04","","1.496"
