"Estacion","Fecha inicial","Fecha final","CO"
"Universidad Nacional de Colombia M2","2011-10-02","","4.91453"
"Universidad Nacional de Colombia M2","2011-07-17","","5.84554258"
"Universidad Nacional de Colombia M2","2011-07-16","","2.79720325"
"Universidad Nacional de Colombia M2","2011-07-15","","5.0518925"
"Universidad Nacional de Colombia M2","2011-07-14","","0.58318875"
"Universidad Nacional de Colombia M2","2011-07-13","","0.7994651"
"Universidad Nacional de Colombia M2","2011-07-12","","1.66009176"
"Universidad Nacional de Colombia M2","2011-07-05","","1.602564"
"Universidad Nacional de Colombia M2","2011-07-03","","0.53113556"
"Universidad Nacional de Colombia M2","2011-07-01","","0.4985755"
"Universidad Nacional de Colombia M2","2011-06-30","","0.62576315"
"Universidad Nacional de Colombia M2","2011-06-29","","0.76492141"
"Universidad Nacional de Colombia M2","2011-06-28","","1.04700852"
"Universidad Nacional de Colombia M2","2011-06-27","","3.12981985"
"Universidad Nacional de Colombia M2","2011-06-26","","1.49135109"
"Universidad Nacional de Colombia M2","2011-06-25","","2.12266369"
"Universidad Nacional de Colombia M2","2011-06-24","","2.31481472"
"Universidad Nacional de Colombia M2","2011-06-23","","2.94348529"
"Universidad Nacional de Colombia M2","2011-06-21","","7.997558"
"Universidad Nacional de Colombia M2","2011-06-20","","2.88578969"
"Universidad Nacional de Colombia M2","2011-06-17","","0.921856"
"Universidad Nacional de Colombia M2","2011-06-16","","0.8241759"
"Universidad Nacional de Colombia M2","2011-06-15","","0.66351779"
"Universidad Nacional de Colombia M2","2011-06-14","","0.92918197"
"Universidad Nacional de Colombia M2","2011-06-13","","0.88389868"
"Universidad Nacional de Colombia M2","2011-06-12","","0.82544769"
"Universidad Nacional de Colombia M2","2011-06-11","","0.88242773"
"Universidad Nacional de Colombia M2","2011-06-10","","1.54497358"
"Universidad Nacional de Colombia M2","2011-06-09","","9.6214898"
"Universidad Nacional de Colombia M2","2011-06-08","","1.74531376"
"Universidad Nacional de Colombia M2","2011-06-07","","2.09966426"
"Universidad Nacional de Colombia M2","2011-06-06","","2.1651914"
"Universidad Nacional de Colombia M2","2011-06-05","","2.05184174"
"Universidad Nacional de Colombia M2","2011-06-04","","1.66997358"
"Universidad Nacional de Colombia M2","2011-06-03","","1.50208563"
"Universidad Nacional de Colombia M2","2011-06-02","","1.58199304"
"Universidad Nacional de Colombia M2","2011-06-01","","1.68178414"
"Universidad Nacional de Colombia M2","2011-05-31","","1.79334575"
"Universidad Nacional de Colombia M2","2011-05-30","","1.56787655"
"Universidad Nacional de Colombia M2","2011-05-29","","1.63308927"
"Universidad Nacional de Colombia M2","2011-05-28","","1.62180843"
"Universidad Nacional de Colombia M2","2011-05-27","","1.64835152"
"Universidad Nacional de Colombia M2","2011-05-26","","2.25503675"
"Universidad Nacional de Colombia M2","2011-05-25","","1.57712663"
"Universidad Nacional de Colombia M2","2011-05-24","","1.87093004"
"Universidad Nacional de Colombia M2","2011-05-23","","2.81211854"
"Universidad Nacional de Colombia M2","2011-05-22","","2.509412"
"Universidad Nacional de Colombia M2","2011-05-21","","1.73102379"
"Universidad Nacional de Colombia M2","2011-05-20","","1.57585467"
"Universidad Nacional de Colombia M2","2011-05-19","","1.66107038"
"Universidad Nacional de Colombia M2","2011-05-18","","1.62174405"
"Universidad Nacional de Colombia M2","2011-05-17","","1.94235655"
"Universidad Nacional de Colombia M2","2011-05-16","","1.61611723"
"Universidad Nacional de Colombia M2","2011-05-15","","1.59801573"
"Universidad Nacional de Colombia M2","2011-05-14","","1.75010196"
"Universidad Nacional de Colombia M2","2011-05-13","","1.90128821"
"Universidad Nacional de Colombia M2","2011-05-12","","2.33964595"
"Universidad Nacional de Colombia M2","2011-05-11","","1.71957264"
"Universidad Nacional de Colombia M2","2011-05-10","","2.00962767"
"Universidad Nacional de Colombia M2","2011-05-09","","1.79139821"
"Universidad Nacional de Colombia M2","2011-05-08","","1.68916376"
"Universidad Nacional de Colombia M2","2011-05-07","","2.28791836"
"Universidad Nacional de Colombia M2","2011-05-06","","1.89607463"
"Universidad Nacional de Colombia M2","2011-05-05","","2.04869967"
"Universidad Nacional de Colombia M2","2011-05-04","","1.72811968"
"Universidad Nacional de Colombia M2","2011-05-03","","1.95184687"
"Universidad Nacional de Colombia M2","2011-05-02","","2.1412822"
"Universidad Nacional de Colombia M2","2011-05-01","","1.99342508"
"Universidad Nacional de Colombia M2","2011-04-30","","1.676333"
"Universidad Nacional de Colombia M2","2011-04-29","","1.75518942"
"Universidad Nacional de Colombia M2","2011-04-28","","1.54787333"
"Universidad Nacional de Colombia M2","2011-04-27","","1.72339246"
"Universidad Nacional de Colombia M2","2011-04-26","","2.24272503"
"Universidad Nacional de Colombia M2","2011-04-25","","2.14183975"
"Universidad Nacional de Colombia M2","2011-04-24","","2.26012429"
"Universidad Nacional de Colombia M2","2011-04-23","","2.68238733"
"Universidad Nacional de Colombia M2","2011-04-22","","2.39239929"
"Universidad Nacional de Colombia M2","2011-04-21","","2.64423092"
"Universidad Nacional de Colombia M2","2011-04-20","","2.63532779"
"Universidad Nacional de Colombia M2","2011-04-19","","2.42546825"
"Universidad Nacional de Colombia M2","2011-04-18","","2.15964604"
"Universidad Nacional de Colombia M2","2011-04-17","","2.03754579"
"Universidad Nacional de Colombia M2","2011-04-16","","1.74247063"
"Universidad Nacional de Colombia M2","2011-04-15","","2.32371813"
"Universidad Nacional de Colombia M2","2011-04-14","","1.74788991"
"Universidad Nacional de Colombia M2","2011-04-13","","2.19780233"
"Universidad Nacional de Colombia M2","2011-04-12","","2.06298329"
"Universidad Nacional de Colombia M2","2011-04-11","","1.92434892"
"Universidad Nacional de Colombia M2","2011-04-10","","1.72248386"
"Universidad Nacional de Colombia M2","2011-04-09","","1.404151"
"Universidad Nacional de Colombia M2","2011-04-08","","1.5354091"
"Universidad Nacional de Colombia M2","2011-04-07","","2.04644904"
"Universidad Nacional de Colombia M2","2011-04-06","","1.59423918"
"Universidad Nacional de Colombia M2","2011-04-05","","1.97776767"
"Universidad Nacional de Colombia M2","2011-04-04","","1.5995117"
"Universidad Nacional de Colombia M2","2011-04-03","","1.5992463"
"Universidad Nacional de Colombia M2","2011-04-02","","1.7307694"
"Universidad Nacional de Colombia M2","2011-04-01","","1.53846145"
"Universidad Nacional de Colombia M2","2011-03-31","","1.61517243"
"Universidad Nacional de Colombia M2","2011-03-30","","1.91671763"
"Universidad Nacional de Colombia M2","2011-03-29","","1.86711429"
"Universidad Nacional de Colombia M2","2011-03-28","","1.51563391"
"Universidad Nacional de Colombia M2","2011-03-27","","1.60510767"
"Universidad Nacional de Colombia M2","2011-03-26","","1.72084875"
"Universidad Nacional de Colombia M2","2011-03-25","","2.10368346"
"Universidad Nacional de Colombia M2","2011-03-24","","2.3270251"
"Universidad Nacional de Colombia M2","2011-03-23","","2.00702075"
"Universidad Nacional de Colombia M2","2011-03-22","","2.11258642"
"Universidad Nacional de Colombia M2","2011-03-21","","2.87952792"
"Universidad Nacional de Colombia M2","2011-03-20","","2.56791829"
"Universidad Nacional de Colombia M2","2011-03-19","","2.41910871"
"Universidad Nacional de Colombia M2","2011-03-18","","2.43138513"
"Universidad Nacional de Colombia M2","2011-03-17","","2.17698955"
"Universidad Nacional de Colombia M2","2011-03-16","","2.022977"
"Universidad Nacional de Colombia M2","2011-03-15","","1.978577"
"Universidad Nacional de Colombia M2","2011-03-14","","1.99720914"
"Universidad Nacional de Colombia M2","2011-03-13","","1.9589107"
"Universidad Nacional de Colombia M2","2011-03-12","","1.9189145"
"Universidad Nacional de Colombia M2","2011-03-11","","1.83813787"
"Universidad Nacional de Colombia M2","2011-03-10","","1.90449657"
"Universidad Nacional de Colombia M2","2011-03-09","","2.56283075"
"Universidad Nacional de Colombia M2","2011-03-08","","2.27284288"
"Universidad Nacional de Colombia M2","2011-03-07","","2.41910867"
"Universidad Nacional de Colombia M2","2011-03-06","","2.14073365"
"Universidad Nacional de Colombia M2","2011-03-05","","2.16727709"
"Universidad Nacional de Colombia M2","2011-03-04","","2.2039071"
"Universidad Nacional de Colombia M2","2011-03-03","","2.82483738"
"Universidad Nacional de Colombia M2","2011-03-02","","2.56277539"
"Universidad Nacional de Colombia M2","2011-03-01","","2.21722714"
"Universidad Nacional de Colombia M2","2011-02-28","","2.38758826"
"Universidad Nacional de Colombia M2","2011-02-27","","2.416565"
"Universidad Nacional de Colombia M2","2011-02-26","","2.40638988"
"Universidad Nacional de Colombia M2","2011-02-25","","2.42165242"
"Universidad Nacional de Colombia M2","2011-02-24","","1.978577"
"Universidad Nacional de Colombia M2","2011-02-23","","2.014652"
"Universidad Nacional de Colombia M2","2011-02-22","","2.0655271"
"Universidad Nacional de Colombia M2","2011-02-21","","2.03645557"
"Universidad Nacional de Colombia M2","2011-02-20","","2.07315829"
"Universidad Nacional de Colombia M2","2011-02-19","","2.55392775"
"Universidad Nacional de Colombia M2","2011-02-18","","2.20612718"
"Universidad Nacional de Colombia M2","2011-02-17","","1.99739874"
"Universidad Nacional de Colombia M2","2011-02-16","","2.14338796"
"Universidad Nacional de Colombia M2","2011-02-15","","2.28810538"
"Universidad Nacional de Colombia M2","2011-02-14","","2.7625155"
"Universidad Nacional de Colombia M2","2011-02-13","","1.74374246"
"Universidad Nacional de Colombia M2","2011-02-12","","1.47537633"
"Universidad Nacional de Colombia M2","2011-02-11","","1.2881562"
"Universidad Nacional de Colombia M2","2011-02-09","","1.381951"
"Universidad Nacional de Colombia M2","2011-02-08","","1.64326413"
"Universidad Nacional de Colombia M2","2011-02-07","","2.91514071"
"Universidad Nacional de Colombia M2","2011-02-06","","1.68965"
"Universidad Nacional de Colombia M2","2011-02-05","","1.54290155"
"Universidad Nacional de Colombia M2","2011-02-04","","1.51098908"
"Universidad Nacional de Colombia M2","2011-02-03","","1.431085"
"Universidad Nacional de Colombia M2","2011-02-02","","1.50717325"
"Universidad Nacional de Colombia M2","2011-02-01","","1.66742988"
"Universidad Nacional de Colombia M2","2011-01-31","","2.41147759"
"Universidad Nacional de Colombia M2","2011-01-30","","2.32862357"
"Universidad Nacional de Colombia M2","2011-01-29","","2.18617348"
"Universidad Nacional de Colombia M2","2011-01-28","","2.31050992"
"Universidad Nacional de Colombia M2","2011-01-27","","2.13217325"
"Universidad Nacional de Colombia M2","2011-01-26","","2.15540628"
"Universidad Nacional de Colombia M2","2011-01-25","","2.00056354"
"Universidad Nacional de Colombia M2","2011-01-24","","1.992267"
"Universidad Nacional de Colombia M2","2011-01-23","","2.15031867"
"Universidad Nacional de Colombia M2","2011-01-22","","2.19344129"
"Universidad Nacional de Colombia M2","2011-01-21","","2.322446"
"Universidad Nacional de Colombia M2","2011-01-20","","2.20216276"
"Universidad Nacional de Colombia M2","2011-01-19","","2.35678667"
"Universidad Nacional de Colombia M2","2011-01-18","","2.42673992"
"Universidad Nacional de Colombia M2","2011-01-17","","2.52657519"
"Universidad Nacional de Colombia M2","2011-01-16","","2.47562277"
"Universidad Nacional de Colombia M2","2011-01-15","","2.28556158"
"Universidad Nacional de Colombia M2","2011-01-14","","2.35381906"
"Universidad Nacional de Colombia M2","2011-01-13","","2.1825395"
"Universidad Nacional de Colombia M2","2011-01-12","","2.57300583"
"Universidad Nacional de Colombia M2","2011-01-11","","2.49542138"
"Universidad Nacional de Colombia M2","2011-01-10","","2.62006517"
"Universidad Nacional de Colombia M2","2011-01-09","","3.07539692"
"Universidad Nacional de Colombia M2","2011-01-08","","2.67729954"
"Universidad Nacional de Colombia M2","2011-01-07","","2.37891747"
