"Estacion","Fecha inicial","Fecha final","PLiquida"
"ALMACÉN GENERAL DE EPM","2025-10-31","","0.00791667"
"ALMACÉN GENERAL DE EPM","2025-10-30","","0.01708333"
"ALMACÉN GENERAL DE EPM","2025-10-29","","0.0"
"ALMACÉN GENERAL DE EPM","2025-10-28","","0.03333333"
"ALMACÉN GENERAL DE EPM","2025-10-27","","0.31"
"ALMACÉN GENERAL DE EPM","2025-10-26","","0.06333333"
"ALMACÉN GENERAL DE EPM","2025-10-25","","0.23833333"
"ALMACÉN GENERAL DE EPM","2025-10-24","","0.14666667"
"ALMACÉN GENERAL DE EPM","2025-10-23","","0.23166667"
"ALMACÉN GENERAL DE EPM","2025-10-22","","0.27"
"ALMACÉN GENERAL DE EPM","2025-10-21","","0.03208333"
"ALMACÉN GENERAL DE EPM","2025-10-20","","0.9825"
"ALMACÉN GENERAL DE EPM","2025-10-19","","0.0"
"ALMACÉN GENERAL DE EPM","2025-10-18","","8.3333E-4"
"ALMACÉN GENERAL DE EPM","2025-10-17","","0.05291667"
"ALMACÉN GENERAL DE EPM","2025-10-16","","0.03375"
"ALMACÉN GENERAL DE EPM","2025-10-15","","0.60875"
"ALMACÉN GENERAL DE EPM","2025-10-14","","0.0"
"ALMACÉN GENERAL DE EPM","2025-10-13","","0.0"
"ALMACÉN GENERAL DE EPM","2025-10-12","","0.0"
"ALMACÉN GENERAL DE EPM","2025-10-11","","0.48583333"
"ALMACÉN GENERAL DE EPM","2025-10-10","","0.3425"
"ALMACÉN GENERAL DE EPM","2025-10-09","","0.34666667"
"ALMACÉN GENERAL DE EPM","2025-10-08","","0.10541667"
"ALMACÉN GENERAL DE EPM","2025-10-07","","0.05208333"
"ALMACÉN GENERAL DE EPM","2025-10-06","","0.06125"
"ALMACÉN GENERAL DE EPM","2025-10-05","","0.26541667"
"ALMACÉN GENERAL DE EPM","2025-10-04","","0.17375"
"ALMACÉN GENERAL DE EPM","2025-10-03","","0.06166667"
"ALMACÉN GENERAL DE EPM","2025-10-02","","0.00708333"
"ALMACÉN GENERAL DE EPM","2025-10-01","","0.38291667"
"ALMACÉN GENERAL DE EPM","2025-09-30","","0.0"
"ALMACÉN GENERAL DE EPM","2025-09-29","","0.0"
"ALMACÉN GENERAL DE EPM","2025-09-28","","0.0"
"ALMACÉN GENERAL DE EPM","2025-09-27","","0.0"
"ALMACÉN GENERAL DE EPM","2025-09-26","","0.0"
"ALMACÉN GENERAL DE EPM","2025-09-25","","0.0"
"ALMACÉN GENERAL DE EPM","2025-09-24","","0.0"
"ALMACÉN GENERAL DE EPM","2025-09-23","","0.03958333"
"ALMACÉN GENERAL DE EPM","2025-09-22","","0.0"
"ALMACÉN GENERAL DE EPM","2025-09-21","","0.0"
"ALMACÉN GENERAL DE EPM","2025-09-20","","0.00916667"
"ALMACÉN GENERAL DE EPM","2025-09-19","","0.02708333"
"ALMACÉN GENERAL DE EPM","2025-09-18","","0.1925"
"ALMACÉN GENERAL DE EPM","2025-09-17","","0.20083333"
"ALMACÉN GENERAL DE EPM","2025-09-16","","0.0"
"ALMACÉN GENERAL DE EPM","2025-09-15","","0.00333333"
"ALMACÉN GENERAL DE EPM","2025-09-14","","4.1667E-4"
"ALMACÉN GENERAL DE EPM","2025-09-13","","0.0"
"ALMACÉN GENERAL DE EPM","2025-09-12","","0.0"
"ALMACÉN GENERAL DE EPM","2025-09-11","","0.01916667"
"ALMACÉN GENERAL DE EPM","2025-09-10","","0.0"
"ALMACÉN GENERAL DE EPM","2025-09-09","","0.0925"
"ALMACÉN GENERAL DE EPM","2025-09-08","","0.01875"
"ALMACÉN GENERAL DE EPM","2025-09-07","","0.66958333"
"ALMACÉN GENERAL DE EPM","2025-09-06","","0.30125"
