"Estacion","Fecha inicial","Fecha final","NO"
"ALMACÉN GENERAL DE EPM","2024-12-28","","21.48099009"
"ALMACÉN GENERAL DE EPM","2024-12-27","","41.17025781"
"ALMACÉN GENERAL DE EPM","2024-12-26","","28.78923463"
"ALMACÉN GENERAL DE EPM","2024-12-25","","18.09441065"
"ALMACÉN GENERAL DE EPM","2024-12-24","","25.77826198"
"ALMACÉN GENERAL DE EPM","2024-12-23","","9.00330852"
"ALMACÉN GENERAL DE EPM","2024-12-22","","9.17493135"
"ALMACÉN GENERAL DE EPM","2024-12-21","","20.33370845"
"ALMACÉN GENERAL DE EPM","2024-12-20","","56.70992542"
"ALMACÉN GENERAL DE EPM","2024-12-19","","28.07992488"
"ALMACÉN GENERAL DE EPM","2024-12-18","","10.13430569"
"ALMACÉN GENERAL DE EPM","2024-12-17","","9.77389218"
"ALMACÉN GENERAL DE EPM","2024-12-16","","8.84818766"
"ALMACÉN GENERAL DE EPM","2024-12-15","","17.58992952"
"ALMACÉN GENERAL DE EPM","2024-12-14","","8.94182304"
"ALMACÉN GENERAL DE EPM","2024-12-13","","9.17944076"
"ALMACÉN GENERAL DE EPM","2024-12-12","","13.15667341"
"ALMACÉN GENERAL DE EPM","2024-12-11","","24.31534144"
"ALMACÉN GENERAL DE EPM","2024-12-10","","23.28181068"
"ALMACÉN GENERAL DE EPM","2024-12-09","","14.84473677"
"ALMACÉN GENERAL DE EPM","2024-12-08","","9.95849538"
"ALMACÉN GENERAL DE EPM","2024-12-07","","7.05185235"
"ALMACÉN GENERAL DE EPM","2024-12-06","","10.46697225"
"ALMACÉN GENERAL DE EPM","2024-12-05","","16.88402343"
"ALMACÉN GENERAL DE EPM","2024-12-04","","19.06805195"
"ALMACÉN GENERAL DE EPM","2024-12-03","","17.90022235"
"ALMACÉN GENERAL DE EPM","2024-12-02","","22.51022341"
"ALMACÉN GENERAL DE EPM","2024-12-01","","7.25165077"
"ALMACÉN GENERAL DE EPM","2024-11-30","","10.38155474"
"ALMACÉN GENERAL DE EPM","2024-11-29","","11.69114931"
"ALMACÉN GENERAL DE EPM","2024-11-28","","11.40656919"
"ALMACÉN GENERAL DE EPM","2024-11-27","","15.23054122"
"ALMACÉN GENERAL DE EPM","2024-11-26","","8.0558987"
"ALMACÉN GENERAL DE EPM","2024-11-25","","21.50210114"
"ALMACÉN GENERAL DE EPM","2024-11-24","","5.77672399"
"ALMACÉN GENERAL DE EPM","2024-11-23","","25.61199928"
"ALMACÉN GENERAL DE EPM","2024-11-22","","28.27341853"
"ALMACÉN GENERAL DE EPM","2024-11-21","","19.86919917"
"ALMACÉN GENERAL DE EPM","2024-11-20","","39.02209277"
"ALMACÉN GENERAL DE EPM","2024-11-19","","49.34390726"
"ALMACÉN GENERAL DE EPM","2024-11-18","","32.97857272"
"ALMACÉN GENERAL DE EPM","2024-11-17","","14.162682"
"ALMACÉN GENERAL DE EPM","2024-11-16","","23.73248912"
"ALMACÉN GENERAL DE EPM","2024-11-15","","39.47781095"
"ALMACÉN GENERAL DE EPM","2024-11-14","","30.13512926"
"ALMACÉN GENERAL DE EPM","2024-11-13","","10.63782753"
"ALMACÉN GENERAL DE EPM","2024-11-12","","20.03387447"
"ALMACÉN GENERAL DE EPM","2024-11-11","","10.87519646"
"ALMACÉN GENERAL DE EPM","2024-11-10","","18.8332434"
