"Estacion","Fecha inicial","Fecha final","NO"
"TANQUES EPM - GIRARDOTA","2025-07-30","","7.89014045"
"TANQUES EPM - GIRARDOTA","2025-07-29","","19.58039608"
"TANQUES EPM - GIRARDOTA","2025-07-28","","6.88993872"
"TANQUES EPM - GIRARDOTA","2025-07-27","","4.19930685"
"TANQUES EPM - GIRARDOTA","2025-07-26","","3.44775752"
"TANQUES EPM - GIRARDOTA","2025-07-25","","8.68992374"
"TANQUES EPM - GIRARDOTA","2025-07-24","","16.5053911"
"TANQUES EPM - GIRARDOTA","2025-07-23","","9.05375876"
"TANQUES EPM - GIRARDOTA","2025-07-22","","14.99882169"
"TANQUES EPM - GIRARDOTA","2025-07-21","","7.51475109"
"TANQUES EPM - GIRARDOTA","2025-07-20","","8.2564691"
"TANQUES EPM - GIRARDOTA","2025-07-19","","8.5778315"
"TANQUES EPM - GIRARDOTA","2025-07-18","","9.85591133"
"TANQUES EPM - GIRARDOTA","2025-07-17","","13.92136248"
"TANQUES EPM - GIRARDOTA","2025-07-16","","6.89688051"
"TANQUES EPM - GIRARDOTA","2025-07-15","","8.06727372"
"TANQUES EPM - GIRARDOTA","2025-07-14","","3.11576412"
"TANQUES EPM - GIRARDOTA","2025-07-13","","4.47891425"
"TANQUES EPM - GIRARDOTA","2025-07-12","","7.52439669"
"TANQUES EPM - GIRARDOTA","2025-07-11","","7.2764849"
"TANQUES EPM - GIRARDOTA","2025-07-10","","10.97775507"
"TANQUES EPM - GIRARDOTA","2025-07-09","","9.39430014"
"TANQUES EPM - GIRARDOTA","2025-07-08","","5.9730496"
"TANQUES EPM - GIRARDOTA","2025-07-07","","8.45540858"
"TANQUES EPM - GIRARDOTA","2025-07-06","","7.21864267"
"TANQUES EPM - GIRARDOTA","2025-07-05","","11.60532582"
"TANQUES EPM - GIRARDOTA","2025-07-04","","9.60723497"
"TANQUES EPM - GIRARDOTA","2025-07-03","","10.38206976"
"TANQUES EPM - GIRARDOTA","2025-07-02","","10.1435524"
"TANQUES EPM - GIRARDOTA","2025-07-01","","9.51443293"
"TANQUES EPM - GIRARDOTA","2025-06-30","","5.73909512"
"TANQUES EPM - GIRARDOTA","2025-06-29","","6.19430395"
"TANQUES EPM - GIRARDOTA","2025-06-28","","8.95323767"
"TANQUES EPM - GIRARDOTA","2025-06-27","","9.50082888"
"TANQUES EPM - GIRARDOTA","2025-06-26","","8.7547036"
"TANQUES EPM - GIRARDOTA","2025-06-25","","12.35843685"
"TANQUES EPM - GIRARDOTA","2025-06-24","","14.58767553"
"TANQUES EPM - GIRARDOTA","2025-06-23","","9.37869338"
"TANQUES EPM - GIRARDOTA","2025-06-22","","6.38368797"
"TANQUES EPM - GIRARDOTA","2025-06-21","","10.73135686"
"TANQUES EPM - GIRARDOTA","2025-06-20","","9.82104875"
"TANQUES EPM - GIRARDOTA","2025-06-19","","11.18936082"
"TANQUES EPM - GIRARDOTA","2025-06-18","","10.59823427"
"TANQUES EPM - GIRARDOTA","2025-06-17","","9.32885289"
"TANQUES EPM - GIRARDOTA","2025-06-16","","14.96280673"
"TANQUES EPM - GIRARDOTA","2025-06-15","","10.58812522"
"TANQUES EPM - GIRARDOTA","2025-06-14","","19.02639658"
"TANQUES EPM - GIRARDOTA","2025-06-13","","10.59474906"
"TANQUES EPM - GIRARDOTA","2025-06-12","","15.81319544"
"TANQUES EPM - GIRARDOTA","2025-06-11","","11.88272161"
"TANQUES EPM - GIRARDOTA","2025-06-10","","8.77521214"
"TANQUES EPM - GIRARDOTA","2025-06-09","","12.68740039"
"TANQUES EPM - GIRARDOTA","2025-06-08","","8.91034715"
"TANQUES EPM - GIRARDOTA","2025-06-07","","11.70093065"
"TANQUES EPM - GIRARDOTA","2025-06-06","","11.5756147"
"TANQUES EPM - GIRARDOTA","2025-06-05","","10.77907658"
"TANQUES EPM - GIRARDOTA","2025-06-04","","8.81277162"
"TANQUES EPM - GIRARDOTA","2025-06-03","","14.94005945"
"TANQUES EPM - GIRARDOTA","2025-06-02","","8.89558869"
"TANQUES EPM - GIRARDOTA","2025-06-01","","9.91695834"
"TANQUES EPM - GIRARDOTA","2025-05-31","","12.40521139"
"TANQUES EPM - GIRARDOTA","2025-05-30","","10.31223789"
"TANQUES EPM - GIRARDOTA","2025-05-29","","7.70654812"
"TANQUES EPM - GIRARDOTA","2025-05-28","","10.94544149"
"TANQUES EPM - GIRARDOTA","2025-05-27","","10.38407809"
"TANQUES EPM - GIRARDOTA","2025-05-26","","11.82636349"
"TANQUES EPM - GIRARDOTA","2025-05-25","","8.17469793"
"TANQUES EPM - GIRARDOTA","2025-05-24","","10.78349696"
"TANQUES EPM - GIRARDOTA","2025-05-23","","16.09988835"
"TANQUES EPM - GIRARDOTA","2025-05-22","","11.87060655"
"TANQUES EPM - GIRARDOTA","2025-05-21","","12.71308718"
"TANQUES EPM - GIRARDOTA","2025-05-20","","12.67038538"
"TANQUES EPM - GIRARDOTA","2025-05-19","","9.45998758"
"TANQUES EPM - GIRARDOTA","2025-05-18","","8.80614359"
"TANQUES EPM - GIRARDOTA","2025-05-17","","7.22001733"
"TANQUES EPM - GIRARDOTA","2025-05-16","","37.97383345"
"TANQUES EPM - GIRARDOTA","2025-05-15","","21.56658657"
"TANQUES EPM - GIRARDOTA","2025-05-14","","8.63964411"
"TANQUES EPM - GIRARDOTA","2025-05-13","","15.6512635"
"TANQUES EPM - GIRARDOTA","2025-05-12","","12.93611223"
"TANQUES EPM - GIRARDOTA","2025-05-11","","8.18095023"
"TANQUES EPM - GIRARDOTA","2025-05-10","","9.19171158"
"TANQUES EPM - GIRARDOTA","2025-05-09","","22.77258949"
