"Estacion","Fecha inicial","Fecha final","PLiquida"
"PARQUE LAS AGUAS","2025-10-31","","0.17782609"
"PARQUE LAS AGUAS","2025-10-30","","0.03416667"
"PARQUE LAS AGUAS","2025-10-29","","0.02958333"
"PARQUE LAS AGUAS","2025-10-28","","0.01208333"
"PARQUE LAS AGUAS","2025-10-27","","0.13541667"
"PARQUE LAS AGUAS","2025-10-26","","0.65333333"
"PARQUE LAS AGUAS","2025-10-25","","0.05791667"
"PARQUE LAS AGUAS","2025-10-24","","0.06"
"PARQUE LAS AGUAS","2025-10-23","","0.03291667"
"PARQUE LAS AGUAS","2025-10-22","","0.0575"
"PARQUE LAS AGUAS","2025-10-21","","0.18416667"
"PARQUE LAS AGUAS","2025-10-20","","0.3"
"PARQUE LAS AGUAS","2025-10-19","","0.03541667"
"PARQUE LAS AGUAS","2025-10-18","","0.07666667"
"PARQUE LAS AGUAS","2025-10-17","","0.30291667"
"PARQUE LAS AGUAS","2025-10-16","","0.01583333"
"PARQUE LAS AGUAS","2025-10-15","","0.21125"
"PARQUE LAS AGUAS","2025-10-14","","0.0"
"PARQUE LAS AGUAS","2025-10-13","","0.0"
"PARQUE LAS AGUAS","2025-10-12","","0.0"
"PARQUE LAS AGUAS","2025-10-11","","0.0"
"PARQUE LAS AGUAS","2025-10-10","","0.13666667"
"PARQUE LAS AGUAS","2025-10-09","","0.12333333"
"PARQUE LAS AGUAS","2025-10-08","","0.21166667"
"PARQUE LAS AGUAS","2025-10-07","","0.0025"
"PARQUE LAS AGUAS","2025-10-06","","0.26"
"PARQUE LAS AGUAS","2025-10-05","","0.2225"
"PARQUE LAS AGUAS","2025-10-04","","0.00625"
"PARQUE LAS AGUAS","2025-10-03","","0.05458333"
"PARQUE LAS AGUAS","2025-10-02","","0.0275"
"PARQUE LAS AGUAS","2025-10-01","","0.28958333"
"PARQUE LAS AGUAS","2025-09-30","","0.0"
"PARQUE LAS AGUAS","2025-09-29","","0.0"
"PARQUE LAS AGUAS","2025-09-28","","0.0"
"PARQUE LAS AGUAS","2025-09-27","","0.0"
"PARQUE LAS AGUAS","2025-09-26","","0.0"
"PARQUE LAS AGUAS","2025-09-25","","0.0"
"PARQUE LAS AGUAS","2025-09-24","","0.0"
"PARQUE LAS AGUAS","2025-09-23","","0.01625"
"PARQUE LAS AGUAS","2025-09-22","","0.01291667"
"PARQUE LAS AGUAS","2025-09-21","","0.00916667"
"PARQUE LAS AGUAS","2025-09-20","","0.06708333"
"PARQUE LAS AGUAS","2025-09-19","","0.18875"
"PARQUE LAS AGUAS","2025-09-18","","0.15916667"
"PARQUE LAS AGUAS","2025-09-17","","0.0"
"PARQUE LAS AGUAS","2025-09-16","","0.0"
"PARQUE LAS AGUAS","2025-09-15","","0.0"
"PARQUE LAS AGUAS","2025-09-14","","0.0"
"PARQUE LAS AGUAS","2025-09-13","","0.0"
"PARQUE LAS AGUAS","2025-09-12","","0.0"
"PARQUE LAS AGUAS","2025-09-11","","0.0"
"PARQUE LAS AGUAS","2025-09-10","","0.0"
"PARQUE LAS AGUAS","2025-09-09","","0.0"
"PARQUE LAS AGUAS","2025-09-08","","0.0"
"PARQUE LAS AGUAS","2025-09-07","","0.0"
"PARQUE LAS AGUAS","2025-09-06","","0.0"
"PARQUE LAS AGUAS","2025-09-05","","0.0"
"PARQUE LAS AGUAS","2025-09-04","","0.0"
"PARQUE LAS AGUAS","2025-09-03","","0.0"
"PARQUE LAS AGUAS","2025-09-02","","0.0"
"PARQUE LAS AGUAS","2025-09-01","","0.0"
"PARQUE LAS AGUAS","2025-04-09","","0.0"
"PARQUE LAS AGUAS","2025-04-08","","0.05142857"
"PARQUE LAS AGUAS","2025-04-07","","0.05181818"
"PARQUE LAS AGUAS","2025-04-06","","0.302"
"PARQUE LAS AGUAS","2025-04-05","","0.00133333"
"PARQUE LAS AGUAS","2025-04-04","","0.07958333"
"PARQUE LAS AGUAS","2025-04-03","","0.24208333"
"PARQUE LAS AGUAS","2025-04-02","","0.08583333"
"PARQUE LAS AGUAS","2025-04-01","","0.17291667"
"PARQUE LAS AGUAS","2025-03-31","","0.09956522"
"PARQUE LAS AGUAS","2025-03-30","","0.01333333"
"PARQUE LAS AGUAS","2025-03-29","","0.04375"
"PARQUE LAS AGUAS","2025-03-28","","0.37666667"
"PARQUE LAS AGUAS","2025-03-27","","0.0475"
"PARQUE LAS AGUAS","2025-03-26","","0.0"
"PARQUE LAS AGUAS","2025-03-25","","8.3333E-4"
"PARQUE LAS AGUAS","2025-03-24","","0.00125"
"PARQUE LAS AGUAS","2025-03-23","","4.1667E-4"
"PARQUE LAS AGUAS","2025-03-22","","0.06125"
"PARQUE LAS AGUAS","2025-03-21","","0.03708333"
"PARQUE LAS AGUAS","2025-03-20","","0.20166667"
"PARQUE LAS AGUAS","2025-03-19","","0.00291667"
"PARQUE LAS AGUAS","2025-03-18","","0.01041667"
"PARQUE LAS AGUAS","2025-03-17","","0.30541667"
"PARQUE LAS AGUAS","2025-03-16","","0.15041667"
"PARQUE LAS AGUAS","2025-03-15","","0.0025"
"PARQUE LAS AGUAS","2025-03-14","","0.00166667"
"PARQUE LAS AGUAS","2025-03-13","","0.17333333"
"PARQUE LAS AGUAS","2025-03-12","","0.00541667"
"PARQUE LAS AGUAS","2025-03-11","","0.4475"
"PARQUE LAS AGUAS","2025-03-10","","0.00541667"
"PARQUE LAS AGUAS","2025-03-09","","8.3333E-4"
"PARQUE LAS AGUAS","2025-03-08","","4.1667E-4"
"PARQUE LAS AGUAS","2025-03-07","","0.00208333"
"PARQUE LAS AGUAS","2025-03-06","","0.0"
"PARQUE LAS AGUAS","2025-03-05","","0.03166667"
"PARQUE LAS AGUAS","2025-03-04","","0.07166667"
"PARQUE LAS AGUAS","2025-03-03","","0.0"
"PARQUE LAS AGUAS","2025-03-02","","0.0"
