"Estacion","Fecha inicial","Fecha final","PST"
"P_Colegio El Rosario - Itagüí (S)","2018-01-05","","73.1"
"P_Colegio El Rosario - Itagüí (S)","2018-01-02","","40.7"
"P_Colegio El Rosario - Itagüí (S)","2017-12-29","","55.8"
"P_Colegio El Rosario - Itagüí (S)","2017-12-27","","58.3"
"P_Colegio El Rosario - Itagüí (S)","2017-12-24","","69.8"
"P_Colegio El Rosario - Itagüí (S)","2017-12-20","","74.7"
"P_Colegio El Rosario - Itagüí (S)","2017-12-18","","73.0"
"P_Colegio El Rosario - Itagüí (S)","2017-12-15","","80.0"
"P_Colegio El Rosario - Itagüí (S)","2017-12-12","","55.3"
"P_Colegio El Rosario - Itagüí (S)","2017-12-09","","61.4"
"P_Colegio El Rosario - Itagüí (S)","2017-11-30","","87.1"
"P_Colegio El Rosario - Itagüí (S)","2017-11-27","","81.5"
"P_Colegio El Rosario - Itagüí (S)","2017-11-24","","82.2"
"P_Colegio El Rosario - Itagüí (S)","2017-11-21","","73.3"
"P_Colegio El Rosario - Itagüí (S)","2017-11-18","","37.1"
"P_Colegio El Rosario - Itagüí (S)","2017-11-15","","46.2"
"P_Colegio El Rosario - Itagüí (S)","2017-11-12","","50.2"
"P_Colegio El Rosario - Itagüí (S)","2017-11-09","","96.4"
"P_Colegio El Rosario - Itagüí (S)","2017-11-06","","34.6"
"P_Colegio El Rosario - Itagüí (S)","2017-11-03","","65.7"
"P_Colegio El Rosario - Itagüí (S)","2017-10-31","","72.0"
"P_Colegio El Rosario - Itagüí (S)","2017-10-28","","49.6"
"P_Colegio El Rosario - Itagüí (S)","2017-10-19","","88.8"
"P_Colegio El Rosario - Itagüí (S)","2017-10-16","","45.7"
"P_Colegio El Rosario - Itagüí (S)","2017-10-13","","60.9"
"P_Colegio El Rosario - Itagüí (S)","2017-10-10","","76.5"
"P_Colegio El Rosario - Itagüí (S)","2017-10-07","","63.0"
"P_Colegio El Rosario - Itagüí (S)","2017-10-04","","64.1"
"P_Colegio El Rosario - Itagüí (S)","2017-10-01","","48.0"
"P_Colegio El Rosario - Itagüí (S)","2017-09-28","","80.1"
"P_Colegio El Rosario - Itagüí (S)","2017-09-25","","69.6"
"P_Colegio El Rosario - Itagüí (S)","2017-09-22","","85.5"
"P_Colegio El Rosario - Itagüí (S)","2017-09-19","","79.4"
"P_Colegio El Rosario - Itagüí (S)","2017-09-16","","54.5"
"P_Colegio El Rosario - Itagüí (S)","2017-09-13","","78.1"
"P_Colegio El Rosario - Itagüí (S)","2017-09-10","","34.3"
"P_Colegio El Rosario - Itagüí (S)","2017-09-07","","50.5"
"P_Colegio El Rosario - Itagüí (S)","2017-09-01","","64.7"
"P_Colegio El Rosario - Itagüí (S)","2017-08-29","","48.2"
"P_Colegio El Rosario - Itagüí (S)","2017-08-26","","50.4"
"P_Colegio El Rosario - Itagüí (S)","2017-08-23","","69.4"
"P_Colegio El Rosario - Itagüí (S)","2017-08-20","","42.6"
"P_Colegio El Rosario - Itagüí (S)","2017-08-17","","56.9"
"P_Colegio El Rosario - Itagüí (S)","2017-08-14","","59.3"
"P_Colegio El Rosario - Itagüí (S)","2017-08-11","","52.7"
"P_Colegio El Rosario - Itagüí (S)","2017-08-08","","63.1"
"P_Colegio El Rosario - Itagüí (S)","2017-08-05","","65.5"
"P_Colegio El Rosario - Itagüí (S)","2017-08-02","","72.4"
