"Estacion","Fecha inicial","Fecha final","NO2"
"P_Colegio El Rosario - Itagüí (S)","2010-10-20","","2.0"
"P_Colegio El Rosario - Itagüí (S)","2010-10-14","","19.30461971"
"P_Colegio El Rosario - Itagüí (S)","2010-10-08","","19.2302132"
"P_Colegio El Rosario - Itagüí (S)","2010-07-22","","52.0"
"P_Colegio El Rosario - Itagüí (S)","2010-07-16","","11.0"
"P_Colegio El Rosario - Itagüí (S)","2010-07-04","","14.49231055"
"P_Colegio El Rosario - Itagüí (S)","2010-06-28","","27.59270353"
"P_Colegio El Rosario - Itagüí (S)","2010-06-22","","28.55676709"
"P_Colegio El Rosario - Itagüí (S)","2010-06-16","","38.60075682"
"P_Colegio El Rosario - Itagüí (S)","2010-06-10","","44.90693013"
"P_Colegio El Rosario - Itagüí (S)","2010-06-04","","26.56625496"
"P_Colegio El Rosario - Itagüí (S)","2010-05-29","","33.57387441"
"P_Colegio El Rosario - Itagüí (S)","2010-05-23","","47.66127201"
"P_Colegio El Rosario - Itagüí (S)","2010-05-17","","19.00751108"
"P_Colegio El Rosario - Itagüí (S)","2010-05-11","","87.04438446"
"P_Colegio El Rosario - Itagüí (S)","2010-05-05","","36.68295147"
"P_Colegio El Rosario - Itagüí (S)","2010-04-29","","37.74154789"
"P_Colegio El Rosario - Itagüí (S)","2010-04-23","","34.84311981"
"P_Colegio El Rosario - Itagüí (S)","2010-04-11","","45.18480646"
"P_Colegio El Rosario - Itagüí (S)","2010-04-05","","34.89910521"
"P_Colegio El Rosario - Itagüí (S)","2010-03-30","","29.80518534"
"P_Colegio El Rosario - Itagüí (S)","2010-03-24","","88.83794895"
"P_Colegio El Rosario - Itagüí (S)","2010-03-18","","17.61915404"
"P_Colegio El Rosario - Itagüí (S)","2010-03-12","","18.10275356"
"P_Colegio El Rosario - Itagüí (S)","2010-03-06","","34.45061051"
"P_Colegio El Rosario - Itagüí (S)","2010-02-28","","35.69077573"
"P_Colegio El Rosario - Itagüí (S)","2010-02-22","","36.81643178"
"P_Colegio El Rosario - Itagüí (S)","2010-02-16","","43.71259848"
"P_Colegio El Rosario - Itagüí (S)","2010-02-10","","33.42225985"
"P_Colegio El Rosario - Itagüí (S)","2010-02-04","","35.03107943"
