"Estacion","Fecha inicial","Fecha final","TMPR AIR 10CM"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-05-12","","17.03776191"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-05-11","","18.44799306"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-05-10","","18.33522222"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-05-09","","18.145875"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-05-08","","19.11115972"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-05-07","","17.56661806"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-05-06","","17.45908333"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-05-05","","18.51899306"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-05-04","","20.46926389"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-05-03","","20.87861805"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-05-02","","19.46988194"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-05-01","","20.40395139"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-04-30","","19.25728986"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-04-29","","20.08445833"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-04-28","","17.90977083"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-04-27","","18.41259722"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-04-26","","17.74975694"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-04-25","","17.31044444"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-04-24","","19.16519445"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-04-23","","19.36221528"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-04-22","","18.1899375"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-04-21","","18.29439323"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-04-20","","17.51796457"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-04-19","","17.77998637"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-04-18","","17.46528732"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-04-17","","18.07418734"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-04-16","","18.11256264"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-04-15","","19.51557244"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-04-14","","18.88750694"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-04-13","","19.33604167"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-04-12","","20.24786111"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-04-11","","19.11482639"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-04-10","","19.25207639"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-04-09","","19.183375"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-04-08","","18.00620833"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-04-07","","18.60120139"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-04-06","","18.80707639"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-04-05","","18.03525694"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-04-04","","17.45665278"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-04-03","","18.38919444"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-04-02","","18.49955556"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-04-01","","17.71364583"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-03-31","","17.73318841"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-03-30","","18.03088889"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-03-29","","17.66350694"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-03-28","","18.198"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-03-27","","17.41930556"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-03-26","","18.45693056"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-03-25","","17.637875"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-03-24","","18.39311111"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-03-23","","19.09682639"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-03-22","","18.83497222"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-03-21","","18.70122917"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-03-20","","18.61360417"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-03-19","","19.79105555"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-03-18","","19.43047917"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-03-17","","18.20707639"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-03-16","","18.2441875"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-03-15","","17.84370833"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-03-14","","17.56159722"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-03-13","","19.57497917"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-03-12","","19.17277778"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-03-11","","18.90122222"
"CORPORACIÓN UNIVERSITARIA LASALLISTA","2022-03-10","","18.88890972"
