"Estacion","Fecha inicial","Fecha final","DViento"
"MED-UNE Poblado","2013-11-27","","143.4198"
"MED-UNE Poblado","2013-11-26","","297.1716"
"MED-UNE Poblado","2013-11-21","","130.6797"
"MED-UNE Poblado","2013-11-15","","304.3342"
"MED-UNE Poblado","2013-11-13","","332.9299"
"MED-UNE Poblado","2013-11-04","","245.0476"
"MED-UNE Poblado","2013-10-29","","300.7107"
"MED-UNE Poblado","2013-10-21","","119.6364"
"MED-UNE Poblado","2013-10-11","","129.0702"
"MED-UNE Poblado","2013-10-09","","129.5194"
"MED-UNE Poblado","2013-09-24","","298.6941"
"MED-UNE Poblado","2013-09-17","","334.1581"
"MED-UNE Poblado","2013-09-14","","287.8692"
"MED-UNE Poblado","2013-09-02","","356.4075"
"MED-UNE Poblado","2013-08-28","","346.0507"
"MED-UNE Poblado","2013-08-15","","356.3647"
"MED-UNE Poblado","2013-08-10","","5.267126"
"MED-UNE Poblado","2013-07-19","","320.2705"
"MED-UNE Poblado","2013-07-15","","305.9572"
"MED-UNE Poblado","2013-07-14","","134.1947"
"MED-UNE Poblado","2013-06-26","","348.1946"
"MED-UNE Poblado","2013-06-07","","115.1819"
"MED-UNE Poblado","2013-05-27","","234.3878"
"MED-UNE Poblado","2013-05-23","","143.7729"
"MED-UNE Poblado","2013-05-21","","266.7371"
"MED-UNE Poblado","2013-05-14","","135.8809"
"MED-UNE Poblado","2013-05-09","","108.3931"
"MED-UNE Poblado","2013-04-29","","125.2194"
"MED-UNE Poblado","2013-04-26","","13.69399"
"MED-UNE Poblado","2013-04-20","","131.4731"
"MED-UNE Poblado","2013-04-15","","326.9937"
