"Estacion","Fecha inicial","Fecha final","TMPR AIR 10CM"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-31","","20.22121739"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-30","","20.08429167"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-29","","20.4405"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-28","","19.141375"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-27","","17.97258333"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-26","","19.43483333"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-25","","19.29170833"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-24","","18.19458333"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-23","","18.09995833"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-22","","17.57404167"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-21","","18.20091667"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-20","","18.13025"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-19","","20.05904167"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-18","","19.19104167"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-17","","18.63166667"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-16","","18.198625"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-15","","10.836375"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-14","","0.0"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-13","","0.0"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-12","","0.0"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-11","","16.89270833"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-10","","16.96204167"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-09","","18.36604167"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-08","","17.32779167"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-07","","18.72408333"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-06","","18.69325"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-05","","19.23695833"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-04","","19.00791667"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-03","","19.11754167"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-02","","15.03241667"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-01","","17.16008333"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-30","","0.0"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-29","","0.0"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-28","","0.0"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-27","","0.0"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-26","","0.0"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-25","","0.0"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-24","","7.89558333"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-23","","21.70329167"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-22","","20.774125"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-21","","20.02825"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-20","","19.31895833"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-19","","18.52570833"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-18","","17.34325"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-17","","19.78708333"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-16","","18.7845"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-15","","20.98445833"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-14","","21.32954167"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-13","","21.09195833"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-12","","20.57554167"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-11","","21.13320833"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-10","","21.17441667"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-09","","20.42883333"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-08","","19.72866667"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-07","","17.48091667"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-06","","18.22966667"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-05","","19.13604167"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-04","","19.10766667"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-03","","19.74645833"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-02","","19.8925"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-01","","19.83741667"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-08-31","","19.46537681"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-08-30","","21.02087332"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-08-29","","21.14929861"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-08-28","","21.75034722"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-08-27","","21.63338889"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-08-26","","21.88846528"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-08-25","","20.65135417"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-08-24","","20.84739703"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-08-23","","19.11611111"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-08-22","","18.58509028"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-08-21","","20.66853472"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-08-20","","21.05334028"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-08-19","","20.88797222"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-08-18","","19.37499306"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-08-17","","18.553625"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-08-16","","18.19048611"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-08-15","","18.00652778"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-08-14","","19.54309004"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-08-13","","20.48510417"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-08-12","","20.74024306"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-08-11","","20.19030555"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-08-10","","18.1020625"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-08-09","","18.54179861"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-08-08","","18.26749306"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-08-07","","17.75951389"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-08-06","","20.78971528"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-08-05","","19.96956944"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-08-04","","20.57999306"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-08-03","","20.14633146"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-08-02","","19.69102323"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-08-01","","22.3209375"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-07-31","","22.0903135"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-07-30","","20.22250694"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-07-29","","20.57675527"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-07-28","","20.78961806"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-07-27","","20.47550694"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-07-26","","19.10721528"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-07-25","","20.12038889"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-07-24","","22.23878472"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-07-23","","21.82470833"
