"Estacion","Fecha inicial","Fecha final","DViento"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-31","","0.0"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-30","","0.0"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-29","","0.0"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-28","","0.0"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-27","","0.0"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-26","","0.0"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-25","","0.0"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-24","","0.0"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-23","","0.0"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-22","","93.92858333"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-21","","179.693875"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-20","","171.689625"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-19","","166.53954167"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-18","","165.73720833"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-17","","159.84479167"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-16","","169.73329167"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-15","","121.872125"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-14","","0.0"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-13","","0.0"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-12","","0.0"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-11","","134.07541667"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-10","","181.765"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-09","","172.65741667"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-08","","190.278"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-07","","176.18545833"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-06","","161.26670833"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-05","","167.36020833"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-04","","184.513625"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-03","","187.33908333"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-02","","115.37629167"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-10-01","","170.56704167"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-30","","0.0"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-29","","0.0"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-28","","0.0"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-27","","0.0"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-26","","0.0"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-25","","0.0"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-24","","77.76816667"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-23","","138.720875"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-22","","182.13991667"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-21","","174.4625"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-20","","182.69116667"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-19","","168.56345833"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-18","","176.383125"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-17","","204.28795833"
"I.E. CONCEJO MUNICIPAL DE ITAGÜÍ","2025-09-16","","173.372375"
