"Estacion","Fecha inicial","Fecha final","HAire10"
"MEDELLÍN - SANTA ELENA","2025-10-31","","82.16269565"
"MEDELLÍN - SANTA ELENA","2025-10-30","","84.85158333"
"MEDELLÍN - SANTA ELENA","2025-10-29","","85.95291667"
"MEDELLÍN - SANTA ELENA","2025-10-28","","88.23125"
"MEDELLÍN - SANTA ELENA","2025-10-27","","88.44933333"
"MEDELLÍN - SANTA ELENA","2025-10-26","","90.54670833"
"MEDELLÍN - SANTA ELENA","2025-10-25","","83.52908333"
"MEDELLÍN - SANTA ELENA","2025-10-24","","90.727"
"MEDELLÍN - SANTA ELENA","2025-10-23","","89.15629167"
"MEDELLÍN - SANTA ELENA","2025-10-22","","91.02908333"
"MEDELLÍN - SANTA ELENA","2025-10-21","","89.98945833"
"MEDELLÍN - SANTA ELENA","2025-10-20","","86.58545833"
"MEDELLÍN - SANTA ELENA","2025-10-19","","84.28483333"
"MEDELLÍN - SANTA ELENA","2025-10-18","","85.19625"
"MEDELLÍN - SANTA ELENA","2025-10-17","","88.920875"
"MEDELLÍN - SANTA ELENA","2025-10-16","","85.25995833"
"MEDELLÍN - SANTA ELENA","2025-10-15","","87.853375"
"MEDELLÍN - SANTA ELENA","2025-10-14","","27.64475"
"MEDELLÍN - SANTA ELENA","2025-10-13","","0.0"
"MEDELLÍN - SANTA ELENA","2025-10-12","","0.0"
"MEDELLÍN - SANTA ELENA","2025-10-11","","84.515625"
"MEDELLÍN - SANTA ELENA","2025-10-10","","91.219625"
"MEDELLÍN - SANTA ELENA","2025-10-09","","84.26958333"
"MEDELLÍN - SANTA ELENA","2025-10-08","","87.39379167"
"MEDELLÍN - SANTA ELENA","2025-10-07","","84.938"
"MEDELLÍN - SANTA ELENA","2025-10-06","","86.03020833"
"MEDELLÍN - SANTA ELENA","2025-10-05","","82.69833333"
"MEDELLÍN - SANTA ELENA","2025-10-04","","85.21408333"
"MEDELLÍN - SANTA ELENA","2025-10-03","","84.72375"
"MEDELLÍN - SANTA ELENA","2025-10-02","","83.91091667"
"MEDELLÍN - SANTA ELENA","2025-10-01","","84.83295833"
