"Estacion","Fecha inicial","Fecha final","SO2"
"CASA DE JUSTICIA ITAGÜÍ","2025-08-05","","7.51938866"
"CASA DE JUSTICIA ITAGÜÍ","2025-08-04","","6.2007501"
"CASA DE JUSTICIA ITAGÜÍ","2025-08-03","","4.87295123"
"CASA DE JUSTICIA ITAGÜÍ","2025-08-02","","6.61944915"
"CASA DE JUSTICIA ITAGÜÍ","2025-08-01","","3.48133774"
"CASA DE JUSTICIA ITAGÜÍ","2025-07-31","","3.79500515"
"CASA DE JUSTICIA ITAGÜÍ","2025-07-30","","4.08699939"
"CASA DE JUSTICIA ITAGÜÍ","2025-07-29","","7.62214862"
"CASA DE JUSTICIA ITAGÜÍ","2025-07-28","","3.91428111"
"CASA DE JUSTICIA ITAGÜÍ","2025-07-27","","6.22257915"
"CASA DE JUSTICIA ITAGÜÍ","2025-07-26","","5.19711896"
"CASA DE JUSTICIA ITAGÜÍ","2025-07-25","","8.16692614"
"CASA DE JUSTICIA ITAGÜÍ","2025-07-24","","5.11615642"
"CASA DE JUSTICIA ITAGÜÍ","2025-07-23","","3.42161429"
"CASA DE JUSTICIA ITAGÜÍ","2025-07-22","","4.93231227"
"CASA DE JUSTICIA ITAGÜÍ","2025-07-21","","4.82407307"
"CASA DE JUSTICIA ITAGÜÍ","2025-07-20","","3.95943006"
"CASA DE JUSTICIA ITAGÜÍ","2025-07-19","","8.18669506"
"CASA DE JUSTICIA ITAGÜÍ","2025-07-18","","6.88949865"
"CASA DE JUSTICIA ITAGÜÍ","2025-07-17","","3.96028778"
"CASA DE JUSTICIA ITAGÜÍ","2025-07-16","","6.25010097"
"CASA DE JUSTICIA ITAGÜÍ","2025-07-15","","5.28675689"
"CASA DE JUSTICIA ITAGÜÍ","2025-07-14","","2.87171499"
"CASA DE JUSTICIA ITAGÜÍ","2025-07-13","","3.59556754"
"CASA DE JUSTICIA ITAGÜÍ","2025-07-12","","4.5405799"
"CASA DE JUSTICIA ITAGÜÍ","2025-07-11","","2.71614746"
"CASA DE JUSTICIA ITAGÜÍ","2025-07-10","","5.01459711"
"CASA DE JUSTICIA ITAGÜÍ","2025-07-09","","3.43906748"
"CASA DE JUSTICIA ITAGÜÍ","2025-07-08","","4.82873088"
"CASA DE JUSTICIA ITAGÜÍ","2025-07-07","","3.26719691"
"CASA DE JUSTICIA ITAGÜÍ","2025-07-06","","0.86014925"
"CASA DE JUSTICIA ITAGÜÍ","2025-07-05","","5.29285542"
"CASA DE JUSTICIA ITAGÜÍ","2025-07-04","","6.02677194"
"CASA DE JUSTICIA ITAGÜÍ","2025-07-03","","4.18798784"
"CASA DE JUSTICIA ITAGÜÍ","2025-07-02","","4.85195001"
"CASA DE JUSTICIA ITAGÜÍ","2025-07-01","","3.27809788"
"CASA DE JUSTICIA ITAGÜÍ","2025-06-30","","2.47273778"
"CASA DE JUSTICIA ITAGÜÍ","2025-06-29","","3.37629947"
