"Estacion","Fecha inicial","Fecha final","PST"
"HOSPITAL SANTA MARGARITA - COPACABANA","2008-04-09","","62.22820961"
"HOSPITAL SANTA MARGARITA - COPACABANA","2008-04-06","","62.22820961"
"HOSPITAL SANTA MARGARITA - COPACABANA","2008-04-03","","66.94635404"
"HOSPITAL SANTA MARGARITA - COPACABANA","2008-03-31","","57.65534112"
"HOSPITAL SANTA MARGARITA - COPACABANA","2008-03-28","","116.15358029"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-12-29","","56.0"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-12-26","","62.0"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-12-23","","33.0"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-12-20","","96.0"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-12-17","","74.0"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-12-14","","74.14387158"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-12-11","","123.80141044"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-12-08","","90.91922712"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-12-05","","108.78394081"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-12-02","","75.67966269"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-11-29","","99.12058712"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-11-26","","90.50582573"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-11-23","","103.25433755"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-11-20","","151.66916177"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-11-17","","75.5891034"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-11-14","","81.1620862"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-11-11","","48.67012565"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-11-08","","81.40530972"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-11-05","","51.32585113"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-11-02","","91.084921"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-10-30","","72.65168386"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-10-27","","92.65604174"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-10-24","","105.55231097"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-10-21","","63.68694963"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-10-18","","75.86096301"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-10-15","","71.08242907"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-10-12","","96.41932602"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-10-09","","83.40402378"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-10-06","","88.21334941"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-10-03","","73.56076966"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-09-30","","85.7744483"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-09-27","","118.62634195"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-09-24","","74.0"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-09-21","","67.0"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-09-18","","69.0"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-09-15","","118.0"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-09-12","","109.0"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-09-09","","55.0"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-09-06","","95.0"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-09-03","","111.0"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-08-31","","132.0"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-08-28","","82.0"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-08-25","","66.0"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-08-22","","92.0"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-08-19","","53.0"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-08-16","","58.0"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-08-13","","61.0"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-08-10","","77.0"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-08-07","","48.0"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-08-04","","103.0"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-08-01","","145.0"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-07-29","","56.0"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-07-26","","81.4862606"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-07-23","","54.21280187"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-07-20","","87.54638513"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-07-17","","64.30165494"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-07-14","","64.51230542"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-07-11","","82.60542809"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-07-08","","73.7564388"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-07-05","","123.3124466"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-07-02","","83.71405757"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-06-29","","107.29854565"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-06-26","","91.345159"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-06-23","","63.68277444"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-06-20","","88.54190721"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-06-17","","77.85778292"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-06-14","","46.3178102"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-06-11","","74.74853791"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-06-05","","62.0"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-05-30","","133.35719049"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-05-24","","134.73642831"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-05-21","","94.96235648"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-05-18","","123.25677144"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-05-06","","187.89518985"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-05-03","","169.05671397"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-04-30","","64.66734302"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-04-27","","91.40908606"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-04-24","","69.21426558"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-04-21","","60.13389526"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-04-18","","54.59376968"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-04-15","","48.23707369"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-04-12","","66.99100536"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-04-09","","62.32248777"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-04-06","","36.04884761"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-04-03","","75.97402741"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-03-31","","67.34378452"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-03-28","","107.64066825"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-03-25","","62.71374305"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-03-22","","89.34319213"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-03-19","","29.59013054"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-03-16","","119.22403579"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-03-13","","48.77254927"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-03-10","","78.98658759"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-03-07","","91.90897115"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-03-04","","134.27870966"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-03-01","","125.63915233"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-02-26","","88.02055671"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-02-23","","157.32641496"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-02-20","","145.71993089"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-02-17","","139.08800792"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-02-14","","152.83900669"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-02-11","","124.76046632"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-02-08","","153.94667357"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-02-05","","118.43790284"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-02-02","","106.52470075"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-01-30","","113.2079063"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-01-27","","88.83076319"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-01-24","","103.15803035"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-01-21","","42.79061408"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-01-18","","71.37086087"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-01-15","","66.11991946"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-01-12","","59.39036956"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-01-09","","48.81728845"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-01-06","","65.09485257"
"HOSPITAL SANTA MARGARITA - COPACABANA","2007-01-03","","84.99423028"
"HOSPITAL SANTA MARGARITA - COPACABANA","2006-12-31","","81.80534071"
"HOSPITAL SANTA MARGARITA - COPACABANA","2006-12-28","","39.33155305"
"HOSPITAL SANTA MARGARITA - COPACABANA","2006-12-25","","56.75592397"
"HOSPITAL SANTA MARGARITA - COPACABANA","2006-12-22","","67.35982608"
"HOSPITAL SANTA MARGARITA - COPACABANA","2006-12-19","","75.57449539"
"HOSPITAL SANTA MARGARITA - COPACABANA","2006-09-08","","44.26217816"
"HOSPITAL SANTA MARGARITA - COPACABANA","2006-09-05","","59.44132403"
"HOSPITAL SANTA MARGARITA - COPACABANA","2006-09-02","","49.69467428"
"HOSPITAL SANTA MARGARITA - COPACABANA","2006-08-30","","89.66053095"
"HOSPITAL SANTA MARGARITA - COPACABANA","2006-08-27","","45.62634675"
"HOSPITAL SANTA MARGARITA - COPACABANA","2006-08-24","","86.93875174"
"HOSPITAL SANTA MARGARITA - COPACABANA","2006-08-21","","39.21131308"
"HOSPITAL SANTA MARGARITA - COPACABANA","2006-08-18","","44.06938211"
"HOSPITAL SANTA MARGARITA - COPACABANA","2006-08-15","","66.66547322"
"HOSPITAL SANTA MARGARITA - COPACABANA","2006-08-12","","87.18341504"
"HOSPITAL SANTA MARGARITA - COPACABANA","2006-08-06","","69.30950763"
"HOSPITAL SANTA MARGARITA - COPACABANA","2006-08-03","","89.5665495"
"HOSPITAL SANTA MARGARITA - COPACABANA","2006-07-31","","38.61039035"
"HOSPITAL SANTA MARGARITA - COPACABANA","2006-07-28","","77.12525546"
"HOSPITAL SANTA MARGARITA - COPACABANA","2006-07-25","","48.02799227"
"HOSPITAL SANTA MARGARITA - COPACABANA","2006-07-22","","38.61628095"
"HOSPITAL SANTA MARGARITA - COPACABANA","2006-07-19","","61.47350294"
"HOSPITAL SANTA MARGARITA - COPACABANA","2006-07-16","","41.53832383"
"HOSPITAL SANTA MARGARITA - COPACABANA","2006-07-13","","62.97664265"
"HOSPITAL SANTA MARGARITA - COPACABANA","2006-07-10","","71.33261009"
"HOSPITAL SANTA MARGARITA - COPACABANA","2006-07-07","","96.94468596"
"HOSPITAL SANTA MARGARITA - COPACABANA","2006-07-04","","106.53198306"
"HOSPITAL SANTA MARGARITA - COPACABANA","2006-07-01","","120.09755949"
"HOSPITAL SANTA MARGARITA - COPACABANA","2006-06-28","","105.32826647"
"HOSPITAL SANTA MARGARITA - COPACABANA","2006-06-25","","70.19081584"
"HOSPITAL SANTA MARGARITA - COPACABANA","2006-06-22","","69.55984893"
"HOSPITAL SANTA MARGARITA - COPACABANA","2006-06-19","","39.01247223"
