"Estacion","Fecha inicial","Fecha final","PLiquida"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-12-23","","0.0"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-12-22","","0.0"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-12-21","","0.0"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-12-20","","0.0"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-12-19","","0.0"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-12-18","","0.0"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-12-17","","0.0075"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-12-16","","0.07041667"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-12-15","","0.02083333"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-12-14","","0.00583333"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-12-13","","4.1667E-4"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-12-12","","0.00166667"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-12-11","","0.00166667"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-12-10","","0.0"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-12-09","","0.005"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-12-08","","0.01875"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-12-07","","0.00208333"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-12-06","","0.025"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-12-05","","0.01291667"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-12-04","","4.1667E-4"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-12-03","","0.11"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-12-02","","0.13333333"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-12-01","","0.09"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-11-30","","0.03708333"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-11-29","","0.00708333"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-11-28","","0.13791667"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-11-27","","0.28166667"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-11-26","","0.00458333"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-11-25","","0.00291667"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-11-24","","0.00666667"
