"Estacion","Fecha inicial","Fecha final","NO2"
"ITM ROBLEDO - MEDELLÍN","2023-04-12","","12.98769711"
"ITM ROBLEDO - MEDELLÍN","2023-04-11","","19.13313485"
"ITM ROBLEDO - MEDELLÍN","2023-04-10","","20.0520813"
"ITM ROBLEDO - MEDELLÍN","2023-04-09","","15.17613981"
"ITM ROBLEDO - MEDELLÍN","2023-04-08","","15.41720988"
"ITM ROBLEDO - MEDELLÍN","2023-04-07","","15.6466135"
"ITM ROBLEDO - MEDELLÍN","2023-04-06","","18.62195786"
"ITM ROBLEDO - MEDELLÍN","2023-04-05","","22.61000337"
"ITM ROBLEDO - MEDELLÍN","2023-04-04","","23.87180556"
"ITM ROBLEDO - MEDELLÍN","2023-04-03","","19.65963728"
"ITM ROBLEDO - MEDELLÍN","2023-04-02","","19.46533486"
"ITM ROBLEDO - MEDELLÍN","2023-04-01","","23.56589228"
"ITM ROBLEDO - MEDELLÍN","2023-03-31","","26.65169575"
"ITM ROBLEDO - MEDELLÍN","2023-03-30","","23.01988047"
"ITM ROBLEDO - MEDELLÍN","2023-03-29","","23.82202139"
"ITM ROBLEDO - MEDELLÍN","2023-03-28","","30.25044765"
"ITM ROBLEDO - MEDELLÍN","2023-03-27","","37.24063439"
"ITM ROBLEDO - MEDELLÍN","2023-03-26","","20.57716558"
"ITM ROBLEDO - MEDELLÍN","2023-03-25","","29.67254632"
"ITM ROBLEDO - MEDELLÍN","2023-03-24","","33.18668636"
"ITM ROBLEDO - MEDELLÍN","2023-03-23","","23.40486549"
"ITM ROBLEDO - MEDELLÍN","2023-03-22","","33.84063438"
"ITM ROBLEDO - MEDELLÍN","2023-03-21","","26.00483066"
"ITM ROBLEDO - MEDELLÍN","2023-03-20","","17.9618358"
"ITM ROBLEDO - MEDELLÍN","2023-03-19","","20.88277329"
"ITM ROBLEDO - MEDELLÍN","2023-03-18","","24.81034757"
"ITM ROBLEDO - MEDELLÍN","2023-03-17","","19.04408121"
"ITM ROBLEDO - MEDELLÍN","2023-03-16","","30.18255588"
"ITM ROBLEDO - MEDELLÍN","2023-03-15","","37.71157253"
"ITM ROBLEDO - MEDELLÍN","2023-03-14","","31.5620568"
"ITM ROBLEDO - MEDELLÍN","2023-03-13","","26.91670516"
"ITM ROBLEDO - MEDELLÍN","2023-03-12","","23.95595443"
"ITM ROBLEDO - MEDELLÍN","2023-03-11","","23.32797191"
"ITM ROBLEDO - MEDELLÍN","2023-03-10","","25.33926321"
"ITM ROBLEDO - MEDELLÍN","2023-03-09","","37.53123634"
"ITM ROBLEDO - MEDELLÍN","2023-03-08","","40.21922875"
"ITM ROBLEDO - MEDELLÍN","2023-03-07","","38.1948491"
"ITM ROBLEDO - MEDELLÍN","2023-03-06","","26.91077584"
"ITM ROBLEDO - MEDELLÍN","2023-03-05","","31.77592343"
"ITM ROBLEDO - MEDELLÍN","2023-03-04","","23.17177154"
"ITM ROBLEDO - MEDELLÍN","2023-03-03","","24.9394542"
"ITM ROBLEDO - MEDELLÍN","2023-03-02","","24.03321626"
"ITM ROBLEDO - MEDELLÍN","2023-03-01","","24.46211696"
"ITM ROBLEDO - MEDELLÍN","2023-02-28","","27.43807246"
"ITM ROBLEDO - MEDELLÍN","2023-02-27","","29.45856529"
"ITM ROBLEDO - MEDELLÍN","2023-02-26","","25.31195008"
"ITM ROBLEDO - MEDELLÍN","2023-02-25","","29.53673286"
"ITM ROBLEDO - MEDELLÍN","2023-02-24","","26.82853374"
"ITM ROBLEDO - MEDELLÍN","2023-02-23","","30.59178062"
"ITM ROBLEDO - MEDELLÍN","2023-02-22","","32.49469899"
"ITM ROBLEDO - MEDELLÍN","2023-02-21","","37.29069326"
"ITM ROBLEDO - MEDELLÍN","2023-02-20","","26.40838608"
"ITM ROBLEDO - MEDELLÍN","2023-02-19","","21.75390218"
"ITM ROBLEDO - MEDELLÍN","2023-02-18","","22.61511969"
"ITM ROBLEDO - MEDELLÍN","2023-02-17","","23.07874551"
