"Estacion","Fecha inicial","Fecha final","CO"
"P_EST-Secretaria","2015-01-13","","2576.25"
"P_EST-Secretaria","2015-01-12","","2657.35416667"
"P_EST-Secretaria","2015-01-11","","1874.9375"
"P_EST-Secretaria","2015-01-10","","2375.875"
"P_EST-Secretaria","2015-01-09","","2118.25"
"P_EST-Secretaria","2015-01-08","","1855.85416667"
"P_EST-Secretaria","2015-01-07","","1782.2173913"
"P_EST-Secretaria","2015-01-06","","176.52083333"
"P_EST-Secretaria","2015-01-05","","186.0625"
"P_EST-Secretaria","2015-01-04","","71.5625"
"P_EST-Secretaria","2015-01-03","","71.5625"
"P_EST-Secretaria","2015-01-02","","4.77083333"
"P_EST-Secretaria","2015-01-01","","19.08333333"
"P_EST-Secretaria","2014-12-31","","2.8625"
"P_EST-Secretaria","2014-12-30","","5.24791667"
"P_EST-Secretaria","2014-12-29","","16.69791667"
"P_EST-Secretaria","2014-12-28","","24.33125"
"P_EST-Secretaria","2014-12-27","","28.14791667"
"P_EST-Secretaria","2014-12-26","","54.3875"
"P_EST-Secretaria","2014-12-25","","0.95416667"
"P_EST-Secretaria","2014-12-24","","11.45"
"P_EST-Secretaria","2014-12-23","","65.8375"
"P_EST-Secretaria","2014-12-22","","156.96041667"
"P_EST-Secretaria","2014-12-21","","55.81875"
"P_EST-Secretaria","2014-12-20","","10.49583333"
"P_EST-Secretaria","2014-12-19","","249.51458333"
"P_EST-Secretaria","2014-12-18","","1918.39545455"
"P_EST-Secretaria","2014-12-17","","1476.5047619"
"P_EST-Secretaria","2014-12-16","","618.77708333"
"P_EST-Secretaria","2014-12-15","","1950.79375"
"P_EST-Secretaria","2014-12-14","","619.73125"
"P_EST-Secretaria","2014-12-13","","1016.1875"
"P_EST-Secretaria","2014-12-12","","562.00416667"
"P_EST-Secretaria","2014-12-11","","1438.88333333"
"P_EST-Secretaria","2014-12-10","","1084.76304348"
"P_EST-Secretaria","2014-12-09","","1217.51666667"
"P_EST-Secretaria","2014-12-08","","1123.53125"
"P_EST-Secretaria","2014-12-07","","457.52291667"
"P_EST-Secretaria","2014-12-06","","982.79166667"
"P_EST-Secretaria","2014-12-05","","824.87708333"
"P_EST-Secretaria","2014-12-04","","1297.18958333"
