Fecha,NO,NO2,O3,PM10,PM2.5
2019-06-10,,,,,16.6952381
2019-06-11,,,,,14.46666667
2019-06-12,,,,,19.3
2019-06-13,,,,,15.26666667
2019-06-14,,,,,18.88333333
2019-06-15,,,,,18.46521739
2019-06-16,,,,,12.95217391
2019-06-17,,,,,17.09565217
2019-06-18,,,,,20.02916667
2019-06-19,,,,,21.87916667
2019-06-20,,,,,20.27916667
2019-06-21,,,,,20.875
2019-06-22,,,,,
2019-06-23,,,,,16.94166667
2019-06-24,,,,,14.85652174
2019-06-25,,,,,18.84583333
2019-06-26,,,,,19.30416667
2019-06-27,,,,,18.0125
2019-06-28,,,,,21.25
2019-06-29,,,,,21.28333333
2019-06-30,,,,,16.79090909
2019-07-01,,,,,12.56363636
2019-07-02,,,,,16.97826087
2019-07-03,,,,,19.55
2019-07-04,,,,,20.85
2019-07-05,,,,,19.8047619
2019-07-06,,,,,16.87222222
2019-07-07,,,,,15.44166667
2019-07-08,,,,,19.10833333
2019-07-09,,,,,14.74166667
2019-07-10,,,,,14.56666667
2019-07-11,,,,,16.61904762
2019-07-12,,,,,18.99166667
2019-07-13,,,,,18.43478261
2019-07-14,,,,,14.615
2019-07-15,,,,,17.44166667
2019-07-16,,,,,18.4625
2019-07-17,,,,,19.22083333
2019-07-18,,,,,17.33043478
2019-07-19,,,,,16.09565217
2019-07-20,,,,,16.42608696
2019-07-21,,,,,13.6
2019-07-22,,,,,20.77916667
2019-07-23,,,,,13.47083333
2019-07-24,,,,,17.76666667
2019-07-25,,,,,17.9125
2019-07-26,,,,,18.77272727
2019-07-27,,,,,16.89583333
2019-07-28,,,,,17.72916667
2019-07-29,,,,,18.85833333
2019-07-30,,,,,22.82083333
2019-07-31,,,,,19.1
2019-08-01,,,,,24.53333333
2019-08-02,,,,,22.37916667
2019-08-03,,,,,23.01428571
2019-08-04,,,,,18.71666667
2019-08-05,,,,,20.25
2019-08-06,,,,,34.55
2019-08-07,,,,,31.07916667
2019-08-08,,,,,21.72727273
2019-08-09,,,,,21.09166667
2019-08-10,,,,,19.175
2019-08-11,,,,,17.81304348
2019-08-12,,,,,17.1375
2019-08-13,,,,,19.3875
2019-08-14,,,,,21.625
2019-08-15,,,,,32.175
2019-08-16,,,,,44.6
2019-08-17,,,,,32.04347826
2019-08-18,,,,,23.36190476
2019-08-19,,,,,16.87272727
2019-08-20,,,,,17.125
2019-08-21,,,,,23.83809524
2019-08-22,,,,,27.05454545
2019-08-23,,,,,25.12
2019-08-24,,,,,20.9875
2019-08-25,,,,,15.48636364
2019-08-26,,,,,19.29583333
2019-08-27,,,,,21.36190476
2019-08-28,,,,,26.29473684
2019-08-29,,,,,27.99583333
2019-08-30,,,,,27.4625
2019-08-31,,,,,25.2625
2019-09-01,,,,,16.26666667
2019-09-02,,,,,17.12083333
2019-09-03,,,,,19.30416667
2019-09-04,,,,,20.02083333
2019-09-05,,,,,17.74583333
2019-09-06,,,,,24.17083333
2019-09-07,,,,,17.47083333
2019-09-08,,,,,16.30416667
2019-09-09,,,,,22.33333333
2019-09-10,,,,,21.44166667
2019-09-11,,,,,24.76666667
2019-09-12,,,,,20.535
2019-09-13,,,,,17.20833333
2019-09-14,,,,,18.18333333
2019-09-15,,,,,15.68333333
2019-09-16,,,,,15.00833333
2019-09-17,,,,,16.24090909
2019-09-18,,,,,21.42083333
2019-09-19,,,,,15.44782609
2019-09-20,,,,,26.35416667
2019-09-21,,,,,17.625
2019-09-22,,,,,17.55217391
2019-09-23,,,,,15.80833333
2019-09-24,,,,,22.32083333
2019-09-25,,,,,24.05
2019-09-26,,,,,20.85
2019-09-27,,,,,20.63333333
2019-09-28,,,,,16.725
2019-09-29,,,,,15.94583333
2019-09-30,,,,,16.6125
2019-10-01,,,,,14.60833333
2019-10-02,,,,,17.2375
2019-10-03,,,,,18.52916667
2019-10-04,,,,,22.35833333
2019-10-05,,,,,16.92916667
2019-10-06,,,,,22.09583333
2019-10-07,,,,,13.925
2019-10-08,,,,,19.725
2019-10-09,,,,,24.66086957
2019-10-10,,,,,24.57083333
2019-10-11,,,,,27.2
2019-10-12,,,,,25.24782609
2019-10-13,,,,,19.44166667
2019-10-14,,,,,10.57083333
2019-10-15,,,,,16.24166667
2019-10-16,,,,,22.00833333
2019-10-17,,,,,21.6125
2019-10-18,,,,,24.22727273
2019-10-19,,,,,22.725
2019-10-20,,,,,15.53333333
2019-10-21,,,,,22.17083333
2019-10-22,,,,,22.99583333
2019-10-23,,,,,18.12083333
2019-10-24,,,,,18.8625
2019-10-25,,,,,30.16666667
2019-10-26,,,,,17.15416667
2019-10-27,,,,,12.775
2019-10-28,,,,,21.40416667
2019-10-29,,,,,21.0375
2019-10-30,,,,,21.72083333
2019-10-31,,,,,20.5375
2019-11-01,,,,,27.45454545
2019-11-02,,,,,21.9875
2019-11-03,,,,,20.5
2019-11-04,,,,,20.99583333
2019-11-05,,,,,23.68333333
2019-11-06,,,,,21.07916667
2019-11-07,,,,,31.15833333
2019-11-08,,,,,26.97916667
2019-11-09,,,,,29.20416667
2019-11-10,,,,,26.4375
2019-11-11,,,,,10.77916667
2019-11-12,,,,,16.62916667
2019-11-13,,,,,22.59583333
2019-11-14,,,,,26.47083333
2019-11-15,,,,,23.2625
2019-11-16,,,,,22.3625
2019-11-17,,,,,13.7625
2019-11-18,,,,,16.35
2019-11-19,,,,,26.26956522
2019-11-20,,,,,24.97916667
2019-11-21,,,,,21.29583333
2019-11-22,,,,,20.75
2019-11-23,,,,,26.5625
2019-11-24,,,,,15.32083333
2019-11-25,,,,,21.60833333
2019-11-26,,,,,21.33333333
2019-11-27,,,,,20.2375
2019-11-28,,,,,21.325
2019-11-29,,,,,22.45
2019-11-30,,,,,27.00952381
2019-12-01,,,,,21.62916667
2019-12-02,,,,,21.5875
2019-12-03,,,,,27.41666667
2019-12-04,,,,,25.275
2019-12-05,,,,,24.14166667
2019-12-06,,,,,21.6
2019-12-07,,,,,26.00833333
2019-12-08,,,,,17.17083333
2019-12-09,,,,,16.9125
2019-12-10,,,,,22.32857143
2019-12-11,,,,,26.94166667
2019-12-12,,,,,22.73333333
2019-12-13,,,,,24.07727273
2019-12-14,,,,,17.40833333
2019-12-15,,,,,12.92916667
2019-12-16,,,,,24.6
2019-12-17,,,,,26.575
2019-12-18,,,,,23.25833333
2019-12-19,,,,,19.21363636
2019-12-20,,,,,21.8173913
2019-12-21,,,,,20.1
2019-12-22,,,,,20.20833333
2019-12-23,,,,,17.39130435
2019-12-24,,,,,19.74166667
2019-12-25,,,,,21.49583333
2019-12-26,,,,,12.59166667
2019-12-27,,,,,19.8375
2019-12-28,,,,,19.37083333
2019-12-29,,,,,15.80416667
2019-12-30,,,,,19.43333333
2019-12-31,,,,,16.60833333
2020-01-01,,,,,25.97916667
2020-01-02,,,,,13.525
2020-01-03,,,,,18.77083333
2020-01-04,,,,,19.50416667
2020-01-05,,,,,19.33157895
2020-01-06,,,,,15.34583333
2020-01-07,,,,,17.35416667
2020-01-08,,,,,18.26666667
2020-01-09,,,,,20.38333333
2020-01-10,,,,,25.26153846
2020-01-11,,,,,
2020-01-12,,,,,
2020-01-13,,,,,19.1
2020-01-14,,,,,22.875
2020-01-15,,,,,27.49166667
2020-01-16,,,,,22.04583333
2020-01-17,,,,,23.73
2020-01-18,,,,,16.41428571
2020-01-19,,,,,14.32608696
2020-01-20,,,,,29.58333333
2020-01-21,,,,,23.32608696
2020-01-22,,,,,15.55416667
2020-01-23,,,,,27.33809524
2020-01-24,,,,,18.56666667
2020-01-25,,,,,15.91666667
2020-01-26,,,,,14.33333333
2020-01-27,,,,,21.24166667
2020-01-28,,,,,17.74782609
2020-01-29,,,,,25.00434783
2020-01-30,,,,,27.525
2020-01-31,,,,,26.7875
2020-02-01,,,,,25.2125
2020-02-02,,,,,16.3875
2020-02-03,,,,,18.8625
2020-02-04,,,,,22.925
2020-02-05,,,,,25.5625
2020-02-06,,,,,26.37083333
2020-02-07,,,,,34.65454545
2020-02-08,,,,,32.98333333
2020-02-09,,,,,29.51666667
2020-02-10,,,,,30.62916667
2020-02-11,,,,,27.45
2020-02-12,,,,,26.84347826
2020-02-13,,,,,32.02083333
2020-02-14,,,,,37.50833333
2020-02-15,,,,,26.87083333
2020-02-16,,,,,19.14583333
2020-02-17,,,,,20.95
2020-02-18,,,,,17.2625
2020-02-19,,,,,23.15416667
2020-02-20,,,,,27.57142857
2020-02-21,,,,,30.525
2020-02-22,,,,,22.0125
2020-02-23,,,,,19.77916667
2020-02-24,,,,,25.1375
2020-02-25,,,,,28.72083333
2020-02-26,,,,,26.90416667
2020-02-27,,,,,35.55833333
2020-02-28,,,,,29.92916667
2020-02-29,,,,,36.85
2020-03-01,,,,,32.27083333
2020-03-02,,,,,30.35
2020-03-03,,,,,33.30833333
2020-03-04,,,,,34.67083333
2020-03-05,,,,,34.47083333
2020-03-06,,,,,48.55
2020-03-07,,,,,56.68333333
2020-03-08,,,,,43.45416667
2020-03-09,,,,,43.175
2020-03-10,,,,,40.32083333
2020-03-11,,,,,41.32916667
2020-03-12,,,,,43.59583333
2020-03-13,,,,,36.69166667
2020-03-14,,,,,42.70833333
2020-03-15,,,,,40.0
2020-03-16,,,,,45.23636364
2020-03-17,,,,,59.05416667
2020-03-18,,,,,58.35416667
2020-03-19,,,,,63.1625
2020-03-20,,,,,48.24166667
2020-03-21,,,,,29.62916667
2020-03-22,,,,,31.42857143
2020-03-23,,,,,42.7125
2020-03-24,,,,,51.89166667
2020-03-25,,,,,45.33181818
2020-03-26,,,,,49.54583333
2020-03-27,,,,,43.80416667
2020-03-28,,,,,41.52083333
2020-03-29,,,,,45.13157895
2020-03-30,,,,,42.98235294
2020-03-31,,,,,20.50416667
2020-04-01,,,,,7.19583333
2020-04-02,,,,,9.06086957
2020-04-03,,,,,14.30416667
2020-04-04,,,,,14.39583333
2020-04-05,,,,,12.25
2020-04-06,,,,,8.05909091
2020-04-07,,,,,6.7125
2020-04-08,,,,,9.06666667
2020-04-09,,,,,9.05416667
2020-04-10,,,,,9.3625
2020-04-11,,,,,8.06666667
2020-04-12,,,,,8.17083333
2020-04-13,,,,,8.32916667
2020-04-14,,,,,12.37916667
2020-04-15,,,,,18.43333333
2020-04-16,,,,,25.81818182
2020-04-17,,,,,33.39166667
2020-04-18,,,,,27.02916667
2020-04-19,,,,,15.37916667
2020-04-20,,,,,16.62916667
2020-04-21,,,,,9.0125
2020-04-22,,,,,13.41304348
2020-04-23,,,,,7.59166667
2020-04-24,,,,,10.33333333
2020-04-25,,,,,17.35416667
2020-04-26,,,,,15.54166667
2020-04-27,,,,,19.5
2020-04-28,,,,,14.85833333
2020-04-29,,,,,18.39583333
2020-04-30,,,,,15.99166667
2020-05-01,,,,,15.37916667
2020-05-02,,,,,10.09583333
2020-05-03,,,,,10.19166667
2020-05-04,,,,,10.6
2020-05-05,,,,,11.62916667
2020-05-06,,,,,11.10416667
2020-05-07,,,,,10.82608696
2020-05-08,,,,,11.2375
2020-05-09,,,,,8.56190476
2020-05-10,,,,,9.56086957
2020-05-11,,,,,12.96666667
2020-05-12,,,,,16.14166667
2020-05-13,,,,,14.95416667
2020-05-14,,,,,17.95909091
2020-05-15,,,,,15.50833333
2020-05-16,,,,,12.9173913
2020-05-17,,,,,9.11666667
2020-05-18,,,,,11.27916667
2020-05-19,,,,,18.22083333
2020-05-20,,,,,17.98333333
2020-05-21,,,,,15.7173913
2020-05-22,,,,,19.55454545
2020-05-23,,,,,17.8375
2020-05-24,,,,,12.68333333
2020-05-25,,,,,19.32083333
2020-05-26,,,,,11.62608696
2020-05-27,,,,,14.29583333
2020-05-28,,,,,13.27916667
2020-05-29,,,,,20.51666667
2020-05-30,,,,,16.01666667
2020-05-31,,,,,12.425
2020-06-01,,,,,14.03913043
2020-06-02,,,,,19.9125
2020-06-03,,,,,18.17916667
2020-06-04,,,,,15.82083333
2020-06-05,,,,,16.26666667
2020-06-06,,,,,17.6125
2020-06-07,,,,,10.87391304
2020-06-08,,,,,13.0
2020-06-09,,,,,18.99166667
2020-06-10,,,,,19.2625
2020-06-11,,,,,19.73333333
2020-06-12,,,,,18.1375
2020-06-13,,,,,14.85416667
2020-06-14,,,,,13.6
2020-06-15,,,,,11.98695652
2020-06-16,,,,,17.13913043
2020-06-17,,,,,19.99583333
2020-06-18,,,,,20.8375
2020-06-19,,,,,20.87727273
2020-06-20,,,,,11.88695652
2020-06-21,,,,,10.72916667
2020-06-22,,,,,8.06086957
2020-06-23,,,,,14.60416667
2020-06-24,,,,,28.17916667
2020-06-25,,,,,28.9625
2020-06-26,,,,,18.34090909
2020-06-27,,,,,19.35416667
2020-06-28,,,,,10.27916667
2020-06-29,,,,,12.3
2020-06-30,,,,,14.74782609
2020-07-01,,,,,14.31904762
2020-07-02,,,,,12.975
2020-07-03,,,,,15.95416667
2020-07-04,,,,,13.17083333
2020-07-05,,,,,13.49166667
2020-07-06,,,,,16.35833333
2020-07-07,,,,,18.175
2020-07-08,,,,,15.92173913
2020-07-09,,,,,15.30833333
2020-07-10,,,,,20.56666667
2020-07-11,,,,,18.0375
2020-07-12,,,,,13.35
2020-07-13,,,,,11.16666667
2020-07-14,,,,,10.97619048
2020-07-15,,,,,18.01052632
2020-07-16,,,,,15.75714286
2020-07-17,,,,,12.20434783
2020-07-18,,,,,9.65789474
2020-07-19,,,,,9.48695652
2020-07-20,,,,,14.37272727
2020-07-21,,,,,14.875
2020-07-22,,,,,11.93333333
2020-07-23,,,,,16.5875
2020-07-24,,,,,9.3
2020-07-25,,,,,11.5826087
2020-07-26,,,,,12.74583333
2020-07-27,,,,,13.80909091
2020-07-28,,,,,12.3375
2020-07-29,,,,,16.55833333
2020-07-30,,,,,19.95416667
2020-07-31,,,,,25.95416667
2020-08-01,,,,,19.45
2020-08-02,,,,,14.55416667
2020-08-03,,,,,22.09166667
2020-08-04,,,,,22.35416667
2020-08-05,,,,,23.90416667
2020-08-06,,,,,27.80833333
2020-08-07,,,,,21.64583333
2020-08-08,,,,,18.2375
2020-08-09,,,,,16.65
2020-08-10,,,,,21.94545455
2020-08-11,,,,,29.22083333
2020-08-12,,,,,13.66190476
2020-08-13,,,,,17.1125
2020-08-14,,,,,19.04761905
2020-08-15,,,,,15.43913043
2020-08-16,,,,,14.7125
2020-08-17,,,,,10.94166667
2020-08-18,,,,,15.06086957
2020-08-19,,,,,13.58095238
2020-08-20,,,,,13.86190476
2020-08-21,,,,,13.1625
2020-08-22,,,,,14.05833333
2020-08-23,,,,,15.175
2020-08-24,,,,,19.88333333
2020-08-25,,,,,17.38333333
2020-08-26,,,,,16.275
2020-08-27,,,,,14.125
2020-08-28,,,,,16.87083333
2020-08-29,,,,,21.30833333
2020-08-30,,,,,14.525
2020-08-31,,,,,20.42083333
2020-09-01,,,,,23.05
2020-09-02,,,,,15.23043478
2020-09-03,,,,,28.0625
2020-09-04,,,,,22.09166667
2020-09-05,,,,,13.08333333
2020-09-06,,,,,11.14782609
2020-09-07,,,,,15.1
2020-09-08,,,,,18.125
2020-09-09,,,,,27.4125
2020-09-10,,,,,20.47083333
2020-09-11,,,,,19.05
2020-09-12,,,,,15.79583333
2020-09-13,,,,,14.71666667
2020-09-14,,,,,16.53333333
2020-09-15,,,,,23.85833333
2020-09-16,,,,,16.7375
2020-09-17,,,,,20.49583333
2020-09-18,,,,,31.0875
2020-09-19,,,,,31.07916667
2020-09-20,,,,,17.66086957
2020-09-21,,,,,21.24166667
2020-09-22,,,,,18.09166667
2020-09-23,,,,,19.38333333
2020-09-24,,,,,15.29130435
2020-09-25,,,,,23.075
2020-09-26,,,,,15.83333333
2020-09-27,,,,,14.10833333
2020-09-28,,,,,15.025
2020-09-29,,,,,18.625
2020-09-30,,,,,19.95416667
2020-10-01,,,,,14.43333333
2020-10-02,,,,,14.23181818
2020-10-03,,,,,25.64583333
2020-10-04,,,,,13.97916667
2020-10-05,,,,,14.13333333
2020-10-06,,,,,20.1625
2020-10-07,,,,,18.25416667
2020-10-08,,,,,20.975
2020-10-09,,,,,21.37391304
2020-10-10,,,,,13.45833333
2020-10-11,,,,,16.16956522
2020-10-12,,,,,15.14761905
2020-10-13,,,,,12.95
2020-10-14,,,,,22.45833333
2020-10-15,,,,,15.72083333
2020-10-16,,,,,15.95833333
2020-10-17,,,,,21.70416667
2020-10-18,,,,,19.17826087
2020-10-19,,,,,15.09166667
2020-10-20,,,,,19.2
2020-10-21,,,,,20.025
2020-10-22,,,,,18.75833333
2020-10-23,,,,,19.35217391
2020-10-24,,,,,19.29166667
2020-10-25,,,,,19.87916667
2020-10-26,,,,,20.82916667
2020-10-27,,,,,18.87916667
2020-10-28,,,,,19.05416667
2020-10-29,,,,,15.8875
2020-10-30,,,,,22.4
2020-10-31,,,,,18.04166667
2020-11-01,,,,,11.99583333
2020-11-02,,,,,11.05909091
2020-11-03,,,,,14.99166667
2020-11-04,,,,,16.89166667
2020-11-05,,,,,17.79545455
2020-11-06,,,,,21.575
2020-11-07,,,,,24.52083333
2020-11-08,,,,,17.76666667
2020-11-09,,,,,22.76666667
2020-11-10,,,,,15.1375
2020-11-11,,,,,18.03684211
2020-11-12,,,,,21.36666667
2020-11-13,,,,,14.825
2020-11-14,,,,,8.59166667
2020-11-15,,,,,11.43333333
2020-11-16,,,,,13.06666667
2020-11-17,,,,,17.82083333
2020-11-18,,,,,12.13333333
2020-11-19,,,,,12.25
2020-11-20,,,,,19.79583333
2020-11-21,,,,,18.7875
2020-11-22,,,,,14.04583333
2020-11-23,,,,,17.56666667
2020-11-24,,,,,19.10833333
2020-11-25,,,,,19.625
2020-11-26,,,,,17.39166667
2020-11-27,,,,,21.75454545
2020-11-28,,,,,16.75652174
2020-11-29,,,,,17.8375
2020-11-30,,,,,19.12083333
2020-12-01,,,,,31.89583333
2020-12-02,,,,,21.49090909
2020-12-03,,,,,17.88695652
2020-12-04,,,,,19.40416667
2020-12-05,,,,,19.675
2020-12-06,,,,,16.7375
2020-12-07,,,,,24.55
2020-12-08,,,,,22.14166667
2020-12-09,,,,,22.41666667
2020-12-10,,,,,19.2125
2020-12-11,,,,,19.19047619
2020-12-12,,,,,20.41304348
2020-12-13,,,,,19.425
2020-12-14,,,,,21.27083333
2020-12-15,,,,,22.1
2020-12-16,,,,,21.92083333
2020-12-17,,,,,
2020-12-18,,,,,25.99545455
2020-12-19,,,,,22.2
2020-12-20,,,,,20.51666667
2020-12-21,,,,,19.19583333
2020-12-22,,,,,22.12916667
2020-12-23,,,,,21.5125
2020-12-24,,,,,29.20588235
2020-12-25,,,,,14.39166667
2020-12-26,,,,,18.26956522
2020-12-27,,,,,16.84583333
2020-12-28,,,,,14.71666667
2020-12-29,,,,,17.09583333
2020-12-30,,,,,22.11666667
2020-12-31,,,,,19.39166667
2021-01-01,,,,,25.85833333
2021-01-02,,,,,18.20416667
2021-01-03,,,,,14.11666667
2021-01-04,,,,,15.44090909
2021-01-05,,,,,15.00416667
2021-01-06,,,,,16.6826087
2021-01-07,,,,,23.4625
2021-01-08,,,,,16.12916667
2021-01-09,,,,,13.48333333
2021-01-10,,,,,10.14583333
2021-01-11,,,,,11.0
2021-01-12,,,,,16.87391304
2021-01-13,,,,,16.8625
2021-01-14,,,,,19.21666667
2021-01-15,,,,,19.7875
2021-01-16,,,,,19.50416667
2021-01-17,,,,,18.54166667
2021-01-18,,,,,20.08095238
2021-01-19,,,,,19.5375
2021-01-20,,,,,23.0
2021-01-21,,,,,22.74166667
2021-01-22,,,,,24.5375
2021-01-23,,,,,23.05652174
2021-01-24,,,,,15.10454545
2021-01-25,,,,,17.44583333
2021-01-26,,,,,21.83333333
2021-01-27,,,,,21.6375
2021-01-28,,,,,23.19583333
2021-01-29,,,,,20.21666667
2021-01-30,,,,,23.44166667
2021-01-31,,,,,23.10909091
2021-02-01,,,,,19.35416667
2021-02-02,,,,,17.17852917
2021-02-03,,,,,17.09450417
2021-02-04,,,,,19.90405217
2021-02-05,,,,,20.23417604
2021-02-06,,,,,21.54367188
2021-02-07,,,,,20.40015271
2021-02-08,,,,,21.67444146
2021-02-09,,,,,27.45208333
2021-02-10,,,,,19.34133938
2021-02-11,,,,,23.60538833
2021-02-12,,,,,26.02286042
2021-02-13,,,,,26.73641667
2021-02-14,,,,,22.85946667
2021-02-15,,,,,26.97674375
2021-02-16,,,,,25.36598792
2021-02-17,,,,,26.81704021
2021-02-18,,,,,23.54850455
2021-02-19,,,,,19.03360646
2021-02-20,,,,,19.66114021
2021-02-21,,,,,15.86719979
2021-02-22,,,,,20.43607083
2021-02-23,,,,,21.67051458
2021-02-24,,,,,21.36621583
2021-02-25,,,,,24.16596458
2021-02-26,,,,,21.49856854
2021-02-27,,,,,20.57470604
2021-02-28,,,,,21.48194267
2021-03-01,,,,,22.00416667
2021-03-02,,,,,26.575
2021-03-03,,,,,27.36666667
2021-03-04,,,,,33.25416667
2021-03-05,,,,,29.275
2021-03-06,,,,,37.40833333
2021-03-07,,,,,30.3375
2021-03-08,,,,,19.39583333
2021-03-09,,,,,21.67916667
2021-03-10,,,,,23.36818182
2021-03-11,,,,,27.20416667
2021-03-12,,,,,20.96190476
2021-03-13,,,,,23.1125
2021-03-14,,,,,23.4875
2021-03-15,,,,,23.075
2021-03-16,,,,,26.51666667
2021-03-17,,,,,22.67619048
2021-03-18,,,,,27.33684211
2021-03-19,,,,,23.0375
2021-03-20,,,,,18.93333333
2021-03-21,,,,,24.42916667
2021-03-22,,,,,15.375
2021-03-23,,,,,19.05
2021-03-24,,,,,21.59583333
2021-03-25,,,,,21.65416667
2021-03-26,,,,,19.63333333
2021-03-27,,,,,15.28333333
2021-03-28,,,,,19.08333333
2021-03-29,,,,,15.07083333
2021-03-30,,,,,14.275
2021-03-31,,,,,17.50833333
2021-04-01,,,,,17.91
2021-04-02,,,,,15.24285714
2021-04-03,,,,,15.33333333
2021-04-04,,,,,13.62083333
2021-04-05,,,,,14.26818182
2021-04-06,,,,,19.62916667
2021-04-07,,,,,15.47916667
2021-04-08,,,,,16.675
2021-04-09,,,,,13.25454545
2021-04-10,,,,,14.54166667
2021-04-11,,,,,12.09166667
2021-04-12,,,,,15.01666667
2021-04-13,,,,,17.04583333
2021-04-14,,,,,21.02083333
2021-04-15,,,,,19.62916667
2021-04-16,,,,,22.81666667
2021-04-17,,,,,20.28333333
2021-04-18,,,,,12.80416667
2021-04-19,,,,,15.63333333
2021-04-20,,,,,19.74166667
