Fecha,DViento,HAire10,NO,NO2,P,PLiquida,PM10,PM2.5,VViento
2019-12-09,163.45454545,71.67714976,56.1915771,37.76487762,23.36319082,0.07083333,46.92278182,29.45833333,1.85454545
2019-12-10,186.16666667,84.21490278,46.12106968,41.02465257,19.63172917,0.1025,56.7700125,32.25,1.17208333
2019-12-11,245.70833333,87.36397222,87.25379831,37.91202958,19.41988195,0.37708333,45.7805619,48.08333333,1.74375
2019-12-12,178.54166667,81.14053472,53.56118643,40.30122297,20.3068125,0.1475,50.42668261,30.17391304,1.28083333
2019-12-13,,,29.80194197,42.34588392,,,,28.95833333,
2019-12-14,,,34.40981303,41.75793087,,,,21.20833333,
2019-12-15,,,33.66219694,33.53362133,,,,20.0,
2019-12-16,,,45.61653251,42.77487081,,,,30.79166667,
2019-12-17,,,69.65672394,41.54303855,,,,41.91666667,
2019-12-18,,,65.77479616,35.04238741,,,,33.33333333,
2019-12-19,,,59.13083115,36.62630686,,,,26.45833333,
2019-12-20,,,63.54460897,37.64807321,,,,29.41666667,
2019-12-21,,,67.56342151,30.97731614,,,,30.91666667,
2019-12-22,,,59.83184295,26.03914052,,,,31.0,
2019-12-23,,,56.79298152,29.16498273,,,,24.16666667,
2019-12-24,,,,,,,,,
2019-12-25,,,35.47252238,21.19014113,,,,22.91666667,
2019-12-26,,,52.98312871,40.01431548,,,,23.0,
2019-12-27,,,69.82398036,31.26490101,,,,30.95833333,
2019-12-28,,,56.20768467,28.38064171,,,,26.70833333,
2019-12-29,,,39.01643718,22.79852013,,,,18.79166667,
2019-12-30,,,39.97906194,36.34898027,,,,27.0,
2019-12-31,,,34.12242592,21.31954154,,,,12.70833333,
2020-01-01,201.79166667,85.60694112,18.13840474,17.26970508,20.1099689,0.07333333,35.26549167,22.79166667,1.565
2020-01-02,105.75,58.28896463,22.98045432,27.76839989,26.69334571,0.0,30.756673,16.375,1.64166667
2020-01-03,127.70833333,76.19060417,21.89949481,35.32195543,22.54282639,0.0,54.85906957,21.375,1.7025
2020-01-04,167.625,85.79567361,23.91898305,31.88083791,20.29440972,0.165,18.28245,20.0,1.48583333
2020-01-05,271.54166667,84.89322917,20.26778083,29.77318179,21.06511111,0.0275,35.7676,18.29166667,1.04666667
2020-01-06,130.81818182,86.36873377,22.20569225,25.16795558,19.87758441,0.00041667,28.47391818,18.95833333,0.99909091
2020-01-07,200.375,86.48233333,31.5588399,39.90474387,19.96461111,0.40291667,38.37704,25.58333333,1.85375
2020-01-08,187.5,72.87897222,38.92300506,39.30551614,22.05736111,0.03916667,38.74472083,24.95833333,1.53375
2020-01-09,165.83333333,83.57488194,25.32276033,30.4991954,20.37514583,0.25666667,46.52780455,27.5,1.5775
2020-01-10,211.41666667,80.92319621,37.82756303,36.75698051,21.22364795,0.07166667,43.3091,25.875,1.88375
2020-01-11,189.70833333,82.58852778,43.31137051,34.17207438,19.95611111,0.09958333,20.94876364,25.5,1.57
2020-01-12,203.83333333,86.80084722,21.55278737,25.88503996,19.93136111,0.10083333,51.16813913,22.25,1.59375
2020-01-13,,,40.06854002,40.18642322,,,,31.13636364,
2020-01-14,,,35.62722805,35.84750668,,,,28.5,
2020-01-15,,,36.778741,49.5982006,,,,36.16666667,
2020-01-16,,,40.04903921,35.68125389,,,,24.83333333,
2020-01-17,,,53.95363999,36.82169052,,,,28.625,
2020-01-18,,,54.48273713,33.02250204,,,,21.29166667,
2020-01-19,,,26.78138275,28.04348209,,,,21.95833333,
2020-01-20,,,62.48047145,43.02492773,,,,35.95833333,
2020-01-21,,,47.07387992,41.71980532,,,,33.91666667,
2020-01-22,,,40.65299673,21.22187602,,,,23.79166667,
2020-01-23,,,61.23221594,30.39109465,,,,33.91666667,
2020-01-24,,,42.76885891,35.48507105,,,,29.45833333,
2020-01-25,,,26.24952096,30.05184306,,,,18.04166667,
2020-01-26,,,33.49678115,20.46577409,,,,16.79166667,
2020-01-27,,,52.94887362,36.31729088,,,,32.79166667,
2020-01-28,,,54.83054907,26.26207497,,,,34.11111111,
2020-01-29,,,,,,,,,
2020-01-30,,,,,,,,,
2020-01-31,,,,,,,,,
2020-02-01,193.125,79.41330673,,,21.97076471,0.06,34.53802083,17.36363636,1.65375
2020-02-02,169.58333333,82.45676389,,,21.19220833,0.15708333,33.23771667,21.79166667,1.3
2020-02-03,177.20833333,73.57205556,,,23.05275,0.00041667,62.60036667,30.125,1.31125
2020-02-04,185.66666667,76.48596528,,,22.31863194,0.00333333,26.00253333,34.375,1.20333333
2020-02-05,180.16666667,77.40570139,40.87144553,45.99248401,22.73938889,0.0,30.04784348,42.45833333,1.33625
2020-02-06,179.0,79.19391667,53.12772292,46.38156678,22.79940278,0.0,34.1627125,46.41666667,1.97181818
2020-02-07,209.33333333,84.85022917,56.09315764,49.96618347,20.49438889,0.1375,40.6928,51.22727273,1.48208333
2020-02-08,195.625,63.53188889,36.58748906,41.77969676,22.51654167,0.0,29.70428261,45.08333333,1.6275
2020-02-09,201.58333333,82.85525694,24.19220205,28.01485267,19.30922222,0.1425,38.72091739,41.16666667,1.51
2020-02-10,189.79166667,86.79680556,41.06591183,50.0700376,19.62620139,0.15416667,46.27512083,41.0,1.25125
2020-02-11,213.29166667,76.27465972,43.6354282,47.26219964,21.59706944,0.0,23.65507273,47.54166667,1.70541667
2020-02-12,187.04166667,88.69258333,42.71160853,48.95586419,19.32032639,0.10916667,47.98689583,42.5,1.33833333
2020-02-13,,,42.54706288,45.47025171,,,,44.375,
2020-02-14,,,27.26868808,45.15243692,,,,45.16666667,
2020-02-15,,,33.67344836,42.25712801,,,,31.08333333,
2020-02-16,,,20.31954073,24.70824067,,,,26.125,
2020-02-17,,,24.16499496,37.72021873,,,,26.29166667,
2020-02-18,,,55.19046895,47.63762584,,,,32.95833333,
2020-02-19,,,39.87320497,47.80331451,,,,40.9047619,
2020-02-20,,,36.7877913,44.56080922,,,,43.45833333,
2020-02-21,,,54.96665947,49.08497865,,,,45.79166667,
2020-02-22,,,34.08095169,51.43126708,,,,33.5,
2020-02-23,,,16.62894818,28.51091577,,,,28.29166667,
2020-02-24,,,21.41256662,37.94861162,,,,32.5,
2020-02-25,,,39.23699142,41.12766051,,,,41.375,
2020-02-26,,,35.51932465,39.3527539,,,,37.375,
2020-02-27,,,35.28064939,35.68058791,,,,50.04166667,
2020-02-28,,,36.84594619,40.11793669,,,,42.83333333,
2020-02-29,,,25.2802352,38.76395467,,,,48.54166667,
2020-03-01,149.20833333,75.37668056,13.9861965,31.68419019,22.37574306,0.0,41.35982917,40.0,1.49666667
2020-03-02,189.0,64.02107873,29.20503663,46.29083643,24.00961712,0.0,46.386125,43.66666667,2.08
2020-03-03,165.29166667,74.36573611,28.0547297,46.7736974,23.63052083,0.005,61.718775,45.79166667,1.25375
2020-03-04,195.75,77.39174306,29.97151613,52.96686651,22.78702083,0.01166667,38.40606364,49.54166667,1.815
2020-03-05,221.16666667,80.83674306,45.3356464,48.36113379,22.288125,0.01375,27.88192917,48.66666667,1.515
2020-03-06,205.33333333,92.82246528,18.57748984,44.6886779,18.50807639,0.24125,40.70924348,61.79166667,0.88083333
2020-03-07,195.58333333,81.82409722,23.67531335,46.77525658,21.47425694,0.07708333,36.76377,68.41666667,2.07833333
2020-03-08,208.79166667,73.74791667,7.11197596,29.87389248,21.83915278,0.0,64.88826667,51.95833333,1.345
2020-03-09,220.25,84.41521528,33.92115129,36.79765134,19.50649306,0.01916667,62.58776667,55.5,1.23791667
2020-03-10,206.70833333,88.93778472,55.97082794,27.38552251,19.08165972,0.18291667,52.2941087,54.08333333,1.25208333
2020-03-11,195.73913043,82.07608163,40.27183175,27.47306398,20.7999358,0.01791667,46.81311053,49.625,1.47043478
2020-03-12,165.61111111,84.20249382,40.09290068,29.38398776,20.27903184,0.09625,43.08071765,60.20833333,1.00166667
2020-03-13,,,55.34360336,22.15356233,,,,50.375,
2020-03-14,,,46.3879843,33.58448176,,,,55.75,
2020-03-15,,,17.34099817,27.10069346,,,,52.875,
2020-03-16,,,32.79156359,33.36718335,,,,53.58333333,
2020-03-17,,,36.57958859,34.26926085,,,,74.7826087,
2020-03-18,,,18.43818382,41.971014,,,,65.375,
2020-03-19,,,10.82207441,40.99879677,,,,71.83333333,
2020-03-20,,,21.04022708,34.91606326,,,,55.04166667,
2020-03-21,,,14.62597191,15.01851345,,,,28.375,
2020-03-22,,,7.7237113,10.61815413,,,,35.45833333,
2020-03-23,,,6.73371583,14.04211501,,,,44.75,
2020-03-24,,,25.15512352,27.46207203,,,,60.33333333,
2020-03-25,,,19.34127863,15.97683769,,,,50.75,
2020-03-26,,,12.23698952,16.67600861,,,,57.83333333,
2020-03-27,,,12.19758592,13.19785514,,,,49.83333333,
2020-03-28,,,13.63788174,15.47592249,,,,45.75,
2020-03-29,,,3.44801304,10.36203285,,,,43.70833333,
2020-03-30,,,15.52140912,25.79598219,,,,48.25,
2020-03-31,,,9.95552848,25.86407325,,,,22.91666667,
2020-04-01,130.625,73.64280556,11.6805388,29.48198124,22.1640625,0.0,36.92475417,11.95833333,1.33708333
2020-04-02,189.83333333,65.25569445,13.13498869,24.72564241,22.82829167,0.0,56.37409167,15.125,1.65833333
2020-04-03,125.66666667,75.11461806,15.37680886,26.62519747,22.88910417,0.02625,69.76966364,22.5,1.38791667
2020-04-04,159.91666667,76.78827778,6.87276412,19.11266959,23.53754861,0.07208333,23.42998947,19.58333333,1.52916667
2020-04-05,181.95833333,75.37461806,2.7995655,11.83785837,23.47959722,0.03208333,37.28065417,15.91666667,1.76875
2020-04-06,178.625,75.22668056,7.30772493,20.24163565,22.1923125,0.0,44.86209565,13.83333333,1.28416667
2020-04-07,196.0,86.86836446,13.56306085,25.8537466,20.13577969,0.26125,28.55087619,14.58333333,1.5375
2020-04-08,218.54166667,66.42402778,10.78634339,22.78018938,22.95920139,0.0,52.52177391,12.70833333,1.57125
2020-04-09,201.41666667,82.41686111,4.8151948,14.93248416,20.85734028,0.13625,52.74181739,9.58333333,1.38291667
2020-04-10,232.04166667,89.37040278,3.83111481,12.23675851,18.96357639,0.21208333,26.52193182,13.16666667,1.69166667
2020-04-11,189.04166667,85.5663125,6.03228966,16.78324671,20.53909722,0.30208333,41.68673913,8.625,1.24125
2020-04-12,205.36842105,84.94675065,3.69949975,7.84426562,20.55023737,0.01,54.22189167,9.66666667,1.30894737
2020-04-13,,,18.56204149,19.83220515,,,,12.08333333,
2020-04-14,,,14.10005847,20.53745734,,,,16.04166667,
2020-04-15,,,11.67708426,22.75369894,,,,17.70833333,
2020-04-16,,,16.96531141,27.80280377,,,,27.66666667,
2020-04-17,,,19.76473381,35.17713189,,,,40.95833333,
2020-04-18,,,10.26426776,29.20663265,,,,34.91304348,
2020-04-19,,,5.12152496,14.44696709,,,,16.58333333,
2020-04-20,,,27.08692081,24.14876818,,,,22.125,
2020-04-21,,,21.92468232,29.59166468,,,,19.08333333,
2020-04-22,,,20.1967971,29.76115336,,,,21.52173913,
2020-04-23,,,19.5542877,33.15616869,,,,21.66666667,
2020-04-24,,,21.72476336,32.87726296,,,,20.45833333,
2020-04-25,,,16.95961856,23.81817436,,,,23.58333333,
2020-04-26,,,5.76770865,14.49545063,,,,21.83333333,
2020-04-27,,,31.82996879,38.25142221,,,,30.58333333,
2020-04-28,,,15.2167858,32.72425931,,,,26.0,
2020-04-29,,,35.26119459,34.58776512,,,,30.58333333,
2020-04-30,,,29.14228759,34.8877159,,,,27.58333333,
2020-05-01,145.33333333,72.24683333,17.91249013,23.93103884,21.56627083,0.0,33.46925417,22.25,1.63875
2020-05-02,205.66666667,65.26597222,18.36628229,20.71005655,21.80459722,0.0,66.89190833,16.625,2.03041667
2020-05-03,202.375,66.6125625,10.44705709,18.91844553,23.66814583,0.0,67.60685217,15.25,1.86583333
2020-05-04,125.04166667,76.36345139,20.77293429,24.99137734,23.75954167,0.00041667,22.27028667,21.08333333,1.54916667
2020-05-05,202.91666667,78.06719444,22.06345687,32.74698107,22.82188194,0.04958333,36.6565375,20.875,1.79708333
2020-05-06,220.125,79.24164511,15.02594269,33.06478802,22.50004047,0.01041667,54.63234583,17.95833333,1.31166667
2020-05-07,195.45833333,87.731375,17.57371996,29.76442843,18.98884722,0.07541667,30.59266364,18.54166667,1.075
2020-05-08,249.41666667,76.87377778,23.34638557,27.6986284,21.7426875,0.0,68.18947083,19.95833333,1.53333333
2020-05-09,163.25,74.19470833,14.65978147,19.01360271,22.50955556,0.12958333,38.25877391,15.41666667,1.405
2020-05-10,229.0,86.57886111,6.97819303,15.42177229,19.474125,0.08666667,42.79880833,12.66666667,1.69666667
2020-05-11,200.95833333,83.10951389,37.54662753,23.8148105,20.146125,0.04916667,44.82380435,23.33333333,1.7975
2020-05-12,161.25,79.89113889,6.89326653,32.49508291,21.99325694,0.01416667,40.7656375,26.16666667,1.38833333
2020-05-13,,,27.06938951,33.58654239,,,,21.08333333,
2020-05-14,,,28.57199145,44.32820105,,,,29.0,
2020-05-15,,,35.897541,41.0742722,,,,32.45833333,
2020-05-16,,,26.34467422,36.07237378,,,,19.16666667,
2020-05-17,,,14.67793827,19.88908008,,,,14.41666667,
2020-05-18,,,23.06875471,39.17644085,,,,19.08695652,
2020-05-19,,,40.56649515,45.80208347,,,,24.54166667,
2020-05-20,,,37.05374519,45.80960516,,,,30.375,
2020-05-21,,,36.17319419,37.23347938,,,,23.65217391,
2020-05-22,,,47.58065027,46.50594101,,,,32.04166667,
2020-05-23,,,38.39845708,40.25078066,,,,30.0,
2020-05-24,,,12.78091837,20.10338548,,,,18.29166667,
2020-05-25,,,16.72226175,21.09366259,,,,15.0,
2020-05-26,,,27.54459679,34.19095695,,,,17.33333333,
2020-05-27,,,34.68201167,35.24647687,,,,18.0,
2020-05-28,,,46.78815206,28.33490473,,,,19.5,
2020-05-29,,,53.92564082,27.70355668,,,,27.54166667,
2020-05-30,,,40.48066813,33.34736057,,,,22.75,
2020-05-31,,,13.58765148,20.22184421,,,,11.58333333,
2020-06-01,133.875,72.78286111,33.23547249,29.61770852,20.99609722,0.0,32.81795417,16.25,1.37333333
2020-06-02,191.5,65.20085417,47.61683007,34.42589856,21.92070833,0.0,73.1140875,30.63636364,1.625
2020-06-03,131.04166667,70.80634722,59.42289342,39.75807881,24.12070139,0.0,79.37226522,27.95833333,1.46625
2020-06-04,142.66666667,76.01854167,41.54524513,40.27658161,23.19572917,0.00166667,21.86016957,24.16666667,1.4575
2020-06-05,174.45833333,74.63591309,48.69096421,42.62040983,23.36801389,0.02958333,33.49427727,30.29166667,1.47583333
2020-06-06,179.58333333,80.59042361,40.76270916,42.60079859,21.60903472,0.01041667,43.52659583,23.08333333,1.12083333
2020-06-07,222.29166667,85.80511111,15.28212063,23.78579193,19.97690972,0.08208333,46.11311667,15.83333333,1.32958333
2020-06-08,221.1,77.3388748,37.34068697,32.49820127,21.50099023,0.0,72.15997917,17.70833333,1.38
2020-06-09,202.875,77.96186806,40.62404192,37.93767383,21.50897222,0.07166667,25.05516667,30.0,1.63583333
2020-06-10,196.95833333,83.06694444,37.54210323,36.49330264,20.400625,0.065,50.04597391,19.91666667,1.2175
2020-06-11,196.70833333,82.11290972,48.69562989,40.45558209,20.03532639,0.01416667,52.20886087,30.70833333,1.9275
2020-06-12,175.5,79.86081945,48.87595095,48.50143676,21.58969444,0.04625,32.16996818,18.70833333,1.36166667
2020-06-13,,,34.03268516,39.16990639,,,,17.29166667,
2020-06-14,,,14.30698361,22.17300902,,,,14.625,
2020-06-15,,,29.37031305,22.32532318,,,,17.54166667,
2020-06-16,,,62.36606779,30.82222836,,,,28.83333333,
2020-06-17,,,53.73871728,43.96281159,,,,31.45833333,
2020-06-18,,,48.76016751,37.51219707,,,,29.66666667,
2020-06-19,,,47.0887457,37.69375179,,,,29.79166667,
2020-06-20,,,31.3090021,37.35121729,,,,18.66666667,
2020-06-21,,,12.3652284,20.67389761,,,,10.41666667,
2020-06-22,,,12.35802291,23.7709366,,,,11.66666667,
2020-06-23,,,43.66932464,34.90703724,,,,23.29166667,
2020-06-24,,,49.37670141,35.40270075,,,,37.95833333,
2020-06-25,,,40.2847914,48.54673142,,,,42.20833333,
2020-06-26,,,48.57519611,45.66508691,,,,28.25,
2020-06-27,,,39.3794096,36.80471188,,,,27.875,
2020-06-28,,,17.4910562,29.10060036,,,,14.0,
2020-06-29,,,24.85358369,20.82449589,,,,13.875,
2020-06-30,,,59.13738763,29.31231235,,,,28.125,
2020-07-01,195.45833333,71.3225625,57.25586941,38.62607887,21.0701875,0.0,48.21749583,22.29166667,1.31916667
2020-07-02,200.08333333,74.63672222,43.91448994,30.92059792,21.47776389,0.00291667,76.951,22.95833333,1.19958333
2020-07-03,197.16666667,75.23403472,29.26727463,30.76870685,22.33389583,0.00166667,83.36203333,21.60869565,1.32833333
2020-07-04,179.375,70.8719375,26.12186125,29.70328338,23.798625,0.00125,23.56890455,18.52173913,1.65625
2020-07-05,151.33333333,74.8014883,21.38891116,25.75254074,23.92559028,0.00958333,32.61853478,18.45833333,1.39708333
2020-07-06,230.66666667,73.833125,50.5604704,29.48885262,22.21531944,0.0,33.45757619,28.125,1.90791667
2020-07-07,189.5,84.99872222,48.79404862,32.21143695,20.23085417,0.09916667,45.88591667,25.08333333,1.65125
2020-07-08,177.29166667,70.620375,43.5171254,27.88189118,23.04645833,0.00583333,38.96021,13.45833333,1.60875
2020-07-09,171.375,83.63543056,33.62517163,38.03803351,20.2105,0.11166667,44.2310375,21.25,1.15916667
2020-07-10,236.25,82.20488889,28.42824971,37.25716486,20.80122222,0.00166667,52.6871875,21.33333333,1.85125
2020-07-11,213.625,81.48728472,35.98932149,32.46313141,20.20838889,0.0675,50.2137625,19.875,1.69791667
2020-07-12,189.33333333,80.934625,18.2589308,24.51983808,21.43154167,0.0,51.8420375,19.58333333,1.50708333
2020-07-13,,,34.48037056,32.41511014,,,,20.83333333,
2020-07-14,,,62.64036675,36.90729784,,,,22.57142857,
2020-07-15,,,48.39811496,46.81853763,,,,26.45833333,
2020-07-16,,,53.20998809,40.12694705,,,,31.375,
2020-07-17,,,46.32741225,36.89719729,,,,26.36363636,
2020-07-18,,,20.50114447,26.72573736,,,,16.625,
2020-07-19,,,6.49954561,15.72931288,,,,10.95833333,
2020-07-20,,,9.8474873,17.63185652,,,,16.125,
2020-07-21,,,43.99506871,36.02323993,,,,25.66666667,
2020-07-22,,,33.97558809,46.68808336,,,,22.79166667,
2020-07-23,,,50.78276724,42.99332881,,,,26.66666667,
2020-07-24,,,29.68856547,41.25603063,,,,19.08333333,
2020-07-25,,,29.55822287,30.43007423,,,,19.95833333,
2020-07-26,,,23.73641688,15.07691622,,,,15.83333333,
2020-07-27,,,40.29536855,35.03313246,,,,19.79166667,
2020-07-28,,,37.52249512,44.52470512,,,,19.70833333,
2020-07-29,,,52.72713891,42.07699928,,,,26.625,
2020-07-30,,,67.81965311,39.44686117,,,,30.79166667,
2020-07-31,,,54.44141037,37.74510297,,,,29.75,
2020-08-01,177.125,69.67339583,29.35467051,35.13893242,21.1418125,0.00041667,45.38581667,22.08333333,1.58916667
2020-08-02,152.125,76.45755556,20.63631117,25.59926286,21.88239583,0.07416667,69.65294167,15.83333333,1.38541667
2020-08-03,108.0,75.17932639,55.35061465,51.99188349,22.54607639,0.00166667,60.76785417,34.625,1.61416667
2020-08-04,183.75,74.80206944,28.63493978,52.05574732,23.7473125,0.00416667,25.57156522,29.04166667,1.94916667
2020-08-05,192.875,71.87952083,45.81270053,53.55407522,23.59579861,0.00958333,36.2401875,38.5,1.57
2020-08-06,170.0,72.612,43.38734493,54.47207363,23.16025694,0.0,40.71532917,43.83333333,1.44208333
2020-08-07,158.375,85.85329861,21.04436373,26.68409248,20.23271528,0.32916667,34.58027917,23.41666667,1.35083333
2020-08-08,168.33333333,66.78419444,20.07632755,29.18460037,23.57511111,0.0,36.45911667,19.70833333,1.75708333
2020-08-09,166.91666667,86.75900694,12.66079121,21.50229392,18.47279167,0.13708333,40.98765417,20.83333333,1.74416667
2020-08-10,257.0,79.49882639,28.88552708,41.97323133,21.41271528,0.0,55.25551667,33.45833333,1.89125
2020-08-11,205.29166667,86.37159028,37.17514992,41.29324731,20.10972917,0.04375,35.47298636,39.65217391,1.05333333
2020-08-12,189.91666667,81.20584028,46.33585442,42.53557146,21.36167361,0.00125,39.2057,28.375,1.23375
2020-08-13,,,31.81406052,43.04307379,,,,24.75,
2020-08-14,,,56.84846607,34.88188659,,,,29.5,
2020-08-15,,,32.75690062,37.60426722,,,,21.5,
2020-08-16,,,12.36641776,25.18603404,,,,14.41666667,
2020-08-17,,,10.43710739,23.36218775,,,,13.91666667,
2020-08-18,,,41.93082027,42.47237362,,,,23.45833333,
2020-08-19,,,32.34070983,29.99503082,,,,22.81818182,
2020-08-20,,,28.29402841,47.08792371,,,,21.82608696,
2020-08-21,,,33.01320631,39.60789579,,,,24.75,
2020-08-22,,,36.46179681,45.37254029,,,,20.66666667,
2020-08-23,,,19.40894645,29.86568914,,,,19.41666667,
2020-08-24,,,37.60846085,36.19193167,,,,28.0,
2020-08-25,,,29.73660203,38.47686911,,,,21.04166667,
2020-08-26,,,34.77280588,39.47791164,,,,19.82608696,
2020-08-27,,,34.31290694,33.58852466,,,,22.375,
2020-08-28,,,27.51153843,34.21265232,,,,24.0,
2020-08-29,,,26.36919842,30.0780436,,,,,
2020-08-30,,,11.36034448,15.24391334,,,,,
2020-08-31,,,57.13039979,46.38090863,,,,35.375,
2020-09-01,170.66666667,69.59909028,36.89812718,47.36959522,21.59402083,0.0,50.79809583,28.08333333,1.45833333
2020-09-02,190.375,72.77613194,40.08318605,46.78733829,21.68318056,0.0,56.470575,21.875,1.40375
2020-09-03,158.375,76.45802778,65.2423078,42.23252583,22.77715278,0.14291667,71.54230455,35.79166667,1.54833333
2020-09-04,189.33333333,81.55388195,51.52094094,45.20333367,21.66345139,0.07291667,18.75012727,32.375,1.56666667
2020-09-05,178.91666667,67.31764583,32.28342368,40.42207925,24.74922917,0.0,32.24608227,18.79166667,1.58166667
2020-09-06,243.0,81.494375,11.33199269,21.87670156,21.05548611,0.04125,46.17961304,11.375,1.94
2020-09-07,193.08333333,78.70270139,35.13537302,33.32548874,21.14825694,0.0825,39.69138333,20.41666667,1.30833333
2020-09-08,183.65217391,69.64212342,31.4242183,41.49029201,23.23422727,0.0,33.07588636,20.875,1.49304348
2020-09-09,224.95833333,83.242875,54.70610202,43.95471794,18.91457639,0.03375,57.91013333,34.20833333,1.81625
2020-09-10,178.375,78.76936806,59.45209352,44.2943848,21.70241667,0.00708333,53.52449583,32.875,1.51541667
2020-09-11,197.33333333,87.64561806,42.61315914,39.07955212,19.32846528,0.17166667,53.03752609,28.04347826,1.36166667
2020-09-12,177.45833333,87.18627778,21.69414261,35.82497296,20.20674305,0.06916667,55.65050833,20.125,1.18375
2020-09-13,,,26.60468487,25.07319136,,,,21.375,
2020-09-14,,,66.9921212,36.29912914,,,,31.375,
2020-09-15,,,71.83496769,49.31739878,,,,36.83333333,
2020-09-16,,,53.22163951,44.85033149,,,,29.31818182,
2020-09-17,,,62.16894926,35.29098802,,,,35.31818182,
2020-09-18,,,51.90061883,46.77774031,,,,37.47826087,
2020-09-19,,,48.24130626,48.2541613,,,,29.66666667,
2020-09-20,,,32.27570717,35.65664387,,,,22.20833333,
2020-09-21,,,52.68932289,46.85666318,,,,30.41666667,
2020-09-22,,,51.35911395,43.56214856,,,,31.04166667,
2020-09-23,,,47.91563076,25.12609678,,,,27.08333333,
2020-09-24,,,86.34604704,38.24711029,,,,25.70833333,
2020-09-25,,,68.66335393,34.97647964,,,,34.75,
2020-09-26,,,31.8302192,34.43589756,,,,24.33333333,
2020-09-27,,,26.641116,22.35718066,,,,18.30434783,
2020-09-28,,,56.89140258,30.02661407,,,,27.75,
2020-09-29,,,62.77509908,41.49518894,,,,28.04166667,
2020-09-30,,,50.06058358,44.82911407,,,,30.25,
2020-10-01,195.33333333,65.49646726,38.54235213,36.42830629,22.01995139,0.00041667,48.32492083,24.25,2.00166667
2020-10-02,206.16666667,70.87005556,47.27663508,41.36943574,22.24370833,0.00083333,67.93070417,26.5,1.34166667
2020-10-03,207.25,84.07433333,57.07786619,41.95462299,20.89729861,0.18916667,69.55733889,35.16666667,1.38666667
2020-10-04,196.375,83.60078472,17.37624883,22.83864699,22.08411806,0.03166667,18.74460476,18.79166667,1.32375
2020-10-05,226.16666667,74.57825694,52.09666931,31.29865672,23.29310417,0.0,25.6612,26.58333333,1.56416667
2020-10-06,182.75,84.45656944,45.02489075,54.79198038,20.11782639,0.03958333,36.68338333,31.25,1.43708333
2020-10-07,183.83333333,83.24500694,32.83198073,40.47659581,21.07636805,0.0625,41.40247917,29.375,1.66625
2020-10-08,185.25,70.78627778,39.82684969,30.67506968,23.29336111,0.0,70.10022,31.0,1.82916667
2020-10-09,206.58333333,81.03911111,38.37832772,39.47652483,21.13222222,0.11541667,52.937875,27.45833333,1.41583333
2020-10-10,177.625,70.82677083,29.4723243,30.7479752,22.78752083,0.0,43.2947625,16.625,1.4975
2020-10-11,193.04166667,85.05335417,18.6038895,19.17029669,20.06163194,0.1075,38.90225217,21.33333333,1.6075
2020-10-12,174.08333333,78.02622222,17.6865701,20.1724518,21.69936805,0.0,41.108375,23.95652174,1.2475
2020-10-13,,,44.49705075,39.02049121,,,,28.04166667,
2020-10-14,,,55.12245215,37.73722728,,,,36.65217391,
2020-10-15,,,53.54549278,42.50014902,,,,29.83333333,
2020-10-16,,,47.4099212,46.44845495,,,,27.45833333,
2020-10-17,,,47.60047813,32.68109579,,,,28.41666667,
2020-10-18,,,30.12992434,27.00617876,,,,26.20833333,
2020-10-19,,,44.83243791,35.93142834,,,,29.81818182,
2020-10-20,,,39.53677531,35.85267,,,,28.41666667,
2020-10-21,,,67.69521287,44.32621877,,,,32.41666667,
2020-10-22,,,62.8261507,44.99484974,,,,28.75,
2020-10-23,,,49.34240126,46.17526884,,,,27.91666667,
2020-10-24,,,52.4967934,43.32572469,,,,34.33333333,
2020-10-25,,,32.96218025,25.19094494,,,,23.54166667,
2020-10-26,,,52.52091899,46.66127168,,,,30.83333333,
2020-10-27,,,38.16561265,38.90591084,,,,27.83333333,
2020-10-28,,,42.23409449,27.69513395,,,,24.58333333,
2020-10-29,,,41.88296258,41.55870802,,,,25.29166667,
2020-10-30,,,54.36850824,35.82462978,,,,32.45,
2020-10-31,,,30.46783087,28.7825662,,,,23.41666667,
2020-11-01,189.04166667,64.33088889,13.50475265,10.75360717,21.5683125,0.0,48.3035,12.08333333,1.43541667
2020-11-02,191.0,64.56140972,14.29596075,9.84035684,23.19963889,0.0,75.62338095,12.08333333,1.525
2020-11-03,178.16666667,82.53278472,42.28645433,36.27994101,20.70365972,0.02416667,61.120775,30.18181818,1.36916667
2020-11-04,181.0,85.19314617,53.34110745,38.17223294,21.11364127,0.08041667,15.92608273,27.0,1.307
2020-11-05,186.79166667,77.30625694,49.13902266,32.52343026,22.77452778,0.00458333,43.82713913,28.08333333,1.53125
2020-11-06,205.16666667,81.74468056,59.84950405,22.51287959,20.52590972,0.04666667,46.49924167,33.33333333,1.46041667
2020-11-07,190.25,87.2918125,47.30429698,37.68676289,19.47179861,0.22,36.15153478,31.66666667,1.24916667
2020-11-08,206.0,79.19378209,33.99060718,28.48282697,21.99476221,0.04458333,62.06275652,20.45833333,1.96291667
2020-11-09,217.5,83.90752778,55.32338712,40.65029193,21.25645139,0.15541667,51.99798261,34.54166667,1.5375
2020-11-10,242.04166667,76.54795833,35.95016658,34.89312211,21.88436111,0.0,36.07187083,23.41666667,2.15041667
2020-11-11,202.45833333,89.69559028,66.88718175,38.2759147,19.16270139,0.07125,49.16722609,32.20833333,1.04291667
