Fecha,CO,O3,PM10,PM2.5
2008-10-19,,,,
2008-10-20,,,,
2008-10-21,,,,
2008-10-22,,,,
2008-10-23,,,,
2008-10-24,,,,
2008-10-25,,,,
2008-10-26,,,,
2008-10-27,,,,
2008-10-28,,,,
2008-10-29,,,,
2008-10-30,,,,
2008-10-31,,,,
2008-11-01,,,,
2008-11-02,,,,
2008-11-03,,,,
2008-11-04,,,,
2008-11-05,,,,
2008-11-06,,,,
2008-11-07,,,,
2008-11-08,,,,
2008-11-09,,,,
2008-11-10,,,,
2008-11-11,,,,
2008-11-12,,,,
2008-11-13,,,,
2008-11-14,,,,
2008-11-15,,,,
2008-11-16,,,,
2008-11-17,,,,
2008-11-18,,,,
2008-11-19,,,,
2008-11-20,,,,
2008-11-21,,,,
2008-11-22,,,,
2008-11-23,,,,
2008-11-24,,,,
2008-11-25,,,,
2008-11-26,,,,
2008-11-27,,,,
2008-11-28,,,176.98151507,
2008-11-29,,,146.89256,
2008-11-30,,,146.89256,
2008-12-01,,,149.11070925,
2008-12-02,,,68.62637563,
2008-12-03,,,86.68702125,
2008-12-04,,,68.98250267,
2008-12-05,,,113.79232136,
2008-12-06,,,98.15425488,
2008-12-07,,,57.94261675,
2008-12-08,,,39.89214725,
2008-12-09,,,66.60155,
2008-12-10,,,81.59951471,
2008-12-11,,,76.77523165,
2008-12-12,,,75.0244237,
2008-12-13,,,,
2008-12-14,,,,
2008-12-15,,,,
2008-12-16,,,,
2008-12-17,,,,
2008-12-18,,,,
2008-12-19,,,,
2008-12-20,,,,
2008-12-21,,,,
2008-12-22,,,,
2008-12-23,,,,
2008-12-24,,,,
2008-12-25,,,,
2008-12-26,,,,
2008-12-27,,,,
2008-12-28,,,,
2008-12-29,,,,
2008-12-30,,,,
2008-12-31,,,120.03053,
2009-01-01,,,,
2009-01-02,,,,
2009-01-03,,,,
2009-01-04,,,,
2009-01-05,,,,
2009-01-06,,,,
2009-01-07,,,,
2009-01-08,,,,
2009-01-09,,,,
2009-01-10,,,,
2009-01-11,,,,
2009-01-12,,,,
2009-01-13,,,,
2009-01-14,,,,
2009-01-15,,,,
2009-01-16,,,,
2009-01-17,,,,
2009-01-18,,,,
2009-01-19,,,,
2009-01-20,,,,
2009-01-21,,,50.88697393,
2009-01-22,,,59.68254213,
2009-01-23,,,64.74969767,
2009-01-24,,,67.13065046,
2009-01-25,,,38.67114592,
2009-01-26,,,48.67318158,
2009-01-27,,,63.24379517,
2009-01-28,,,68.57550113,
2009-01-29,,,79.00488717,
2009-01-30,,,64.38339833,
2009-01-31,,,67.69027471,
2009-02-01,,,46.98412979,
2009-02-02,,,59.36711708,
2009-02-03,,,63.65079688,
2009-02-04,,,92.28327575,
2009-02-05,,,57.69841567,
2009-02-06,,,53.23158592,
2009-02-07,,,129.61538671,
2009-02-08,,,86.3715935,
2009-02-09,,,60.88319438,
2009-02-10,,,63.04029588,
2009-02-11,,,69.28775179,
2009-02-12,,,70.28490258,
2009-02-13,,,100.35205683,
2009-02-14,,,112.95889571,
2009-02-15,,,50.026457,
2009-02-16,,,,
2009-02-17,,,61.85999488,
2009-02-18,,,76.06430917,
2009-02-19,,,80.31746488,
2009-02-20,,,66.43874975,
2009-02-21,,,58.90924121,
2009-02-22,,,55.42938808,
2009-02-23,,,80.36834017,
2009-02-24,,,82.88156654,
2009-02-25,,,71.41432867,
2009-02-26,,,75.55555625,
2009-02-27,,,71.190475,
2009-02-28,,,104.38136046,
2009-03-01,,,58.63451704,
2009-03-02,,,81.70126579,
2009-03-03,,,74.27350696,
2009-03-04,,,91.4591,
2009-03-05,,,91.4591,
2009-03-06,,,111.95157083,
2009-03-07,,,65.52299946,
2009-03-08,,,66.09279767,
2009-03-09,,,76.56288621,
2009-03-10,,,81.78266454,
2009-03-11,,,52.14286,
2009-03-12,,,52.14286,
2009-03-13,,,,
2009-03-14,,,,
2009-03-15,,,,
2009-03-16,,,,
2009-03-17,,,,
2009-03-18,,,,
2009-03-19,,,,
2009-03-20,,,,
2009-03-21,,,,
2009-03-22,,,,
2009-03-23,,,,
2009-03-24,,,,
2009-03-25,,,,
2009-03-26,,,,
2009-03-27,,,,
2009-03-28,,,,
2009-03-29,,,,
2009-03-30,,,,
2009-03-31,,,,
2009-04-01,,,,
2009-04-02,,,,
2009-04-03,,,,
2009-04-04,,,,
2009-04-05,,,,
2009-04-06,,,,
2009-04-07,,,,
2009-04-08,,,121.10125331,
2009-04-09,,,43.30077617,
2009-04-10,,,30.43956208,
2009-04-11,,,84.06649082,
2009-04-12,,,52.64143446,
2009-04-13,,,59.73526659,
2009-04-14,,,56.23321404,
2009-04-15,,,77.66178658,
2009-04-16,,,72.03500533,
2009-04-17,,,60.50671779,
2009-04-18,,,39.932846,
2009-04-19,,,48.11355604,
2009-04-20,,,47.49287975,
2009-04-21,,,52.41758513,
2009-04-22,,,58.67521588,
2009-04-23,,,49.76190858,
2009-04-24,,,57.7085895,
2009-04-25,,,85.28286692,
2009-04-26,,,42.97517638,
2009-04-27,,,54.93081283,
2009-04-28,,,74.50753238,
2009-04-29,,,76.65445963,
2009-04-30,,,54.35083721,
2009-05-01,,,48.65283117,
2009-05-02,,,62.65364413,
2009-05-03,,,27.88563508,
2009-05-04,,,50.17908304,
2009-05-05,,,138.40659579,
2009-05-06,,,68.97232683,
2009-05-07,,,90.45177367,
2009-05-08,,,67.45315148,
2009-05-09,,,107.40333892,
2009-05-10,,,45.82417813,
2009-05-11,,,44.89825286,
2009-05-12,,,55.50351995,
2009-05-13,,,,
2009-05-14,,,131.46723808,
2009-05-15,,,68.07692504,
2009-05-16,,,70.64102888,
2009-05-17,,,49.54823233,
2009-05-18,,,55.58201254,
2009-05-19,,,73.57143138,
2009-05-20,,,62.91819646,
2009-05-21,,,67.15099983,
2009-05-22,,,65.06512392,
2009-05-23,,,96.48555392,
2009-05-24,,,35.92389325,
2009-05-25,,,31.73621274,
2009-05-26,,,44.95930258,
2009-05-27,,,57.94261567,
2009-05-28,,,61.32071942,
2009-05-29,,,63.11152104,
2009-05-30,,,61.87016946,
2009-05-31,,,40.24827246,
2009-06-01,,,46.78062908,
2009-06-02,,,58.30891621,
2009-06-03,,,66.2148985,
2009-06-04,,,149.51770671,
2009-06-05,,,52.28530996,
2009-06-06,,,63.67114742,
2009-06-07,,,39.55637158,
2009-06-08,,,111.35124463,
2009-06-09,,,76.00325758,
2009-06-10,,,85.88319425,
2009-06-11,,,83.76679292,
2009-06-12,,,106.46724242,
2009-06-13,,,69.51160196,
2009-06-14,,,50.73870933,
2009-06-15,,,69.185998,
2009-06-16,,,108.85836388,
2009-06-17,,,72.4114805,
2009-06-18,,,67.53765067,
2009-06-19,,,72.95075471,
2009-06-20,,,57.27106608,
2009-06-21,,,33.40049075,
2009-06-22,,,35.78144204,
2009-06-23,,,72.7574315,
2009-06-24,,,61.76841938,
2009-06-25,,,66.28612313,
2009-06-26,,,78.32316063,
2009-06-27,,,68.0667515,
2009-06-28,,,45.70207767,
2009-06-29,,,32.08791433,
2009-06-30,,,55.85673888,
2009-07-01,,,48.03215575,
2009-07-02,,,51.95970929,
2009-07-03,,,57.91209004,
2009-07-04,,,94.80667713,
2009-07-05,,,50.76923275,
2009-07-06,,,72.63533175,
2009-07-07,,,61.35124421,
2009-07-08,,,63.90517133,
2009-07-09,,,55.81603879,
2009-07-10,,,64.69882388,
2009-07-11,,,54.59503725,
2009-07-12,,,33.57346617,
2009-07-13,,,101.10500938,
2009-07-14,,,80.72446546,
2009-07-15,,,58.6650415,
2009-07-16,,,49.54823254,
2009-07-17,,,65.76719813,
2009-07-18,,,49.23280642,
2009-07-19,,,32.02686354,
2009-07-20,,,35.57794275,
2009-07-21,,,50.59625804,
2009-07-22,,,48.22548013,
2009-07-23,,,54.24908804,
2009-07-24,,,61.43264442,
2009-07-25,,,64.75987208,
2009-07-26,,,46.19047821,
2009-07-27,,,63.0809965,
2009-07-28,,,61.33089308,
2009-07-29,,,74.34473129,
2009-07-30,,,80.31746138,
2009-07-31,,,53.83191021,
2009-08-01,,,52.49171707,
2009-08-02,,,52.36671033,
2009-08-03,,,62.86732083,
2009-08-04,,,62.9995975,
2009-08-05,,,62.20594429,
2009-08-06,,,57.93244129,
2009-08-07,,,93.64672571,
2009-08-08,,,41.54049925,
2009-08-09,,,36.98209413,
2009-08-10,,,91.47944925,
2009-08-11,,,55.84656392,
2009-08-12,,,138.95604708,
2009-08-13,,,102.37688425,
2009-08-14,,,70.85470263,
2009-08-15,,,54.96133871,
2009-08-16,,,39.55637208,
2009-08-17,,,35.20146763,
2009-08-18,,,93.29590935,
2009-08-19,,,57.95279092,
2009-08-20,,,76.43060883,
2009-08-21,,,101.06430888,
2009-08-22,,,56.14163838,
2009-08-23,,,46.76027871,
2009-08-24,,,108.73626692,
2009-08-25,,,107.53561629,
2009-08-26,,,58.51241567,
2009-08-27,,,,
2009-08-28,,,68.46357575,
2009-08-29,,,71.67887858,
2009-08-30,,,35.29304238,
2009-08-31,,,36.21896796,
2009-09-01,,,48.80545621,
2009-09-02,,,70.885229,
2009-09-03,,,73.55108079,
2009-09-04,,,48.69353058,
2009-09-05,,,47.45217979,
2009-09-06,,,44.17582638,
2009-09-07,,,64.23077179,
2009-09-08,,,61.77859608,
2009-09-09,,,54.11681096,
2009-09-10,,,50.00610704,
2009-09-11,,,62.99959504,
2009-09-12,,,67.28327471,
2009-09-13,,,48.76475517,
2009-09-14,,,66.55067396,
2009-09-15,,,58.20716517,
2009-09-16,,,60.41514242,
2009-09-17,,,85.92389488,
2009-09-18,,,78.3943865,
2009-09-19,,,54.80871158,
2009-09-20,,,33.33944079,
2009-09-21,,,69.51160213,
2009-09-22,,,69.26740221,
2009-09-23,,,65.72649896,
2009-09-24,,,59.23484125,
2009-09-25,,,71.12942879,
2009-09-26,,,58.56329208,
2009-09-27,,,52.19373404,
2009-09-28,,,53.37403604,
2009-09-29,,,98.24583092,
2009-09-30,,,67.95482621,
2009-10-01,,,72.40086265,
2009-10-02,,,82.26089033,
2009-10-03,,,74.98575771,
2009-10-04,,,52.22425892,
2009-10-05,,,79.49328688,
2009-10-06,,,75.89133421,
2009-10-07,,,63.67114613,
2009-10-08,,,62.32804454,
2009-10-09,,,116.88777774,
2009-10-10,,,64.2511235,
2009-10-11,,,44.94912813,
2009-10-12,,,39.46479596,
2009-10-13,,,66.90679904,
2009-10-14,,,66.68295067,
2009-10-15,,,50.91168375,
2009-10-16,,,60.89336667,
2009-10-17,,,66.55067583,
2009-10-18,,,46.97395467,
2009-10-19,,,70.29507758,
2009-10-20,,,59.97761796,
2009-10-21,,,70.69190325,
2009-10-22,,,58.05454146,
2009-10-23,,,77.04111025,
2009-10-24,,,64.92267329,
2009-10-25,,,40.53317179,
2009-10-26,,,103.30281092,
2009-10-27,,,56.32478946,
2009-10-28,,,107.56613938,
2009-10-29,,,95.47822879,
2009-10-30,,,75.07733179,
2009-10-31,,,84.702892,
2009-11-01,,,40.94820689,
2009-11-02,,,34.29404132,
2009-11-03,,,64.25984324,
2009-11-04,,,79.3871133,
2009-11-05,,,48.2911555,
2009-11-06,,,64.6525735,
2009-11-07,,,78.96418763,
2009-11-08,,,60.23402887,
2009-11-09,,,87.08675414,
2009-11-10,,,77.35653554,
2009-11-11,,,76.79690967,
2009-11-12,,,69.59675063,
2009-11-13,,,110.97186267,
2009-11-14,,,53.58092856,
2009-11-15,,,47.46235488,
2009-11-16,,,47.78388485,
2009-11-17,,,122.62515792,
2009-11-18,,,77.54986092,
2009-11-19,,,60.83231721,
2009-11-20,,,90.02442283,
2009-11-21,,,58.84819192,
2009-11-22,,,57.94261442,
2009-11-23,,,68.64672629,
2009-11-24,,,78.0077345,
2009-11-25,,,71.79080363,
2009-11-26,,,62.80627119,
2009-11-27,,,64.61742225,
2009-11-28,,,80.73463842,
2009-11-29,,,69.57265046,
2009-11-30,,,83.03419088,
2009-12-01,,,72.52340613,
2009-12-02,,,72.38095513,
2009-12-03,,,75.86080833,
2009-12-04,,,73.56125638,
2009-12-05,,,67.65974992,
2009-12-06,,,50.68783346,
2009-12-07,,,116.93024743,
2009-12-08,,,70.00000338,
2009-12-09,,,79.3508365,
2009-12-10,,,82.45421379,
2009-12-11,,,69.33862792,
2009-12-12,,,64.12902083,
2009-12-13,,,59.71307,
2009-12-14,,,64.89214917,
2009-12-15,,,69.65405242,
2009-12-16,,,74.04965521,
2009-12-17,,,89.84525491,
2009-12-18,,,101.11518558,
2009-12-19,,,84.57061879,
2009-12-20,,,54.24908683,
2009-12-21,,,65.02442271,
2009-12-22,,,85.17094279,
2009-12-23,,,58.63451733,
2009-12-24,,,43.75125095,
2009-12-25,,,54.70696265,
2009-12-26,,,43.64672675,
2009-12-27,,,40.67765835,
2009-12-28,,,94.87790138,
2009-12-29,,,57.00651521,
2009-12-30,,,66.53032483,
2009-12-31,,,60.78144313,
2010-01-01,,,83.92959475,
2010-01-02,,,49.70085767,
2010-01-03,,,49.50806842,
2010-01-04,,,,
2010-01-05,,,62.07366983,
2010-01-06,,,61.73789496,
2010-01-07,,,66.82976076,
2010-01-08,,,58.91941763,
2010-01-09,,,59.31624296,
2010-01-10,,,57.27106554,
2010-01-11,,,42.79202546,
2010-01-12,,,62.64347196,
2010-01-13,,,61.22914388,
2010-01-14,,,72.23850488,
2010-01-15,,,63.90517217,
2010-01-16,,,57.26089113,
2010-01-17,,,52.44810992,
2010-01-18,,,56.72161558,
2010-01-19,,,58.66504129,
2010-01-20,,,62.99959613,
2010-01-21,,,67.43589979,
2010-01-22,,,80.57183763,
2010-01-23,,,74.55840596,
2010-01-24,,,57.27106354,
2010-01-25,,,75.60643171,
2010-01-26,,,66.65242463,
2010-01-27,,,65.63492367,
2010-01-28,,,61.44281858,
2010-01-29,,,75.29100771,
2010-01-30,,,81.02971383,
2010-01-31,,,54.16768625,
2010-02-01,,,71.33293079,
2010-02-02,,,73.33740783,
2010-02-03,,,76.77655963,
2010-02-04,,,78.03826091,
2010-02-05,,,78.87261216,
2010-02-06,,,111.99227174,
2010-02-07,,,45.62067922,
2010-02-08,,,63.69149637,
2010-02-09,,,74.94505723,
2010-02-10,,,81.28409036,
2010-02-11,,,68.36182658,
2010-02-12,,,114.04762316,
2010-02-13,,,77.7431852,
2010-02-14,,,68.40252606,
2010-02-15,,,119.89825042,
2010-02-16,,,84.71704765,
2010-02-17,,,83.4004914,
2010-02-18,,,74.95523214,
2010-02-19,,,91.67277352,
2010-02-20,,,78.95401239,
2010-02-21,,,54.25926193,
2010-02-22,,,70.3764782,
2010-02-23,,,104.60521094,
2010-02-24,,,102.88342352,
2010-02-25,,,49.69068249,
2010-02-26,,,73.11355575,
2010-02-27,,,66.14367374,
2010-02-28,,,44.22670229,
2010-03-01,,,56.37566471,
2010-03-02,,,74.24298207,
2010-03-03,,,49.98575759,
2010-03-04,,,47.55393036,
2010-03-05,,,51.72568496,
2010-03-06,,,83.56654678,
2010-03-07,,,36.2291437,
2010-03-08,,,94.98982811,
2010-03-09,,,51.84778436,
2010-03-10,,,97.96756678,
2010-03-11,,,43.45340109,
2010-03-12,,,48.13390636,
2010-03-13,,,57.04721514,
2010-03-14,,,44.54212761,
2010-03-15,,,60.43549283,
2010-03-16,,,72.43101654,
2010-03-17,,,68.01587502,
2010-03-18,,,48.56125546,
2010-03-19,,,47.69638125,
2010-03-20,,,40.51282235,
2010-03-21,,,31.70126383,
2010-03-22,,,31.83353861,
2010-03-23,,,56.3756636,
2010-03-24,,,66.37770033,
2010-03-25,,,72.68620571,
2010-03-26,,,65.6349225,
2010-03-27,,,68.43305254,
2010-03-28,,,49.5380586,
2010-03-29,,,,
2010-03-30,,,53.81156166,
2010-03-31,,,49.16158168,
2010-04-01,,,40.92999852,
2010-04-02,,,26.9800586,
2010-04-03,,,38.90295957,
2010-04-04,,,54.29996204,
2010-04-05,,,52.95686038,
2010-04-06,,,50.68783188,
2010-04-07,,,56.56898888,
2010-04-08,,,55.62271341,
2010-04-09,,,42.84290047,
2010-04-10,,,57.2710646,
2010-04-11,,,34.13309125,
2010-04-12,,,31.66056355,
2010-04-13,,,51.67938733,
2010-04-14,,,33.50223997,
2010-04-15,,,36.10704279,
2010-04-16,,,46.6585296,
2010-04-17,,,44.91860263,
2010-04-18,,,27.7533595,
2010-04-19,,,45.46805247,
2010-04-20,,,43.31095139,
2010-04-21,,,38.18274581,
2010-04-22,,,41.82784103,
2010-04-23,,,44.6947519,
2010-04-24,,,51.19658486,
2010-04-25,,,29.58486128,
2010-04-26,,,40.15669684,
2010-04-27,,,51.41025816,
2010-04-28,,,163.52530543,
2010-04-29,,,59.34676758,
2010-04-30,,,72.86935584,
2010-05-01,,,56.01953858,
2010-05-02,,,50.27065833,
2010-05-03,,,100.45380847,
2010-05-04,,,32.81033973,
2010-05-05,,,54.49328581,
2010-05-06,,,110.27269284,
2010-05-07,,,85.87301985,
2010-05-08,,,52.53968501,
2010-05-09,,,28.57753472,
2010-05-10,,,82.40333907,
2010-05-11,,,45.71225381,
2010-05-12,,,49.45665661,
2010-05-13,,,71.65853087,
2010-05-14,,,,
2010-05-15,,,,
2010-05-16,,,,
2010-05-17,,,,
2010-05-18,,,,
2010-05-19,,,,
2010-05-20,,,,
2010-05-21,,,,
2010-05-22,,,,
2010-05-23,,,,
2010-05-24,,,,
2010-05-25,,,128.85930604,
2010-05-26,,,59.47904213,
2010-05-27,,,55.12753063,
2010-05-28,,,57.33211613,
2010-05-29,,,62.90802026,
2010-05-30,,,51.80708307,
2010-05-31,,,57.27106476,
2010-06-01,,,71.71958049,
2010-06-02,,,107.2577926,
2010-06-03,,,,
2010-06-04,,,,
2010-06-05,,,,
2010-06-06,,,,
2010-06-07,,,,
2010-06-08,,,41.81319065,
2010-06-09,,,63.3658967,
2010-06-10,,,75.45380847,
2010-06-11,,,58.0341905,
2010-06-12,,,69.35897843,
2010-06-13,,,70.1017522,
2010-06-14,,,59.92674367,
2010-06-15,,,59.86569365,
2010-06-16,,,56.85388843,
2010-06-17,,,63.27432243,
2010-06-18,,,64.99389839,
2010-06-19,,,47.79813059,
2010-06-20,,,32.40510883,
2010-06-21,,,105.77533881,
2010-06-22,,,49.07000701,
2010-06-23,,,74.25315793,
2010-06-24,,,54.10663692,
2010-06-25,,,69.59300216,
2010-06-26,,,83.94994164,
2010-06-27,,,47.84900546,
2010-06-28,,,53.8929623,
2010-06-29,,,109.92674279,
2010-06-30,,,73.57143132,
2010-07-01,,,82.75946569,
2010-07-02,,,65.82824866,
2010-07-03,,,74.13105734,
2010-07-04,,,47.68620531,
2010-07-05,,,40.39072323,
2010-07-06,,,50.97273334,
2010-07-07,,,84.35775749,
2010-07-08,,,90.88930003,
2010-07-09,,,65.35002343,
2010-07-10,,,62.20739746,
2010-07-11,,,,
2010-07-12,,,,
2010-07-13,,,,
2010-07-14,,,,
2010-07-15,,,,
2010-07-16,,,,
2010-07-17,,,128.43101514,
2010-07-18,,,52.27513373,
2010-07-19,,,60.0997177,
2010-07-20,,,55.5107882,
2010-07-21,,,107.72894112,
2010-07-22,,,83.99064112,
2010-07-23,,,68.55515154,
2010-07-24,,,41.84574946,
2010-07-25,,,42.87342556,
2010-07-26,,,46.64835405,
2010-07-27,,,51.70533419,
2010-07-28,,,76.15588403,
2010-07-29,,,54.16768646,
2010-07-30,,,64.59707244,
2010-07-31,,,47.04517929,
2010-08-01,,,43.53480196,
2010-08-02,,,60.52706877,
2010-08-03,,,48.49003124,
2010-08-04,,,71.55677883,
2010-08-05,,,66.50997488,
2010-08-06,,,55.13431279,
2010-08-07,,,49.36508218,
2010-08-08,,,39.23077158,
2010-08-09,,,48.90720646,
2010-08-10,,,61.3410697,
