Fecha,DViento,HAire10,O3,P,PLiquida,RGlobal,TAire10,TMPR_AIR_10CM,VViento
2021-06-11,151.75884112,79.21199306,12.50738635,21.21195139,0.24958333,,,21.21195139,0.70251006
2021-06-12,206.18993123,84.43169444,20.64127486,19.22063194,0.16708333,,,19.22063194,0.91027369
2021-06-13,214.1484976,84.71879167,17.10160277,19.7113125,0.05083333,,,19.7113125,0.80178037
2021-06-14,186.49125996,84.33214583,20.77207105,19.83275,0.15208333,,,19.83275,0.64415807
2021-06-15,172.6866619,79.5628462,5.86620944,20.48946535,0.07142857,,,20.48946535,0.80776482
2021-06-16,196.62834053,81.00024644,20.16273685,20.07228104,0.48823529,,,20.07228104,0.76633102
2021-06-17,222.39917219,74.71729852,23.27354832,21.77605556,0.11333333,,,21.77605556,0.83806823
2021-06-18,188.85371543,70.21259028,22.61956734,22.20982639,0.11083333,,,22.20982639,1.17257745
2021-06-19,166.74613644,75.56197917,22.74218877,21.379,0.17083333,,,21.379,1.00616874
2021-06-20,217.38243637,78.04479861,27.02576423,20.8396875,0.32583333,,,20.8396875,0.88384905
2021-06-21,212.17164427,74.01095139,33.50835074,20.86534028,0.01166667,,,20.86534028,0.78868175
2021-06-22,197.76796639,81.70102083,22.37432447,19.60676389,0.07625,,,19.60676389,0.69818543
2021-06-23,202.87632373,75.63027995,25.73415178,21.05429851,0.12458333,,,21.05429851,0.8419371
2021-06-24,178.67391,79.99884427,44.47070701,19.78858496,0.25791667,,,19.78858496,0.69590699
2021-06-25,175.32748404,77.49927026,24.9507963,20.80212305,0.06173913,,,20.80212305,0.64987722
2021-06-26,180.49769832,82.3357478,36.66525161,19.54284067,0.07571429,,,19.54284067,0.7941947
2021-06-27,205.44199399,78.16006945,,20.11752778,0.04625,,,20.11752778,0.92755932
2021-06-28,169.89108986,75.92298023,51.96130461,21.2459887,0.27625,,,21.2459887,0.68870033
2021-06-29,194.19185352,72.69576609,27.75331807,21.23279017,0.06434783,,,21.23279017,1.10690826
