Fecha,DViento,HAire10,HAire2,P,PLiquida,PM10,PST,RGlobal,TAire10,TAire2,TMPR_AIR_10CM,VViento
2011-10-13,,,,,,37.75000151,,,,,,
2011-10-14,,,,,,45.0833346,,,,,,
2011-10-15,,,,,,34.58333532,62.75738942,,,,,
2011-10-16,,,,,,26.04761959,,,,,,
2011-10-17,,,,,,25.04166766,,,,,,
2011-10-18,,,,,,35.04166802,65.5894568,,,,,
2011-10-19,,,,,,37.62500159,,,,,,
2011-10-20,,,,,,37.12500167,,,,,,
2011-10-21,,,,,,39.958335,91.31954784,,,,,
2011-10-22,,,,,,33.45833453,,,,,,
2011-10-23,,,,,,24.37500087,,,,,,
2011-10-24,,,,,,33.6666677,69.94631912,,,,,
2011-10-25,,,,,,32.00000124,,,,,,
2011-10-26,,,,,,29.00000191,,,,,,
2011-10-27,,,,,,32.75000111,67.15270564,,,,,
2011-10-28,,,,,,33.1666679,,,,,,
2011-10-29,,,,,,39.95833524,,,,,,
2011-10-30,,,,,,29.62500131,49.73085924,,,,,
2011-10-31,,,,,,34.50000151,,,,,,
2011-11-01,,,,,,32.50000087,,,,,,
2011-11-02,,,,,,34.4583346,68.83998568,,,,,
2011-11-03,235.1916,,,,,37.54166849,,126.18587792,,,,1.64704793
2011-11-04,253.45147625,,,,,40.25000207,,143.49085304,,,,2.2495469
2011-11-05,234.12090354,,,,6.0,34.2916681,54.57511538,199.79502388,,,,2.24662731
2011-11-06,204.84770857,,,,3.75,25.94736983,,188.41644757,,,,1.85452962
2011-11-07,254.89986833,,,,1.5,28.25000119,,129.71781796,,,,1.73778567
2011-11-08,141.14208163,,,,5.66666667,40.04166842,78.1264083,160.4984905,,,,1.81805
2011-11-09,206.08643271,,,,,46.83333516,,162.10556017,,,,1.96442311
2011-11-10,249.72405792,,,,,38.00000207,,139.75902788,,,,2.198893
2011-11-11,204.57552458,,,,8.0,49.0000027,70.76721505,182.50775183,,,,2.52991543
2011-11-12,160.59912821,,,,,38.37500183,,167.66551225,,,,2.07987988
2011-11-13,198.8990275,,,,2.16666667,42.62500183,,125.24918663,,,,1.74489243
2011-11-14,199.71540125,,,,2.83333333,24.5416675,87.08278465,179.75463467,,,,2.1506064
2011-11-15,150.801175,,,,,52.83333516,,165.90451754,,,,2.01660333
2011-11-16,213.53815917,,,,,48.70833524,,155.2240795,,,,1.29463933
2011-11-17,229.0229565,,86.57938714,,5.66666667,30.58333437,53.65477822,144.44292229,,,,1.84027364
2011-11-18,230.79364667,,84.24549792,,2.28571429,27.75000179,,150.047101,,,,1.8539755
2011-11-19,227.73109792,,81.26347292,,4.1,26.91666794,,189.96075688,,,,2.2883131
2011-11-20,204.85045108,,76.64610333,,,25.91666774,80.31336209,190.83044025,,,,2.20348745
2011-11-21,201.47902583,,74.67803292,,1.75,29.87500175,,233.37476792,,,,2.87716922
2011-11-22,172.38065692,,72.42063167,,,40.20833484,,131.71817321,,,,1.69945429
2011-11-23,237.17153088,,80.26092,,2.25,36.58333468,,155.53055296,,,,1.70734363
2011-11-24,183.60324796,,78.55032458,,6.0,37.12500151,,164.80901925,,,,1.69935133
2011-11-25,266.98010833,,60.476389,,2.0,31.16666754,,146.30346979,,,,1.59064163
2011-11-26,220.46876775,,,,,30.04166778,89.94761112,181.43229729,,,,1.6211961
2011-11-27,261.87549883,,41.967498,,,37.75000175,,192.14791529,,,,1.55402314
2011-11-28,222.02743125,,,,4.25,42.95833532,,156.98993017,,,,1.632362
2011-11-29,218.44686425,,,,,50.70833524,,162.36863533,,,,2.084278
2011-11-30,212.75154792,,,,1.5,40.87500119,,109.82291479,,,,1.3187845
2011-12-01,244.142975,,55.67912,,,37.50000119,,194.70890688,,,,2.25614854
2011-12-02,259.95560417,,64.78709053,,,35.50000191,,159.31631963,,,,1.92830327
2011-12-03,220.0862075,,38.81306667,,,39.04166826,,228.07154913,,21.70224875,,2.41173718
2011-12-04,246.0212875,,50.80676167,,5.5,25.33333397,,175.4314805,,21.22795708,,1.89644975
2011-12-05,206.68703042,,37.63069333,,2.0,25.50000127,95.25664351,122.84965367,,19.83925417,,1.45507788
2011-12-06,189.06287071,,18.36632,,,42.20833524,,149.73391279,,20.73558417,,1.92432357
2011-12-07,235.6477625,,68.2566425,,6.125,41.08333524,,156.86284592,,20.46429333,,1.79886864
2011-12-08,227.12058025,,81.98832208,,1.75,31.75000151,65.77975945,109.84571713,,19.3880375,,1.79426914
2011-12-09,243.10450417,,67.9065951,,,33.16666762,,178.86469421,,21.28561917,,2.43174375
2011-12-10,249.89743583,,47.414612,,,34.91666802,,167.44652796,,21.89859292,,1.95231855
2011-12-11,223.50279292,,51.42631,,2.5,27.83333433,84.25520646,202.10254871,,21.33837292,,2.447476
2011-12-12,210.31085833,,70.84113143,,5.125,29.70833433,,138.70532271,,20.63847333,,1.3050336
2011-12-13,248.97092083,,26.51403,,2.25,32.58333484,,172.24292413,,20.61918583,,1.86696611
2011-12-14,241.46599913,,32.23241,,,32.13043644,,141.15974979,,21.05448583,,1.47456133
2011-12-15,240.74750125,,77.9968625,,3.5,31.47826178,,134.87673792,,19.88787,,1.57778757
2011-12-16,239.047755,,83.65032542,,,40.958335,,111.22013492,,20.15677708,,1.99027717
2011-12-17,246.76755417,,74.23839125,,,31.66666762,,203.69212358,,21.08851292,,2.4827064
2011-12-18,214.40794917,,73.78997778,,,27.33333464,,173.36596979,,20.9084375,,2.126057
2011-12-19,178.66806667,,42.88953333,,2.5,25.0,,133.12581075,,20.31619083,,1.5244458
2011-12-20,242.2201125,,,,10.25,26.54166774,84.59002212,193.63217438,,21.22192708,,2.4660233
2011-12-21,265.60944167,,,,1.5,31.33333484,,201.03922975,,22.35191542,,2.72857533
2011-12-22,267.39974454,,,,,36.08333437,,223.896756,,22.96936292,,2.50625418
2011-12-23,257.46426908,,,,1.5,34.04166818,,153.89421625,,22.02570667,,2.26451945
2011-12-24,258.06510833,,,,,26.91666762,,152.31736504,,22.33780625,,2.020078
2011-12-25,243.2165875,,,,,27.58333445,,163.64386454,,21.85420667,,2.2907115
2011-12-26,257.16001,,,,,35.16666834,96.12856214,107.14630013,,21.45366875,,1.47744689
2011-12-27,251.48471304,,,,,36.45454684,,105.84307304,,20.84557739,,1.39968014
2011-12-28,281.41130833,,,,,41.16666873,,113.19131354,,21.45316583,,1.61634814
2011-12-29,248.54968908,,,,2.0,32.62500103,81.85093687,109.036345,,21.53254667,,1.5223235
2011-12-30,267.63756667,,,,,39.13043628,,120.53021188,,21.29686917,,1.73918167
2011-12-31,247.72855,,,,,39.58333429,,135.77638463,,21.54758042,,1.61414767
2012-01-01,274.21139354,,,,,46.75000278,93.89252399,235.01585408,,22.6818575,,2.9572029
2012-01-02,248.69845077,,,,,41.00000175,,121.60907323,,20.21156077,,1.8036795
2012-01-03,241.59425,,,,,31.13043561,,139.63287158,,19.58676462,,2.55960025
2012-01-04,228.7265525,,,,,34.66666818,84.6221373,137.9112245,,20.51219333,,1.66613769
2012-01-05,225.17580375,,,,5.5,29.79166746,,164.31043913,,19.50853,,1.71475676
2012-01-06,247.97565867,,,,,39.87500223,,278.69793956,,,,1.899136
2012-01-07,,,,,,33.16666746,77.02548874,,,,,
2012-01-08,,,,,,30.83333437,,,,,,
2012-01-09,241.96495833,,66.67909417,,,31.0416675,,320.00590308,,24.11627455,,3.3061608
2012-01-10,269.43854583,,74.10924208,,,37.79166842,,211.52013925,,22.17211167,,2.79299082
2012-01-11,255.84439583,,74.29944417,,,44.41666873,,174.54340392,,21.77810875,,2.77353133
2012-01-12,277.6339875,,74.48135417,,2.0,36.20833476,,172.55046208,,21.92880792,,2.49206667
2012-01-13,264.56578333,,72.41030042,,,44.62500191,,175.78356108,,22.74733208,,2.43111769
2012-01-14,257.11598333,,73.17813708,,,33.66666754,,197.77963317,,22.92292833,,2.78633292
2012-01-15,277.87613333,,77.85161417,,1.5,28.83333472,,147.00937633,,21.18842667,,2.2387305
2012-01-16,265.9457,,73.79388333,,,42.95833572,,171.38714929,,21.223745,,2.381018
2012-01-17,238.35147083,,78.76018542,,,43.79166857,,129.92314658,,20.76938667,,2.21304833
2012-01-18,210.3471675,,79.48934667,,4.33333333,36.79166754,,127.65902688,,19.68773708,,1.9807415
2012-01-19,206.26735292,,71.41119208,,,35.58333484,,186.09849663,,20.09609292,,2.05912875
2012-01-20,266.8812875,,55.79911438,,,43.16666842,,233.17731804,,21.29219917,,2.79530036
2012-01-21,254.13026667,,47.293999,,12.0,40.29166842,,156.68853183,,21.20986625,,1.90339867
2012-01-22,247.73901667,,57.87384688,,,32.04166794,,120.08332967,,20.29046333,,1.99578791
2012-01-23,271.84862083,,62.68255238,,,44.1916684,,176.45358875,,21.56073542,,2.72856033
2012-01-24,261.939025,,86.2101375,,,48.2016687,,137.42314313,,20.43814208,,2.1591345
2012-01-25,277.69267083,,,,,47.04166945,,251.52222367,,20.52812417,,2.997754
2012-01-26,256.34448333,,,,,46.37500167,,193.19061983,,21.71151625,,2.59017473
2012-01-27,230.12114292,,,,,43.75000103,,187.60335408,,21.37096667,,2.60705671
2012-01-28,256.97222609,,,,,37.75000127,,153.347117,,21.45589391,,2.2573792
2012-01-29,265.21154167,,,,,,,133.24212521,,21.64208833,,2.2443698
2012-01-30,240.05781833,,,,,,,123.22523108,,21.58856542,,1.583347
2012-01-31,270.9651,,,,6.0,,,153.27581213,,21.10897583,,2.205082
2012-02-01,248.34597083,,59.67545643,,,,,198.17246883,,21.70093792,,3.2935673
2012-02-02,251.3725625,,71.89001,,,,,217.63321842,,22.31777833,,2.64766806
2012-02-03,237.06550833,,72.82592435,,,,,134.50648658,,21.92669542,,2.08129262
2012-02-04,217.96655478,,61.86899071,,10.5,65.50000413,,136.59002383,,21.28199,,2.37137529
2012-02-05,254.53742083,,65.83516304,,,29.25000147,,196.13831242,,22.3338075,,2.26949047
2012-02-06,234.74690658,,55.63206571,,2.16666667,34.28571565,,154.24583396,,20.87344417,,2.33151317
2012-02-07,279.93158333,,54.9297925,,,48.66666921,,246.64964579,,22.62640125,,2.73924691
2012-02-08,246.80608625,,,,1.5,42.50000238,,87.19468004,,20.54312542,,1.43951683
2012-02-09,242.6235275,,,,,55.25000246,,161.93669546,,21.53825833,,2.70902136
2012-02-10,260.43440417,,65.60386692,,,42.66666849,,176.93460704,,21.66956083,,2.356956
2012-02-11,250.22185833,,68.73473833,,,52.58333548,,239.19062308,,21.93181125,,2.484125
2012-02-12,258.63303083,,64.80595,,,35.54166857,80.10008835,265.552438,,21.83417875,,3.25849564
2012-02-13,268.944025,,65.76489708,,,52.37500223,,249.68748346,,21.53206708,,3.09881969
2012-02-14,261.38274706,,70.72165941,,,42.31250203,,85.99849112,,20.05020471,,3.38919314
2012-02-15,237.59951667,,62.11487875,,,52.34782766,70.88977343,257.40682825,,21.4365975,,2.9120889
2012-02-16,216.06449833,,63.63762917,,,59.36363931,,261.32154508,,21.01484542,,2.82025414
2012-02-17,234.89018333,,62.69045125,,,59.20833556,,241.38298467,,21.83223375,,2.57729825
2012-02-18,224.60870833,,63.11011583,,,60.50000327,,246.82083542,,21.95763875,,2.85089214
2012-02-19,224.58908235,,57.54528375,,,,,266.32210283,,21.39343708,,3.14866518
2012-02-20,228.6666875,,58.83258167,,,51.27272901,,258.82894467,,21.37017333,,2.98640336
2012-02-21,225.92653417,,60.68155583,,,59.13043727,,251.90567004,,22.38332708,,2.68341057
2012-02-22,236.28108208,,58.14479167,,,59.04545663,,239.88796738,,22.29603333,,2.429062
2012-02-23,249.33523333,,61.48835,,,63.57895138,,244.446182,,22.83414917,,2.753992
2012-02-24,239.84119167,,61.77524375,,,68.37500286,,217.18275125,,22.78192,,2.69479814
2012-02-25,208.64159583,,65.42074583,,,65.29166905,,208.86042208,,22.59445667,,2.86051492
2012-02-26,222.84819583,,62.71460542,,,46.95833564,,230.98205767,,22.37527833,,2.73331688
2012-02-27,214.32967542,,60.89254583,,,54.05263409,,237.25451079,,22.02076958,,2.58796633
2012-02-28,202.0314875,,64.57181583,,,65.33333715,,175.90347396,,22.34118708,,2.37056062
2012-02-29,218.968025,,65.719075,,,63.62500318,,196.03240696,,21.97189833,,3.09151244
2012-03-01,234.78132609,,61.99676375,,,58.90909342,,163.3028945,,22.38162083,,2.5246843
2012-03-02,235.70961342,,59.6523125,,,52.85714495,,211.60769029,,23.34343,,2.35504333
2012-03-03,226.359985,,69.42655208,,3.5,43.58333508,,158.85626088,,21.95603583,,2.14359888
2012-03-04,186.06143075,,68.14053833,,7.5,22.50000087,47.52272855,211.03842983,,22.23624417,,2.40588171
2012-03-05,201.28366917,,72.69107583,,2.66666667,27.20833468,,136.743288,,20.85041208,,1.35570888
2012-03-06,210.95616292,,67.93921292,,,36.63636442,,194.24839446,,22.33479125,,2.57979927
2012-03-07,236.73445417,,71.90087417,,,49.37500191,49.44680815,166.42708563,,21.83808958,,2.4053935
2012-03-08,216.25531,,67.62139625,,,55.04166881,,213.4370785,,21.82357083,,2.739917
2012-03-09,219.83490917,,75.02358208,,19.0,40.75000167,,200.89606175,,20.05029125,,2.27021263
2012-03-10,216.38276,,82.94351333,,2.75,53.16666889,86.00443093,62.16980217,,18.41005708,,1.251838
2012-03-11,207.40926583,,69.7499675,,,32.83333468,,160.20242142,,21.603935,,1.6536921
2012-03-12,237.22629583,,69.30228,,,31.13043569,,209.23402192,,22.66973125,,2.26966158
2012-03-13,209.41418917,,66.60744792,,,29.41666778,69.49141046,244.94896792,,22.3958275,,3.01010275
2012-03-14,225.93760833,,73.30397667,,,55.8750031,,110.22094883,,22.21817667,,1.5918653
2012-03-15,236.09332174,,64.57998739,,,43.4347841,,238.84783326,,23.63153217,,3.035976
2012-03-16,209.75985417,,69.03518125,,,41.87500119,91.93530363,119.33238292,,22.00735708,,1.6011912
2012-03-17,155.10454475,,71.83939708,,,27.30434907,,141.04328863,,20.78803875,,1.51314186
2012-03-18,213.56611967,,73.99830417,,14.0,25.33333421,,197.19734125,,20.87304958,,2.17655813
2012-03-19,178.95022583,,75.44921333,,,26.04166774,45.81512346,135.29281933,,20.3559725,,1.447622
2012-03-20,221.789,,82.51836125,,2.5,27.95833393,,88.53738825,,19.57508125,,1.47781425
2012-03-21,187.57338167,,76.62389458,,2.0,13.0,,113.12164267,,20.52293875,,1.241121
2012-03-22,235.9026875,,71.66757542,,,,69.61974534,190.95323246,,21.21932708,,2.06758688
2012-03-23,205.86711414,,72.17190773,,,,,244.77926018,,21.25549136,,3.1106432
2012-03-24,209.57022417,,74.11241333,,,,,143.88820108,,20.39241917,,1.73266286
2012-03-25,194.05799684,,73.3906504,,,,46.70248928,159.79166101,,20.87235119,,1.95238919
2012-03-26,208.68734848,,80.2407044,,1.5,,,126.13495429,,19.73912385,,2.04349333
2012-03-27,224.42329742,,71.0997714,,,,,226.638764,,21.52101112,,2.76090582
2012-03-28,213.04832308,,74.16094,,,,88.03340627,171.78846854,,19.96992515,,1.38406
2012-03-29,,,,,,,,,,,,
2012-03-30,,,,,,,,,,,,
2012-03-31,,,,,,,71.88227904,,,,,
2012-04-01,,,,,,,,,,,,
2012-04-02,,,,,,,,,,,,
2012-04-03,,,,,,,50.18456375,,,,,
2012-04-04,,,,,,,,,,,,
2012-04-05,,,,,,,,,,,,
2012-04-06,,,,,,,38.11433757,,,,,
2012-04-07,,,,,,,,,,,,
2012-04-08,,,,,,,,,,,,
2012-04-09,,,,,,,50.94709183,,,,,
2012-04-10,,,,,,,,,,,,
2012-04-11,,,,,,,,,,,,
2012-04-12,,,,,,,41.81282772,,,,,
2012-04-13,,,,,,,,,,,,
2012-04-14,,,,,,,,,,,,
2012-04-15,,,,,,,49.88325253,,,,,
2012-04-16,,,,,,,,,,,,
2012-04-17,,,,,,,,,,,,
2012-04-18,,,,,,,74.69405543,,,,,
2012-04-19,,,,,,,,,,,,
2012-04-20,,,,,,,,,,,,
2012-04-21,,,,,,,53.52145539,,,,,
2012-04-22,,,,,,,,,,,,
2012-04-23,,,,,,,,,,,,
2012-04-24,,,,,,,76.97848419,,,,,
2012-04-25,,,,,,,,,,,,
2012-04-26,,,,,,,,,,,,
2012-04-27,,,,,,,53.26324828,,,,,
2012-04-28,,,,,,,,,,,,
2012-04-29,,,,,,,,,,,,
2012-04-30,,,,,,,,,,,,
2012-05-01,,,,,,,,,,,,
2012-05-02,,,,,,,,,,,,
2012-05-03,,,,,,,,,,,,
2012-05-04,,,,,,,,,,,,
2012-05-05,,,,,,,,,,,,
2012-05-06,,,,,,,,,,,,
2012-05-07,,,,,,,,,,,,
2012-05-08,,,,,,,,,,,,
2012-05-09,,,,,,,,,,,,
2012-05-10,,,,,,,,,,,,
2012-05-11,,,,,,,,,,,,
2012-05-12,,,,,,,,,,,,
2012-05-13,,,,,,,,,,,,
2012-05-14,,,,,,,,,,,,
2012-05-15,,,,,,,,,,,,
2012-05-16,,,,,,,,,,,,
2012-05-17,,,,,,,,,,,,
2012-05-18,,,,,,,,,,,,
2012-05-19,,,,,,,,,,,,
2012-05-20,,,,,,,,,,,,
2012-05-21,,,,,,,,,,,,
2012-05-22,,,,,,,,,,,,
2012-05-23,,,,,,,,,,,,
2012-05-24,,,,,,,,,,,,
2012-05-25,,,,,,,,,,,,
2012-05-26,,,,,,,,,,,,
2012-05-27,,,,,,,,,,,,
2012-05-28,,,,,,,,,,,,
2012-05-29,,,,,,,,,,,,
2012-05-30,,,,,,,,,,,,
2012-05-31,,,,,,,,,,,,
2012-06-01,247.41666667,,,,0.0,,,217.70833333,,,,2.0
2012-06-02,247.125,,,,0.02083333,37.55555556,,284.35714286,,,,2.05882353
2012-06-03,205.20833333,,,,0.02083333,30.6,,262.32258065,,,,2.5625
2012-06-04,240.45833333,,,,0.14583333,37.0,,190.09375,,,,1.92307692
2012-06-05,196.375,,,,0.0,,,273.09677419,,,,1.83333333
2012-06-06,227.29166667,,,,0.0,,,311.6,,,,1.94444444
2012-06-07,209.95833333,,,,0.0,,,304.48387097,,,,2.19047619
2012-06-08,202.79166667,,,,0.0,,,273.25806452,,,,2.28571429
2012-06-09,198.73913043,,,,0.0,,,230.61290323,,,,2.63157895
2012-06-10,222.08333333,,,,0.0,,,265.11111111,,,,2.0
2012-06-11,202.29166667,,,,0.0,,,247.78571429,,,,2.25
2012-06-12,149.375,,,,0.0,,,188.84375,,,,1.71428571
2012-06-13,169.25,,,,0.10416667,,,164.06060606,,,,1.1
2012-06-14,169.54166667,,,,0.04166667,,,210.46875,,,,1.72727273
2012-06-15,168.79166667,,,,0.1875,,,222.60606061,,,,2.3
2012-06-16,207.70833333,,,,0.5625,,,171.5,,,,1.66666667
2012-06-17,202.16666667,,,,0.0,,,229.17647059,,,,1.41666667
2012-06-18,177.58333333,,,,0.0,,,268.70967742,,,,2.28571429
2012-06-19,178.33333333,,,,0.0,,,295.96774194,,,,2.45
2012-06-20,206.91666667,,,,0.10416667,,,260.71875,,,,2.33333333
2012-06-21,165.20833333,,,,0.4375,,,206.93333333,,,,1.61904762
2012-06-22,234.66666667,,,,0.0,,,274.03333333,,,,1.70588235
2012-06-23,228.70833333,,,,0.0,,,265.29411765,,,,1.64705882
2012-06-24,215.95833333,,,,0.0,,,255.9,,,,1.75
2012-06-25,215.625,,,,0.0,,,215.40625,,,,2.06666667
2012-06-26,212.45833333,,,,0.0,36.0,,208.02941176,,,,2.17647059
2012-06-27,178.91666667,,,,0.25,38.38461538,,222.06896552,,,,1.82352941
2012-06-28,204.08333333,,,,0.33333333,28.0,,283.2,,,,1.9
2012-06-29,184.68181818,,,,0.11111111,42.625,,207.96428571,,,,2.0
2012-06-30,177.83333333,,,,0.89583333,,,180.5862069,,,,1.78571429
2012-07-01,183.625,,,,4.0,,,259.44444444,,,,1.63636364
2012-07-02,211.45833333,,,,4.5,,,277.96551724,,,,1.82352941
2012-07-03,213.875,,,,2.33333333,,,242.91176471,,,,1.8125
2012-07-04,208.16666667,,,,1.0,,,275.64705882,,,,2.23076923
2012-07-05,178.95833333,,,,2.5,27.0,,245.41935484,,,,2.91666667
2012-07-06,188.66666667,,,,9.5,24.8,,267.3030303,,,,2.0
2012-07-07,221.20833333,,,,,37.5625,,248.63333333,,,,2.0
2012-07-08,250.0,,,,,41.10526316,,240.09090909,,,,1.4
2012-07-09,214.79166667,,,,,29.5,,264.38709677,,,,1.68421053
2012-07-10,221.95833333,,,,,42.0,,227.26666667,,,,2.13333333
2012-07-11,180.625,,,,3.66666667,36.47916667,,220.625,,,,1.94117647
2012-07-12,178.58333333,,,,2.66666667,32.25,,243.9,,,,1.90909091
2012-07-13,190.95833333,,,,,49.60416667,,146.625,,,,1.36363636
2012-07-14,159.45833333,,,,3.0,35.375,,280.67857143,,,,2.46153846
2012-07-15,145.33333333,,,,,29.16666667,,295.23333333,,,,2.27777778
2012-07-16,152.04166667,,,,3.0,37.27083333,,286.13793103,,,,2.41666667
2012-07-17,177.95833333,,,,,39.04166667,,265.77419355,,,,1.76470588
2012-07-18,152.79166667,,,,,41.10416667,,287.625,,,,1.77777778
2012-07-19,149.25,,,,,40.20833333,,292.7,,,,2.64705882
2012-07-20,135.875,,,,,40.33333333,,279.93548387,,,,2.33333333
2012-07-21,134.25,,,,,43.83333333,,283.36666667,,,,2.61111111
2012-07-22,177.875,,,,,31.64583333,,242.74193548,,,,2.16666667
2012-07-23,162.95833333,,,,,47.5,,238.48387097,,,,1.95238095
2012-07-24,164.04166667,,,,,34.20833333,,237.22580645,,,,1.89473684
2012-07-25,169.29166667,,,,,45.29166667,,274.0,,,,1.94736842
2012-07-26,159.41666667,,,,,65.85416667,,242.86206897,,,,1.73333333
2012-07-27,164.29166667,,,,,51.97916667,,239.60714286,,,,1.45454545
2012-07-28,151.5,,,,,43.08333333,,198.34482759,,,,1.46666667
2012-07-29,143.83333333,,,,,38.10416667,,269.24137931,,,,2.1
2012-07-30,142.91666667,,,,,39.8125,,210.125,,,,2.42857143
2012-07-31,134.25,,,,2.0,51.9375,,227.86666667,,,,2.1
2012-08-01,163.08333333,,,,,52.20588235,,241.5625,,,,2.4
2012-08-02,136.16666667,,,,2.0,36.375,,264.5,,,,1.95833333
2012-08-03,143.20833333,,,,,43.375,,217.375,,,,1.6
2012-08-04,163.25,,,,,46.0,,209.19444444,,,,1.72222222
2012-08-05,189.125,,,,1.66666667,33.0625,,207.92592593,,,,1.52380952
2012-08-06,163.33333333,,,,3.5,33.35416667,,272.70967742,,,,1.82352941
2012-08-07,141.91666667,,,,,36.14583333,,134.58064516,,,,1.71428571
2012-08-08,147.66666667,,,,,55.66666667,,219.3,,,,1.61111111
2012-08-09,162.66666667,,,,,37.5625,,247.64705882,,,,2.52941176
2012-08-10,161.5,,,,,42.14583333,,228.13793103,,,,2.41176471
2012-08-11,132.625,,61.36363636,,,40.52083333,,263.8,,,,2.31818182
2012-08-12,131.08333333,,72.44583333,,3.0,27.8125,,247.6,,,,2.58823529
2012-08-13,177.45833333,,71.70416667,,,45.0,,236.87096774,,,,2.14285714
2012-08-14,118.95833333,,70.94166667,,5.5,32.22916667,,264.375,,,,1.89473684
2012-08-15,140.58333333,,69.50416667,,5.0,37.66666667,,278.75757576,,,,2.53846154
2012-08-16,148.95833333,,69.3,,,41.33333333,,172.29411765,,,,2.11111111
2012-08-17,190.08333333,,73.28333333,,1.0,33.75,,193.61290323,,,,1.75
2012-08-18,150.91666667,,68.50833333,,6.5,33.16666667,,230.03030303,,,,2.15789474
2012-08-19,177.875,,67.775,,4.0,27.375,,271.6875,,,,1.68181818
2012-08-20,136.25,,71.61666667,,2.75,25.72916667,,230.46875,,,,1.80952381
2012-08-21,139.08333333,,74.05416667,,,39.4375,,171.375,,,,1.65
2012-08-22,155.125,,74.80416667,,,38.3125,,213.84848485,,,,1.75
2012-08-23,183.375,,75.08333333,,2.8,40.22916667,,223.11428571,,,,2.4
2012-08-24,174.45833333,,78.0875,,2.5,52.83333333,,198.53125,,,,1.23529412
2012-08-25,200.79166667,,74.21666667,,,51.75,,214.64516129,,,,1.41666667
2012-08-26,157.33333333,,67.66666667,,3.5,24.35416667,,265.4375,,,,1.66666667
2012-08-27,198.16666667,,56.34166667,,,34.79166667,,320.86666667,,,,2.0
2012-08-28,193.375,,52.39166667,,,55.66666667,,295.35294118,,,,1.7
2012-08-29,181.04166667,,55.65,,,63.60416667,,262.89655172,,,,1.66666667
2012-08-30,158.33333333,,53.34583333,,,63.5,,226.27272727,,,,1.84615385
2012-08-31,160.04166667,,61.12083333,,,49.66666667,,292.74074074,,,,2.1875
2012-09-01,171.54166667,,54.55833333,,,42.67857143,,283.35483871,,,,1.88235294
2012-09-02,158.27272727,,55.17916667,,,40.125,,268.78125,,,,1.75
2012-09-03,170.16129032,,58.9125,,,43.625,,252.16129032,,,,1.65
2012-09-04,155.96774194,,61.08333333,,,44.20833333,,176.83333333,,,,2.21052632
2012-09-05,121.65625,,72.10833333,,1.0,37.16666667,,214.51851852,,,,1.7826087
2012-09-06,160.24137931,,57.275,,2.0,31.58333333,,292.19354839,,,,1.94117647
2012-09-07,158.28571429,,53.4375,,,46.29166667,,315.72413793,,,,1.84210526
2012-09-08,182.5,,58.72916667,,,34.58333333,,275.5483871,,,,1.61111111
2012-09-09,158.77419355,,53.64166667,,,30.58333333,,271.26666667,,,,1.92307692
2012-09-10,185.13333333,,58.8875,,3.0,28.95833333,,267.83333333,,,,2.07142857
2012-09-11,172.89655172,,61.18333333,,1.0,39.33333333,,293.19354839,,,,2.0
2012-09-12,152.47058824,,62.9,,,41.45833333,,163.88571429,,,,2.05882353
2012-09-13,142.96666667,,56.95416667,,,41.08333333,,234.72413793,,,,2.04545455
2012-09-14,163.06896552,,49.93333333,,,58.08333333,,297.6,,,,2.4375
2012-09-15,173.5,,51.48333333,,,55.58333333,,290.3,,,,1.8
2012-09-16,158.22580645,,55.9375,,,48.54166667,,245.72727273,,,,1.46666667
2012-09-17,163.59375,,64.43333333,,,45.5,,183.38709677,,,,1.875
2012-09-18,150.25,,70.74166667,,3.0,37.16666667,,221.96666667,,,,1.8125
2012-09-19,115.3125,,68.34583333,,3.0,32.95833333,,270.64285714,,,,1.63636364
2012-09-20,136.93939394,,69.475,,,43.75,,248.875,,,,1.33333333
2012-09-21,137.03125,,69.11666667,,2.0,30.375,,212.27272727,,,,2.21052632
2012-09-22,151.23333333,,68.3173913,,4.66666667,30.5,,195.26666667,,,,2.3125
2012-09-23,124.4,,68.42083333,,,28.20833333,,265.46666667,,,,1.76470588
2012-09-24,180.72727273,,80.4125,,,40.45833333,,163.48387097,,,,1.64705882
2012-09-25,167.03333333,,74.69583333,,3.0,49.0,,143.96153846,,,,1.5
2012-09-26,217.32258065,,64.25,,,45.0,,219.93939394,,,,1.72222222
2012-09-27,137.96774194,,63.86956522,,,37.70833333,,218.4,,,,1.33333333
2012-09-28,152.93548387,,70.22916667,,,49.16666667,,217.29032258,,,,1.3
2012-09-29,146.72727273,,62.42916667,,,35.83333333,,236.90909091,,,,1.85714286
2012-09-30,151.5862069,,57.08333333,,,27.33333333,,263.55172414,,,,1.78947368
2012-10-01,163.45454545,,,,0.02083333,38.08333333,,213.15151515,,,,1.53846154
2012-10-02,140.87878788,,,,0.25,37.41666667,,161.64516129,,,,1.18181818
2012-10-03,135.5,,,,0.0625,34.66666667,,297.86666667,,,,2.28571429
2012-10-04,173.75,,,,0.3125,45.17391304,,237.55555556,,,,2.0
2012-10-05,155.91666667,,,,0.125,44.16666667,,359.27272727,,,,1.2
2012-10-06,,,,,0.0,47.5,,,,,,
2012-10-07,,,,,1.14583333,26.95652174,,,,,,
2012-10-08,,,,,0.0,46.20833333,,,,,,
2012-10-09,,,,,0.0,42.66666667,,,,,,
2012-10-10,,,,,0.0,39.45833333,,,,,,
2012-10-11,,,,,0.0,45.29166667,,,,,,
