Fecha,NO,NO2,PM10
2020-08-20,16.72132146,25.96912615,26.45833333
2020-08-21,13.56766054,22.86400748,26.79166667
2020-08-22,20.01462101,33.47648286,27.20833333
2020-08-23,16.37695555,24.79357264,26.29166667
2020-08-24,30.92551195,45.88732926,42.625
2020-08-25,26.10727142,31.58771672,29.33333333
2020-08-26,27.77613373,30.67850817,36.22727273
2020-08-27,29.6074399,27.36690633,32.33333333
2020-08-28,31.33312769,26.10247939,33.0
2020-08-29,36.60089842,30.12696591,38.16666667
2020-08-30,27.64150799,25.32845078,28.66666667
2020-08-31,65.45260572,36.22398279,43.16666667
2020-09-01,37.76225376,43.58556764,42.20833333
2020-09-02,40.10154726,45.38237333,37.625
2020-09-03,80.10517149,49.11798789,60.16666667
2020-09-04,41.36091762,43.1051904,38.20833333
2020-09-05,17.86080994,28.1888622,25.75
2020-09-06,11.0253917,21.25638959,20.20833333
2020-09-07,26.81661808,35.65130817,27.45833333
2020-09-08,31.95090338,44.93626677,38.875
2020-09-09,46.70522489,38.37534984,54.83333333
2020-09-10,28.08747122,32.0587232,35.16666667
2020-09-11,18.95476546,33.97385,32.0
2020-09-12,21.75923215,29.08605844,28.75
2020-09-13,13.88790041,20.12975056,24.70833333
2020-09-14,19.97626842,27.09358703,33.70833333
2020-09-15,27.22693205,34.93228973,40.08333333
2020-09-16,54.7809624,40.47619622,44.375
2020-09-17,52.32977437,37.30802244,45.04347826
2020-09-18,54.8674282,55.94866699,49.875
2020-09-19,38.47701219,45.17765808,43.41666667
2020-09-20,39.41537058,32.35874449,35.79166667
2020-09-21,46.4522031,47.62917859,43.04166667
2020-09-22,28.55033922,32.52733214,37.125
2020-09-23,15.78839018,30.50852699,32.70833333
2020-09-24,19.61772328,32.15438659,28.81818182
2020-09-25,15.20019786,28.07366695,35.375
2020-09-26,17.90378733,27.05441158,29.5
2020-09-27,11.05132122,22.88709919,23.82608696
2020-09-28,26.07475476,27.71747963,34.25
2020-09-29,39.47640767,39.15921149,36.625
2020-09-30,25.72379149,34.40009119,31.66666667
2020-10-01,8.04893413,24.61954744,28.125
2020-10-02,48.10608381,36.65592828,43.83333333
2020-10-03,49.79673512,53.41655371,57.5
2020-10-04,17.52936791,29.10237893,28.58333333
2020-10-05,41.79306267,36.64821378,41.5
2020-10-06,22.29541212,39.13698334,34.83333333
2020-10-07,19.05498856,30.57190504,38.875
2020-10-08,,,
2020-10-09,11.28234786,28.83222052,30.45833333
2020-10-10,8.64102048,21.86882729,25.70833333
2020-10-11,7.91583709,22.83765193,26.0
2020-10-12,4.63891597,18.85364933,23.25
2020-10-13,35.60419094,37.43296079,33.29166667
2020-10-14,26.82690506,28.22568712,39.125
2020-10-15,17.62674415,28.56441377,30.20833333
2020-10-16,11.04312945,27.93060977,31.66666667
2020-10-17,17.00143081,36.3393545,35.0
2020-10-18,26.48886566,30.77401121,34.39130435
2020-10-19,35.88693719,36.61442103,41.70833333
2020-10-20,29.66427634,36.67200895,46.86956522
2020-10-21,15.12569009,28.46772091,32.20833333
2020-10-22,11.32238027,31.74021893,33.30434783
2020-10-23,18.87450397,36.37995594,37.0
2020-10-24,40.66320705,50.65864095,42.70833333
2020-10-25,44.52983314,35.66840434,44.5
2020-10-26,32.97510413,31.59201818,36.29166667
2020-10-27,32.59745502,30.61577371,33.5
2020-10-28,29.97323011,33.05858576,44.34782609
2020-10-29,28.31552733,32.28127753,32.2173913
2020-10-30,46.4711642,34.9542985,44.39130435
2020-10-31,30.71005266,31.64619784,27.83333333
2020-11-01,11.45521158,19.18874833,19.70833333
2020-11-02,16.07958882,14.4392887,21.83333333
2020-11-03,13.10985126,27.55932833,23.20833333
2020-11-04,17.10819461,23.23750795,24.875
2020-11-05,14.78080538,26.89219794,33.625
2020-11-06,18.7669634,34.46730844,32.58333333
2020-11-07,26.54749582,33.35800062,35.95833333
2020-11-08,34.54458624,30.06224022,33.54166667
2020-11-09,38.77319334,39.03041827,44.41666667
2020-11-10,28.91847301,25.07267424,31.375
2020-11-11,39.43032835,41.0286328,37.5
2020-11-12,58.19746695,36.9145509,49.82608696
2020-11-13,28.4178452,29.74101718,34.70833333
2020-11-14,25.90788393,21.63188632,29.0
2020-11-15,24.95072996,18.75745009,25.125
2020-11-16,18.6599216,19.86405032,24.29166667
2020-11-17,32.15919603,39.72096712,30.58333333
2020-11-18,17.80912976,24.13099819,28.45833333
2020-11-19,12.04110428,17.89073235,22.5
2020-11-20,47.12257059,29.73339363,41.20833333
2020-11-21,18.68800969,28.37716293,30.04166667
2020-11-22,2.55863441,12.54155361,19.33333333
2020-11-23,40.63328641,24.62997125,
2020-11-24,26.89122294,23.43336955,26.5
2020-11-25,33.62868749,28.53616826,37.33333333
2020-11-26,24.64702649,28.12439507,33.33333333
2020-11-27,34.20699144,32.16662023,33.68181818
2020-11-28,39.07740784,34.40052213,33.25
2020-11-29,29.47163441,28.57563362,33.125
2020-11-30,52.03179951,30.62564593,37.79166667
2020-12-01,60.32948125,35.76345183,55.70833333
2020-12-02,50.88531507,36.26706012,44.66666667
2020-12-03,33.14741673,32.78221854,33.61904762
2020-12-04,32.53547252,30.1267857,39.70833333
2020-12-05,29.23773726,22.19697656,33.34782609
2020-12-06,17.51250913,18.97886192,25.29166667
2020-12-07,24.36531763,25.98211673,38.52173913
2020-12-08,16.47499612,19.30567922,32.20833333
2020-12-09,29.40470007,26.24637867,35.2173913
2020-12-10,26.44554681,21.5329918,35.66666667
2020-12-11,25.64252794,20.70138311,42.22727273
2020-12-12,19.79331045,24.73134635,38.39130435
2020-12-13,19.30664902,20.23949667,31.90909091
2020-12-14,26.10643845,28.3067333,44.88888889
2020-12-15,13.42788905,23.13914622,34.61111111
2020-12-16,16.36050337,22.28677522,38.66666667
2020-12-17,18.27688319,24.17375428,36.08333333
2020-12-18,22.81123277,28.43743829,37.91666667
2020-12-19,31.79141179,27.19830302,37.25
2020-12-20,24.87173027,27.02679288,33.375
2020-12-21,18.37041139,22.67705608,34.70833333
2020-12-22,22.51068637,21.76266553,36.875
2020-12-23,27.76291939,23.94654994,42.5
2020-12-24,25.55339457,24.04734293,49.08333333
2020-12-25,7.37131715,12.16646208,22.83333333
2020-12-26,34.0945399,22.76816251,31.25
2020-12-27,29.3808351,24.90190844,30.45833333
2020-12-28,13.68753686,22.27481819,27.70833333
2020-12-29,19.46925277,20.32038615,29.70833333
2020-12-30,17.14268962,24.64974592,32.29166667
2020-12-31,10.24857923,17.51587027,30.0
2021-01-01,6.36984179,10.85025302,34.25
2021-01-02,7.99264959,12.78932045,25.16666667
2021-01-03,5.68964413,11.77555373,22.875
2021-01-04,17.10678929,20.66899284,28.54166667
2021-01-05,11.4571126,19.5771181,32.375
2021-01-06,7.20038026,21.1406418,41.33333333
2021-01-07,16.92888539,28.91677347,40.33333333
2021-01-08,13.4148323,25.7956358,31.71428571
2021-01-09,14.94575741,20.55708424,27.5
2021-01-10,4.58548296,8.32571627,18.5
2021-01-11,5.88948643,11.04971808,18.16666667
2021-01-12,19.91847124,21.18155664,29.04166667
2021-01-13,18.97602463,26.70774799,37.5
2021-01-14,11.52684359,20.31188269,31.35
2021-01-15,17.89371499,20.80363104,35.16666667
2021-01-16,12.48557531,19.67733675,30.375
2021-01-17,8.57523595,14.43730642,27.375
2021-01-18,15.74386949,19.64199265,34.66666667
2021-01-19,21.83028804,25.24774458,35.16666667
2021-01-20,18.10997659,28.58266953,41.16666667
2021-01-21,10.44954068,25.07932624,43.29166667
2021-01-22,14.73133039,25.03850541,40.70833333
2021-01-23,10.68795021,23.29257297,38.43478261
2021-01-24,7.49766508,16.76666629,22.22727273
2021-01-25,12.73307368,21.80318277,32.91304348
2021-01-26,15.60722592,22.54348345,35.70833333
2021-01-27,20.05203331,26.15003056,41.79166667
2021-01-28,13.2997643,22.38117955,46.5
2021-01-29,12.87289305,24.21739574,43.66666667
2021-01-30,6.47630409,21.73957964,40.20833333
2021-01-31,6.69131879,21.25852857,36.625
2021-02-01,15.72644213,25.2598038,42.75
2021-02-02,12.69244934,24.10451559,42.54166667
2021-02-03,8.81236791,21.24173014,35.52173913
2021-02-04,8.13837922,19.6022139,37.375
2021-02-05,7.75419407,24.09992422,49.91666667
2021-02-06,17.35629833,29.3459484,40.54166667
2021-02-07,10.61554787,21.00976444,38.08333333
2021-02-08,11.2446342,24.96232194,47.95833333
2021-02-09,13.50717492,31.36176837,42.875
2021-02-10,11.16828002,25.41194934,40.95833333
2021-02-11,18.74523186,24.4682607,50.58333333
2021-02-12,20.10783237,32.05563617,44.04166667
2021-02-13,19.35511995,28.55117246,40.33333333
2021-02-14,9.84173002,21.45686606,36.70833333
2021-02-15,18.76755619,32.01490937,44.29166667
2021-02-16,16.16144005,27.98278364,48.33333333
2021-02-17,17.08844713,27.93670832,44.54166667
2021-02-18,20.33069956,37.03753126,41.375
2021-02-19,8.13809305,30.4562356,28.95833333
2021-02-20,17.91645592,27.15512179,38.75
2021-02-21,7.61925409,24.17039446,29.79166667
2021-02-22,17.84737606,28.41518506,38.91304348
2021-02-23,,,40.16666667
2021-02-24,,,41.70833333
2021-02-25,,,42.0
2021-02-26,,,34.0
2021-02-27,,,35.375
2021-02-28,,,30.0
2021-03-01,,,39.79166667
2021-03-02,,,55.5
2021-03-03,4.59829879,34.30739536,54.41666667
2021-03-04,6.15361596,30.77987969,54.45833333
2021-03-05,9.41128158,39.23134525,50.33333333
2021-03-06,5.63517374,25.72626184,64.5
2021-03-07,4.32468022,19.36385216,47.0
2021-03-08,10.32838217,27.56938502,30.75
2021-03-09,22.11362339,24.59694164,38.70833333
2021-03-10,29.32284629,41.21128835,41.29166667
2021-03-11,35.82070551,33.77717014,38.45833333
2021-03-12,35.65599888,41.73262353,37.04166667
2021-03-13,20.29753264,28.69330457,38.875
2021-03-14,14.59874608,30.48626489,37.875
2021-03-15,21.04076997,40.12805687,41.54166667
2021-03-16,42.11977463,44.61764184,50.375
2021-03-17,30.90159485,44.34309085,38.52173913
2021-03-18,29.43876515,62.55889955,40.0
2021-03-19,28.98382828,39.53965999,38.70833333
2021-03-20,31.76020336,37.22383439,35.79166667
2021-03-21,36.15078054,33.57361448,43.70833333
2021-03-22,14.32466515,31.62136843,25.16666667
2021-03-23,29.51901175,41.72240657,46.58333333
2021-03-24,22.78252326,41.03823078,37.04166667
2021-03-25,22.04303622,30.6304175,40.66666667
2021-03-26,16.65680939,42.69301761,42.45833333
2021-03-27,15.76365135,31.12822782,38.15
2021-03-28,5.90445998,28.8348208,
2021-03-29,12.09905578,26.92762727,33.06666667
2021-03-30,15.70135388,29.90621935,33.875
2021-03-31,13.58424589,32.54937844,38.47826087
2021-04-01,6.60395504,34.47742578,31.54166667
2021-04-02,6.24321655,18.46243765,26.91666667
2021-04-03,12.56640959,27.30559283,29.45833333
2021-04-04,3.96593657,23.79268289,24.54166667
2021-04-05,9.45768285,39.00602763,31.45833333
2021-04-06,10.65532367,45.16526296,38.125
2021-04-07,10.74413663,31.343171,31.83333333
2021-04-08,9.36256025,26.78529188,30.70833333
2021-04-09,12.78374776,33.4997348,24.13043478
2021-04-10,7.09602935,25.2570731,28.79166667
2021-04-11,18.45823288,23.75308491,24.75
2021-04-12,10.44904438,25.96006325,29.70833333
2021-04-13,13.21685744,27.74701121,34.41666667
2021-04-14,14.84014371,32.12093336,38.41666667
2021-04-15,30.3032947,38.95054623,44.25
2021-04-16,,,41.41666667
2021-04-17,,,34.45833333
2021-04-18,,,25.5
2021-04-19,,,34.58333333
2021-04-20,,,37.20833333
2021-04-21,6.37746632,60.23536266,49.875
2021-04-22,11.12549171,33.83425084,48.83333333
2021-04-23,14.66930191,37.14599276,44.54545455
2021-04-24,11.97001884,27.02659087,47.75
2021-04-25,2.90632857,19.8327413,37.41666667
2021-04-26,26.64201541,47.86497832,55.2173913
2021-04-27,34.87343736,53.41066329,51.35
2021-04-28,24.7971023,38.1434073,45.45833333
2021-04-29,18.79996043,40.81297976,41.66666667
2021-04-30,23.82489102,31.86993669,34.33333333
2021-05-01,14.84536853,25.76737009,39.125
2021-05-02,14.00113933,21.37242548,29.79166667
2021-05-03,21.23728616,34.43734862,31.70833333
2021-05-04,15.22038684,32.26509165,29.625
2021-05-05,17.93309645,26.89989314,30.375
2021-05-06,29.61889202,27.0995652,41.0
2021-05-07,23.14481089,30.85491949,40.16666667
2021-05-08,12.68933478,30.22216088,27.41666667
2021-05-09,11.83850549,26.64941051,33.33333333
2021-05-10,34.0985225,41.19821289,42.45833333
2021-05-11,12.44584805,14.5525371,31.04166667
2021-05-12,11.5154668,15.98280941,31.5
2021-05-13,26.13778997,23.78880844,40.08333333
2021-05-14,15.91061767,17.40721323,41.6
2021-05-15,25.46169585,20.02823129,37.375
2021-05-16,,,
2021-05-17,,,
2021-05-18,35.29762791,41.08581888,39.21428571
2021-05-19,18.34775044,18.23896296,31.5
2021-05-20,14.85828488,16.94699567,31.83333333
2021-05-21,25.20203782,28.05036913,40.45833333
2021-05-22,17.13150257,21.28683676,25.70833333
2021-05-23,14.57377048,18.14823261,24.91666667
2021-05-24,17.18725006,21.45184305,29.72727273
2021-05-25,20.18720845,25.24999291,40.125
2021-05-26,17.36050408,32.88261433,38.38461538
2021-05-27,22.13842456,49.02456226,48.5
2021-05-28,33.86662176,29.64794413,46.58333333
2021-05-29,32.87953182,37.70606855,50.08333333
2021-05-30,25.8204574,22.73523946,38.79166667
2021-05-31,20.02162497,37.14999683,40.66666667
2021-06-01,38.90816755,28.93106206,31.33333333
2021-06-02,17.8141702,34.86028264,41.26666667
2021-06-03,15.02330579,23.55378706,31.41666667
2021-06-04,17.38417997,26.36668649,40.04166667
2021-06-05,20.72394118,29.76867505,42.95833333
2021-06-06,5.54041308,16.24940314,21.04347826
2021-06-07,13.66600125,24.99348071,32.58333333
2021-06-08,27.04198805,39.4370089,40.66666667
2021-06-09,30.31454825,46.59874766,48.125
2021-06-10,25.78388829,28.75693291,39.41666667
2021-06-11,17.84478413,27.73583725,39.47826087
2021-06-12,44.40599081,37.60105483,45.29166667
2021-06-13,26.0296004,35.51497759,45.41666667
2021-06-14,12.33099468,29.46097536,38.375
2021-06-15,21.10104443,26.88563589,40.79166667
2021-06-16,22.6401613,27.05079176,38.41666667
2021-06-17,19.36759924,34.81553905,42.91666667
2021-06-18,20.33051248,25.06626514,35.34782609
2021-06-19,30.87459831,29.49834091,38.91304348
2021-06-20,13.76342441,26.07059841,27.65217391
2021-06-21,23.27620621,30.50549481,35.0
2021-06-22,27.59863791,42.12515374,41.79166667
2021-06-23,27.64286732,26.36966382,42.6
2021-06-24,35.65358684,43.94721976,59.66666667
2021-06-25,32.76226641,42.18577384,36.5
2021-06-26,29.15725558,41.02665052,33.41666667
2021-06-27,35.4726321,22.97496973,27.20833333
2021-06-28,13.09907881,31.62313133,28.70833333
2021-06-29,31.2519408,32.63702341,32.33333333
2021-06-30,,,40.85714286
2021-07-01,,,42.08333333
2021-07-02,,,31.25
2021-07-03,,,31.91666667
2021-07-04,,,22.75
2021-07-05,,,24.625
2021-07-06,,,35.54166667
2021-07-07,,,36.08333333
2021-07-08,,,36.375
2021-07-09,11.10826498,26.69747618,38.31818182
2021-07-10,19.21854793,27.07624014,31.95833333
2021-07-11,10.08226031,13.64597793,20.875
2021-07-12,17.73688073,22.93227632,32.25
2021-07-13,31.20997013,23.27048585,32.25
2021-07-14,18.01763398,21.37420585,41.83333333
2021-07-15,13.71788677,24.68253373,41.83333333
2021-07-16,17.79373762,25.41588256,31.875
2021-07-17,12.31372196,24.26413206,25.0
2021-07-18,9.75664399,17.47789358,22.45833333
2021-07-19,7.98548499,15.80577553,25.20833333
2021-07-20,17.22251651,18.937395,21.66666667
2021-07-21,17.94157376,20.44700369,29.25
2021-07-22,18.83743916,18.62021847,33.95833333
2021-07-23,13.46833174,20.70242517,33.95833333
2021-07-24,18.24393216,34.31397571,40.875
2021-07-25,18.42251062,23.31164358,23.875
2021-07-26,23.31316165,23.79800684,33.63636364
2021-07-27,38.70253872,43.63955142,42.25
2021-07-28,34.00345441,32.75205038,44.25
2021-07-29,55.1491966,40.59676089,52.26086957
2021-07-30,21.24505189,30.49128196,35.04761905
2021-07-31,9.54819777,23.31157238,28.85714286
2021-08-01,8.15574393,19.17741878,23.55555556
2021-08-02,12.68415026,22.77962525,39.66666667
2021-08-03,15.97732205,39.26663842,55.88235294
2021-08-04,12.21290652,27.00273132,50.66666667
2021-08-05,11.25834949,34.26844743,50.94117647
2021-08-06,10.50507001,33.85150812,41.9375
2021-08-07,5.66715893,35.14782524,46.20833333
2021-08-08,6.63218272,27.03750345,30.09090909
2021-08-09,10.33237375,27.74222997,27.88888889
2021-08-10,18.81903196,42.74589664,38.91666667
2021-08-11,21.27448706,33.24711842,40.83333333
2021-08-12,21.07438414,33.41213326,32.16666667
2021-08-13,22.46640694,36.49014082,33.60869565
2021-08-14,18.46417327,42.44943604,34.36363636
2021-08-15,17.84830511,32.06698138,24.66666667
2021-08-16,39.83417783,32.90121483,33.41666667
2021-08-17,22.74047594,32.31750841,28.58333333
2021-08-18,16.54986161,37.3849787,34.875
2021-08-19,18.26668309,39.45139769,33.91666667
2021-08-20,20.87216045,46.10840418,36.95833333
2021-08-21,9.54973836,37.39209296,36.89473684
2021-08-22,4.08292858,23.17885446,27.125
2021-08-23,35.04866193,56.28179222,42.375
2021-08-24,35.46596319,44.5916168,39.75
2021-08-25,68.20295419,50.11110914,51.70833333
2021-08-26,18.72228158,42.83516736,40.22222222
2021-08-27,10.43369884,26.89266396,34.14285714
2021-08-28,16.22674933,29.03324209,26.94444444
2021-08-29,26.03801701,32.31350468,30.43478261
2021-08-30,22.81762545,36.06091764,33.38461538
2021-08-31,36.80000996,56.77269132,
2021-09-01,21.08371549,41.12549802,23.88888889
2021-09-02,18.37873881,31.90905658,30.55555556
2021-09-03,17.42955408,29.63775851,34.54166667
2021-09-04,23.54951889,37.9740835,39.54166667
2021-09-05,12.88708428,39.22378831,27.75
2021-09-06,38.10934344,52.28529197,
2021-09-07,21.56323277,52.82502003,45.0
2021-09-08,65.07276941,52.12613777,46.91666667
2021-09-09,51.90919387,39.94046405,51.625
2021-09-10,14.52672531,29.0089063,29.20833333
2021-09-11,25.73516163,39.08618538,41.86363636
2021-09-12,6.76177922,25.34025043,24.70833333
2021-09-13,15.42452482,28.95906935,27.5
2021-09-14,13.00821306,32.87141798,36.125
2021-09-15,9.82177952,32.06471704,32.66666667
2021-09-16,11.24323749,31.73268157,34.45833333
2021-09-17,16.55102676,35.98845213,36.20833333
2021-09-18,3.88860639,34.92984988,35.14285714
2021-09-19,4.108112,28.54387799,24.29166667
2021-09-20,14.08511604,31.0234805,36.25
2021-09-21,18.54975639,42.02743449,35.41666667
2021-09-22,13.46206655,34.99890367,34.91666667
2021-09-23,36.04740485,49.43735402,40.79166667
2021-09-24,24.04305365,33.82130521,34.0
2021-09-25,19.44446284,31.8368726,36.875
2021-09-26,13.3516029,27.90096962,27.125
2021-09-27,14.10532716,29.21898075,38.125
2021-09-28,46.62951621,42.00890898,46.41666667
2021-09-29,51.81861429,50.22793818,55.58333333
2021-09-30,16.89988148,38.04392482,34.7826087
2021-10-01,41.30199618,51.34215859,51.08333333
2021-10-02,33.58788708,36.27310097,39.625
2021-10-03,7.93189868,31.48831292,27.45833333
2021-10-04,19.34399489,38.0718811,36.5
2021-10-05,12.22719484,36.00768728,31.20833333
2021-10-06,11.65990864,30.12905788,33.33333333
2021-10-07,17.44078135,28.68116445,30.82608696
2021-10-08,17.62671349,33.10274904,36.29166667
2021-10-09,9.16855343,34.05253338,30.55
2021-10-10,29.52239475,33.1309632,34.95833333
2021-10-11,23.70431926,32.59121947,37.41666667
2021-10-12,17.27769212,35.16163067,39.0
2021-10-13,33.548459,45.92231009,47.65217391
2021-10-14,40.23708701,40.36080884,47.20833333
2021-10-15,45.48304198,56.35360798,60.79166667
2021-10-16,45.80175432,46.42859299,47.45833333
2021-10-17,31.57180807,35.66749547,34.375
2021-10-18,13.38196814,21.56666702,28.91666667
2021-10-19,9.55117017,25.47763874,31.54166667
2021-10-20,10.85362523,31.6406976,34.25
2021-10-21,27.238747,40.04637881,42.58333333
2021-10-22,51.73202584,52.38707763,50.70833333
2021-10-23,59.86636795,49.1938629,52.79166667
2021-10-24,30.35992747,32.46491781,40.29166667
2021-10-25,16.00680832,34.70936573,38.58333333
2021-10-26,22.87965931,38.78082362,38.33333333
2021-10-27,70.90279598,46.16308955,50.2173913
2021-10-28,78.76931058,51.17551405,62.75
2021-10-29,41.57870208,51.01501222,46.20833333
2021-10-30,34.40217317,38.65304112,39.375
2021-10-31,18.08115421,30.34578875,22.30434783
2021-11-01,18.57136773,25.46684982,28.95833333
2021-11-02,45.07650962,31.78899236,36.5
2021-11-03,36.00817329,37.92563913,43.29166667
2021-11-04,27.94768483,25.01313539,31.29166667
2021-11-05,28.7177824,29.11412373,36.625
2021-11-06,20.99677954,25.70415905,30.16666667
2021-11-07,27.09790279,22.56096354,31.0
2021-11-08,16.15532305,40.05375163,37.125
2021-11-09,37.11317632,51.97985322,45.65217391
2021-11-10,40.12230519,47.21043319,44.0
2021-11-11,34.13934166,38.35905285,52.04166667
2021-11-12,22.58540984,31.27291844,42.54166667
2021-11-13,10.44369964,31.09606477,31.29166667
2021-11-14,19.01528685,33.52428475,40.20833333
2021-11-15,33.22922263,31.5950582,44.0
2021-11-16,39.27274711,29.99742018,43.625
2021-11-17,20.16893412,29.16644544,38.79166667
2021-11-18,16.94939291,29.91045101,35.66666667
2021-11-19,23.04309604,35.10104192,35.80952381
2021-11-20,34.58807465,36.49314166,36.41666667
2021-11-21,26.14522764,41.7186941,38.4
2021-11-22,40.17453217,37.27881322,42.16666667
2021-11-23,69.58062734,39.78063889,46.25
2021-11-24,32.54951556,32.73495421,31.625
2021-11-25,53.12279151,45.61013158,43.66666667
2021-11-26,39.93998721,40.68734961,38.0
2021-11-27,20.59974973,31.17117587,26.92307692
2021-11-28,17.72361958,21.83976381,26.66666667
2021-11-29,24.9987052,31.67409076,37.30434783
2021-11-30,24.77092638,43.64066029,47.3125
2021-12-01,28.39843127,36.2280492,44.70833333
2021-12-02,20.31793099,26.42790205,40.625
2021-12-03,15.36450333,28.88343515,37.83333333
2021-12-04,32.51032999,27.8358992,38.16666667
2021-12-05,8.90738031,22.48493897,32.08333333
2021-12-06,13.05723079,26.55993116,39.20833333
2021-12-07,17.75925118,31.12498054,41.13043478
2021-12-08,12.47843626,27.37174842,41.375
2021-12-09,16.13871978,27.1503836,40.25
2021-12-10,19.11221338,28.2605141,38.95833333
2021-12-11,26.14998819,35.51533801,43.16666667
2021-12-12,28.10106965,27.01601963,34.08333333
2021-12-13,21.34781436,29.7681736,34.41666667
2021-12-14,13.66329884,31.03485705,42.08333333
2021-12-15,9.95279668,25.77604601,38.5
2021-12-16,15.05474418,29.24919286,36.54166667
2021-12-17,52.30133571,37.73157961,46.91666667
2021-12-18,68.77227428,63.12173172,67.125
2021-12-19,44.46709944,36.67540938,45.625
2021-12-20,36.54625428,29.06350121,37.25
2021-12-21,55.2988622,38.24277339,51.91666667
2021-12-22,20.21990064,21.41216687,30.20833333
2021-12-23,24.75708131,23.57103209,36.13043478
2021-12-24,9.37963366,19.71135671,28.625
2021-12-25,4.95587549,15.64672319,31.45833333
2021-12-26,9.08338608,18.15257325,27.83333333
2021-12-27,32.10887211,36.188529,39.83333333
2021-12-28,37.32674103,33.07498931,42.20833333
2021-12-29,66.91032618,37.48317589,45.66666667
2021-12-30,39.97351206,29.7253068,38.33333333
2021-12-31,16.96015958,22.82227846,33.31818182
2022-01-01,3.14404383,14.18833858,33.33333333
2022-01-02,16.31423718,20.69491916,27.70833333
2022-01-03,26.20445347,24.63819496,41.45833333
2022-01-04,28.55639898,22.94325172,37.5
2022-01-05,16.01056437,23.33043996,42.0
2022-01-06,20.31599931,28.71860835,44.375
2022-01-07,36.72464877,37.38996182,38.13043478
2022-01-08,29.41732245,20.32605092,41.83333333
2022-01-09,9.08662088,16.97020321,34.625
2022-01-10,5.98587128,19.0131326,32.70833333
2022-01-11,21.79148819,29.94487057,40.125
2022-01-12,13.1697692,25.28387695,37.29166667
2022-01-13,20.12634178,22.63303854,40.43478261
2022-01-14,17.01771214,17.84940225,29.13043478
2022-01-15,18.29873983,19.1303769,33.66666667
2022-01-16,15.53622891,20.16713177,34.20833333
2022-01-17,8.49334895,20.26596361,38.20833333
2022-01-18,15.30499932,26.68721848,37.54166667
2022-01-19,13.66521009,21.26026796,36.33333333
2022-01-20,19.63135571,23.97128771,42.25
2022-01-21,17.83297429,27.37539957,45.875
2022-01-22,13.42494042,29.3681217,41.29166667
2022-01-23,12.20560394,18.10447363,36.33333333
2022-01-24,9.07730997,20.6854622,42.75
2022-01-25,17.52894376,29.84391542,45.75
2022-01-26,26.70657859,25.3537973,45.83333333
2022-01-27,22.03396549,23.52255639,44.625
2022-01-28,21.78992955,28.35050795,43.04166667
2022-01-29,18.11414657,28.28160617,46.95833333
2022-01-30,10.77577534,20.226083,36.5
2022-01-31,15.09136239,25.94605147,45.17391304
2022-02-01,18.47130349,25.07507648,45.72727273
2022-02-02,11.81005354,23.28728428,48.29166667
2022-02-03,11.46122126,27.06009985,53.33333333
2022-02-04,27.79247054,31.62059276,58.08333333
2022-02-05,18.0120229,36.17266295,50.75
2022-02-06,30.00494242,29.39738577,40.25
2022-02-07,8.4398444,23.83979921,32.08333333
2022-02-08,33.65638517,36.27278757,43.16666667
2022-02-09,51.95926942,35.44120238,54.04166667
2022-02-10,51.00231475,37.43088449,56.25
2022-02-11,28.12314602,27.31883805,38.45833333
2022-02-12,15.90352972,24.90935961,42.45833333
2022-02-13,18.44805176,25.04637968,39.09090909
2022-02-14,38.69300806,38.47972108,47.20833333
2022-02-15,23.79112307,22.04190109,43.44444444
2022-02-16,17.2595251,27.37072359,47.29411765
2022-02-17,8.11377837,28.2945184,48.70833333
2022-02-18,34.07622957,43.01443552,43.25
2022-02-19,42.20845625,37.07278167,47.875
2022-02-20,8.54656221,23.74379585,36.04166667
2022-02-21,22.63349239,31.4401898,41.20833333
2022-02-22,21.28859652,36.99418004,52.95833333
2022-02-23,17.00882537,31.91211298,57.08333333
2022-02-24,14.90204925,29.998823,64.91666667
2022-02-25,9.66972848,26.92324432,66.375
2022-02-26,6.73792448,31.98450138,57.70833333
2022-02-27,4.58339286,27.94465809,40.41666667
2022-02-28,16.99564176,37.07711823,34.17391304
2022-03-01,13.23863012,24.36328774,26.0
2022-03-02,27.97414071,41.57898524,41.83333333
2022-03-03,24.45127751,29.21592506,38.04166667
2022-03-04,29.30043008,29.66952981,39.70833333
2022-03-05,24.2793884,37.52774189,33.95833333
2022-03-06,57.42727083,26.37507787,38.54166667
2022-03-07,45.93048208,22.62369911,42.45454545
2022-03-08,20.34514319,26.42623318,34.20833333
2022-03-09,29.80627548,29.72623236,42.29166667
2022-03-10,10.63074582,22.65506298,32.58333333
2022-03-11,16.25024125,22.70444756,37.375
2022-03-12,15.18425381,27.41569545,34.66666667
2022-03-13,13.85513846,20.33817181,
2022-03-14,28.99461095,38.08277971,35.54545455
2022-03-15,28.77458716,39.62855379,44.125
2022-03-16,20.18868021,47.33965087,46.95833333
2022-03-17,41.0016246,49.22010262,43.875
2022-03-18,38.59285695,38.09833237,60.58333333
2022-03-19,19.39161751,31.82104572,57.79166667
2022-03-20,18.2486796,31.92306644,39.83333333
2022-03-21,10.88462925,27.32595232,42.79166667
2022-03-22,39.55270648,40.84518096,53.56521739
2022-03-23,34.72609799,34.33397086,55.41666667
2022-03-24,30.55473615,37.71820511,62.20833333
2022-03-25,45.35436022,48.26788054,62.70833333
2022-03-26,34.13566515,38.06312147,54.86956522
