Fecha,CO,DViento,HAire10,NO,NO2,O3,P,PLiquida,PM2.5,SO2,VViento
2019-02-21,643.99244785,102.76190476,85.77706124,,,31.42378635,23.12141708,0.0,21.625,25.96799767,2.19571429
2019-02-22,624.91119013,20.0,,,,35.43759465,19.17125,0.0,21.95833333,33.38742558,1.2
2019-02-23,601.05961796,,,,,31.79165066,,0.0,25.20833333,35.4059464,
2019-02-24,543.81584483,,,,,39.9173644,,0.0,31.5,20.11974273,
2019-02-25,601.05961797,,,,,36.63928471,,0.0,37.36363636,30.75789304,
2019-02-26,667.38406123,121.92307692,74.97451389,,,36.61476043,22.72375,0.21375,48.5,37.09713953,2.06538462
2019-02-27,693.13145671,186.0,91.65079728,,,35.54386656,19.87597917,0.09833333,42.54166667,14.47879534,1.44125
2019-02-28,604.05919167,120.66666667,87.61398452,,,28.88143527,20.38467371,0.52708333,32.83333333,28.4993319,1.51833333
2019-03-01,705.10017561,144.58333333,94.58024877,,,29.16755195,21.48075,0.1575,37.04166667,35.00224224,1.89375
2019-03-02,596.18912692,108.625,93.06188645,,,30.41011583,21.75954861,0.01708333,32.625,18.50492607,1.56208333
2019-03-03,461.42774433,147.625,86.87454223,,,37.70200382,21.38156944,0.38916667,25.54166667,29.11034361,1.73625
2019-03-04,561.12254556,112.83333333,91.4174115,,,37.11342093,21.71547436,0.00958333,31.47826087,25.10603472,1.86625
