Fecha,CO,DViento,HAire10,NO,NO2,O3,P,PLiquida,PM2.5,SO2,VViento
2019-03-05,529.09465449,88.25,92.12000521,,,38.13526622,22.29847222,0.10416667,46.33333333,24.02585331,1.69833333
2019-03-06,489.45970203,93.875,88.88126888,,,40.08903441,22.36520687,0.00125,41.20833333,21.43996446,1.581875
2019-03-07,582.45062137,72.85714286,97.01654167,,,36.60658567,22.08251042,0.00958333,34.375,28.07380588,1.53428571
2019-03-08,581.26281308,124.8,97.77433068,,,39.6802963,20.92447514,0.00166667,31.5,22.41103664,1.38
2019-03-09,584.22994867,,,,,46.36725187,,0.0,30.04166667,27.20093201,
2019-03-10,523.04112548,,,,,33.81899171,,0.0,21.58333333,33.82386251,
2019-03-11,624.48663209,147.25,96.59773906,8.76067853,36.27801828,26.25733657,21.60678956,0.1,22.95833333,36.83527737,1.735
2019-03-12,492.77825074,120.41666667,91.80147222,8.77332765,18.5812079,39.60672344,23.07566667,0.00416667,24.20833333,25.94617582,1.85833333
2019-03-13,505.9538592,80.29166667,90.08300695,6.81819663,19.35070749,46.89043666,24.10144444,0.00541667,29.70833333,32.38362062,2.24166667
2019-03-14,579.31175448,74.95833333,95.48808333,7.53095695,25.08441904,44.73229941,22.20826389,0.00291667,50.0,24.59322132,2.3675
2019-03-15,635.26992786,85.20833333,94.80270833,12.75304695,23.98709892,44.01292032,22.09697917,0.00541667,52.875,32.187224,2.2225
2019-03-16,615.53956666,78.08333333,95.63735376,3.72323696,18.74402858,51.23123545,21.90356559,0.00041667,58.625,16.11543385,1.75833333
2019-03-17,678.26715697,,,3.77633269,18.81419965,53.0869065,,0.0,64.125,31.88171815,
2019-03-18,614.37833583,,,7.8096252,25.16883431,38.47860624,,0.0,36.08333333,20.69849606,
2019-03-19,570.6059307,172.55555556,89.12570833,4.16228088,29.57604934,43.52243459,21.17150441,0.22291667,23.91666667,22.50876057,1.89111111
2019-03-20,,122.625,96.51581944,10.71041496,31.56039576,36.51666328,21.41313194,0.00208333,29.66666667,21.99642156,1.43916667
2019-03-21,,125.79166667,95.79506076,16.27063123,25.19878003,30.98234919,20.66328046,0.21541667,24.66666667,17.62114128,1.68458333
2019-03-22,,99.45833333,96.70468056,21.79159039,25.23333278,34.01518601,20.96857639,0.0,27.375,22.25828372,1.70791667
2019-03-23,,72.45833333,95.43967361,5.48422141,18.7194499,43.4979103,21.73602778,0.01375,28.125,19.35597809,1.90666667
2019-03-24,,116.5,96.53059028,6.7622647,26.05299296,34.62011842,20.66852778,0.11708333,29.70833333,29.56860239,1.56125
2019-03-25,,183.83333333,93.9169375,9.04641837,26.96093894,38.0943924,21.152625,0.00166667,22.41666667,36.27882027,1.79291667
2019-03-26,,86.375,96.53153338,12.31082444,30.64177838,36.04252706,21.27180859,0.00541667,39.77272727,43.66551541,2.195
2019-03-27,,79.625,94.38954226,6.98663631,22.67976702,43.10552171,21.74899306,0.00125,44.58333333,24.95328179,2.03166667
2019-03-28,,72.33333333,93.68161458,6.46919571,20.76831045,48.54991341,22.46240278,0.03,40.83333333,26.04437413,2.52166667
2019-03-29,,121.84210526,96.10195614,6.20467735,26.71536472,43.50608506,21.03733333,0.02833333,16.04166667,29.1539873,1.77526316
2019-03-30,,,,7.62935546,26.91218765,44.09466795,,0.0,24.08333333,34.14027929,
2019-03-31,239.1644842,,,3.92824064,18.65723928,47.78148575,,0.0,23.5,35.04588593,
2019-04-01,,,,8.28887385,35.77337275,40.0481606,,0.0,14.79166667,39.61756283,
2019-04-02,,126.57142857,93.04074249,26.38913461,49.28211893,22.476509,20.47012288,0.0,15.06666667,27.1027337,1.62142857
2019-04-03,,111.95833333,87.061727,18.57999898,27.99408968,36.41856613,22.16764683,0.0,20.45833333,,2.41333333
2019-04-04,,125.58333333,90.12305445,17.48072834,35.50409465,43.301716,21.23247585,1.15916667,28.25,,1.40875
2019-04-05,,122.82608696,93.19664853,6.56143101,30.48721555,44.13554176,20.2055046,1.44,19.43478261,,1.7973913
2019-04-06,,152.65217391,86.68029444,12.37153958,39.9317671,36.78643044,20.74760805,0.17291667,17.75,,1.54826087
2019-04-07,,94.95833333,89.88307993,12.79786915,31.47786091,42.82757979,22.13817465,0.01208333,25.66666667,,1.64583333
2019-04-08,,105.5,87.71986287,9.89924613,30.83597894,48.14935006,22.51497778,0.13791667,30.45833333,,1.86833333
2019-04-09,,168.25,94.39347631,27.05855369,46.33042714,27.37727901,20.60409524,0.32375,31.60869565,,1.06166667
2019-04-10,,152.625,91.07126298,29.63943531,46.24448403,34.04788506,20.58816667,0.12541667,28.58333333,,1.61916667
2019-04-11,,125.45833333,87.1320293,11.30142305,28.22124463,36.99897426,22.37061806,0.00416667,19.33333333,20.88350737,1.79
2019-04-12,,106.79166667,86.60122462,13.27581757,25.78195367,39.55767486,23.5085,0.055,23.125,28.48842097,2.16291667
2019-04-13,,103.16666667,90.03227299,6.88805916,25.48961076,45.66422231,23.28004167,0.06333333,22.86956522,28.67390667,2.16041667
2019-04-14,,120.25,87.27520833,5.1843813,22.70704881,45.14921229,22.83368801,0.02125,23.125,42.32347183,2.11416667
2019-04-15,,131.04166667,84.30408603,6.404469,27.47774153,46.79233952,22.87066667,0.44958333,14.29166667,39.63640897,1.995
2019-04-16,,90.54166667,88.3414693,8.51482742,25.86927575,44.77317322,23.37234722,0.00125,18.29166667,,2.29333333
2019-04-17,588.44517196,92.125,96.78019227,6.65875614,28.94628042,38.04534383,21.76278472,0.00583333,15.0,,1.67791667
2019-04-18,419.11028504,160.83333333,92.83120434,5.19491869,17.20904812,43.08099742,20.93560668,1.02458333,9.95,,1.44833333
2019-04-19,418.25162845,161.95833333,92.76681746,7.42107077,18.70960119,34.2113803,20.60387067,0.08208333,9.70833333,,1.56291667
2019-04-20,417.19261863,183.20833333,95.09064654,6.95544832,20.03447585,35.36402179,20.45930015,0.51041667,11.5,,1.30708333
2019-04-21,361.26068196,104.0,96.38467174,5.15279471,20.18621806,34.26042888,20.9083362,1.42416667,10.0,,1.42
2019-04-22,326.11300526,104.29166667,94.38043184,7.352634,23.18208252,36.28776993,21.00511388,0.5825,9.625,35.08952962,1.45375
2019-04-23,347.04514497,161.33333333,90.47824663,10.47349253,23.97334833,36.34499327,20.85197885,2.15333333,11.58333333,12.01292665,1.5125
2019-04-24,362.49142308,94.04166667,93.95028338,14.56602842,23.88311943,30.58178584,21.12043675,0.20875,11.875,8.26736252,1.78583333
2019-04-25,392.9077897,89.17647059,93.62251021,12.63555788,30.92662218,19.80408302,20.87649115,0.0075,12.625,4.45165675,1.21352941
2019-04-26,333.14921903,132.79166667,93.10681634,9.21798554,23.63168353,29.67438722,22.14385102,0.65541667,9.41666667,11.95837204,1.76833333
2019-04-27,303.73068995,75.75,94.37623985,14.50233398,18.10428558,24.8839765,22.52910142,0.00125,14.60869565,12.41226645,1.50791667
2019-04-28,250.6800232,118.58333333,87.75872655,10.65447281,15.92812831,28.54627002,23.10634028,0.0,12.91666667,24.71026577,1.55083333
2019-04-29,346.37730094,118.58333333,75.48556143,29.16955601,25.50755782,20.07424361,23.632875,0.0,16.91666667,23.417959,1.7225
2019-04-30,306.26372692,101.58333333,77.17087083,,,28.55444478,23.9403125,0.0,23.04166667,,1.78291667
2019-05-01,280.70355258,152.04166667,72.62772396,,,36.28776993,24.0323125,0.0,23.375,,1.72875
2019-05-02,,107.29166667,74.95693885,,,30.43464011,23.86790278,0.0,24.08333333,,1.44333333
2019-05-03,,91.25,85.51798341,6.3671192,30.92084563,30.67170822,23.27194244,0.0,25.54166667,,1.59583333
2019-05-04,,79.70833333,90.55258333,7.26019429,21.89342948,35.09425464,22.81445139,0.0,18.16666667,,2.4025
2019-05-05,,93.41666667,80.38755555,7.46828457,20.22927971,34.41574936,24.86598611,0.0,15.54166667,,2.38875
2019-05-06,,107.20833333,79.94680392,11.80858178,23.36789953,33.59827313,24.87456944,0.0,16.08333333,,1.91416667
2019-05-07,,97.41666667,88.89800694,10.27164142,27.69853581,31.47283493,24.55121528,0.00416667,12.04166667,28.5026891,1.99375
2019-05-08,626.68574708,156.16666667,99.91711111,23.06884203,43.72672293,12.77938298,20.38842376,0.46125,15.625,9.96454435,1.31458333
2019-05-09,594.17946162,159.875,96.14465686,28.99632289,33.86700729,16.43944702,20.69715766,0.93875,16.625,24.47320116,1.31625
2019-05-10,726.07047785,138.04166667,96.92491937,12.70094587,35.34067953,27.62252188,21.20921315,0.47208333,12.79166667,11.64195526,1.68083333
2019-05-11,592.35856445,107.70833333,98.33259722,13.73006176,26.15988069,18.85100191,20.14482664,1.06958333,8.54166667,28.51024282,1.23208333
2019-05-12,532.52928089,120.70833333,89.50912948,7.66188723,18.94388607,22.91385878,22.08025294,0.11125,6.19047619,23.97129869,1.44208333
2019-05-13,627.05783159,142.20833333,94.39367692,21.59401705,27.7412748,17.03620467,21.47934069,0.78583333,9.83333333,60.78475421,1.54958333
2019-05-14,508.72541188,147.66666667,93.83809028,12.05675558,21.92850433,24.14824789,22.0723332,0.13916667,5.38095238,13.80231809,1.90875
2019-05-15,533.51196568,92.58333333,95.42893339,14.25447557,20.36299337,18.45043855,21.67297891,0.00416667,5.66666667,17.89391436,1.95
2019-05-16,601.87534175,154.58333333,94.75080556,23.27265457,26.94957806,14.92711599,21.61347917,0.1325,14.41666667,31.08522074,1.77958333
2019-05-17,416.21470418,143.625,94.57818056,12.65605398,25.91714032,19.51315765,21.81694044,0.09708333,9.52173913,24.33135916,1.83208333
2019-05-18,452.38322818,98.16666667,96.77619444,12.70912416,24.0850924,16.4884956,21.30914583,0.06541667,8.08333333,20.34887212,1.70041667
2019-05-19,394.69104548,159.95833333,97.14421528,9.71193283,26.88403112,20.59222628,20.27138618,0.34958333,7.91666667,25.31334227,1.15291667
2019-05-20,541.24236387,128.45833333,94.73993056,13.90533155,28.76463167,20.4369058,22.07554504,0.37708333,10.9047619,25.35698596,2.14375
2019-05-21,428.05462458,145.58333333,93.71529966,8.99528587,26.14852384,26.11836561,21.99703015,0.455,9.125,,2.05166667
2019-05-22,546.21531295,176.54166667,92.86976304,15.68524816,32.84736289,19.56220623,21.51092989,0.77958333,9.0,,1.80166667
2019-05-23,507.41357542,104.33333333,99.15422222,24.97634265,32.54710007,7.00577131,19.86599531,0.40916667,12.29166667,36.66070259,1.01375
2019-05-24,417.43113436,82.25,91.79899722,20.45185589,24.52366944,15.40942697,22.44953979,0.44875,11.52173913,,1.80833333
2019-05-25,530.07256893,137.91666667,98.49265873,22.09517122,27.06825618,10.35742386,19.66730504,0.9225,9.66666667,,1.12041667
2019-05-26,408.62098581,111.125,93.93311111,7.53838217,17.46613311,22.77488782,22.17871714,0.00708333,6.41666667,,2.44
2019-05-27,,108.83333333,94.36235507,11.18293302,24.52195355,22.48877114,21.57536922,0.42916667,7.5,,1.64166667
2019-05-28,,93.45833333,99.98972798,23.22578315,23.26471139,7.77419897,19.75089595,0.33166667,8.25,11.92927624,1.44708333
2019-05-29,,101.25,95.10268627,26.84945158,23.68779845,15.93261176,21.27847568,0.315,15.66666667,22.02915433,1.60333333
2019-05-30,,171.66666667,98.71361364,28.24386598,27.9834888,9.44185048,19.99659754,0.38583333,12.29166667,16.85737664,1.04583333
2019-05-31,232.2952314,157.375,96.94697222,30.28939038,22.26377855,9.76066621,21.05098611,0.44333333,12.33333333,17.34836819,1.4025
2019-06-01,,181.91666667,96.04971528,8.78711666,21.11842932,18.37686569,20.62163899,0.34833333,8.16666667,5.61912555,1.55
2019-06-02,,131.91666667,96.00225287,13.8567022,19.97767145,18.15614711,21.27730642,0.00208333,8.25,11.26007294,1.54291667
2019-06-03,,112.625,83.21296814,10.5452663,18.33048465,16.93810752,23.62500694,0.00125,6.66666667,27.60463618,1.80791667
2019-06-04,,104.5,80.60406875,14.16284838,20.13695101,18.1152733,23.98345451,0.08375,11.54166667,13.03855345,1.79166667
2019-06-05,,116.04347826,91.5828785,10.21450393,20.0471687,17.72288471,23.18765218,0.01916667,5.20833333,13.387703,2.53521739
2019-06-06,,143.41666667,90.94441729,19.8676598,23.98590015,15.55657269,22.48161111,0.00083333,11.54166667,17.09741695,1.5675
2019-06-07,,177.83333333,98.74023913,14.09437381,47.64896636,17.69018566,19.62041281,0.72875,11.54166667,11.70523861,1.33708333
2019-06-08,,89.45833333,92.98165972,17.37744974,26.27615201,22.46424685,22.56321922,0.05125,12.33333333,17.85423828,1.86791667
2019-06-09,,120.29166667,91.71292141,5.08132578,15.31422034,23.0610045,23.14136617,0.04166667,7.25,7.1357439,2.13291667
2019-06-10,511.08281455,69.125,92.09017631,10.16964968,19.66276927,16.73373847,22.19753058,0.01125,7.25,7.30133321,1.89416667
2019-06-11,483.37596102,91.70833333,89.69038581,14.95023912,17.6669935,17.89455472,23.1845,0.0,9.05,20.89660048,2.27458333
2019-06-12,583.58118589,127.29166667,94.54846689,9.38095285,23.11077679,19.85827479,22.48769841,0.2875,7.25,15.8124459,1.65958333
2019-06-13,623.92850532,98.75,96.65011111,18.33551334,22.75733442,12.55643492,21.74810697,0.24916667,8.375,16.87919848,1.90625
2019-06-14,658.41310832,119.54166667,95.7100243,22.14898238,24.03173899,14.43663026,22.2110967,0.02583333,11.375,19.99260676,1.91583333
2019-06-15,603.02021719,126.95833333,96.69395051,8.81791233,21.61283921,18.87552619,21.6728882,0.16916667,11.70833333,12.99788546,1.84916667
2019-06-16,526.6474832,100.54166667,89.64860526,4.65586674,14.78521579,24.84310269,23.01239209,0.01541667,8.94736842,18.06848913,1.61833333
2019-06-17,581.73507419,164.125,77.31768627,16.602341,22.3152677,18.13162282,24.006,0.0,9.79166667,23.42575252,1.43708333
2019-06-18,611.7594332,155.41666667,76.95545658,20.31552405,22.60570191,19.35783717,24.07225,0.0,17.0,55.30984261,1.50958333
2019-06-19,547.39358064,128.875,88.64321891,19.51713602,24.91481283,16.32500035,22.97536806,0.0,16.27272727,34.48248552,1.57833333
2019-06-20,671.7604481,196.75,75.13036174,23.38222392,26.45079619,16.74191323,23.08166667,0.0,23.20833333,34.4705827,1.11833333
2019-06-21,717.1786118,130.91304348,82.57543969,22.18142239,27.44573518,18.86735143,23.41903472,0.0,23.90909091,51.77233149,1.78782609
2019-06-22,614.13027951,,,15.43787151,23.38979861,22.93020831,,0.0,18.41666667,30.89973504,
2019-06-23,533.61214225,,,6.4952121,19.92433798,21.09088678,,0.0,12.41666667,19.08320501,
2019-06-24,552.16389508,,,7.17143908,17.97292245,21.08271202,,0.0,16.08333333,39.67211745,
2019-06-25,491.77648472,146.64705882,86.35680805,10.00771166,20.44508196,23.19997546,23.7626336,0.00166667,19.25,25.25878765,1.51117647
2019-06-26,490.20705127,71.875,79.30689935,10.42870703,21.17896821,21.64961402,24.10602778,0.0,17.56521739,28.62354856,2.24833333
2019-06-27,505.32417769,84.20833333,88.21243767,11.87837788,24.75486729,20.15896388,23.27622222,0.0,17.04166667,,2.17
2019-06-28,660.31646383,143.45833333,80.66978818,19.46932942,32.42320378,18.12344806,23.3134408,0.0,21.04166667,,1.62166667
2019-06-29,744.14519922,148.83333333,88.33185739,22.95538843,27.72852711,12.88342542,21.61211806,0.01,20.45833333,,1.41333333
2019-06-30,529.57645625,97.95833333,87.54208841,15.35016257,19.59226981,22.21900398,22.48001413,0.0,16.04761905,,1.95375
2019-07-01,395.73097402,145.91666667,93.29880556,7.09865301,19.18454159,18.2460695,21.66388889,0.25375,13.31578947,,1.81875
2019-07-02,483.79097836,155.66666667,90.92229386,21.95094401,23.52243886,13.68455212,21.46745368,0.64833333,22.41666667,,1.25083333
2019-07-03,421.34279219,137.29166667,93.68989984,12.20157936,24.86893695,17.28144754,21.38363877,0.72791667,17.625,,1.82666667
2019-07-04,394.87708775,140.625,89.91517725,17.59221915,22.42576905,16.07975748,22.92011111,0.0075,18.29166667,,1.65708333
2019-07-05,281.9875968,167.33333333,91.79771528,10.99869563,26.17689485,25.03929698,21.79694444,0.64458333,15.08333333,,2.20791667
2019-07-06,351.33938201,174.16666667,79.02666667,14.09800548,27.56578955,20.94374106,23.01370833,0.0,12.29166667,,1.54541667
2019-07-07,530.9932396,165.875,74.2849686,7.14643452,20.46410522,22.66861591,23.33397031,0.0,12.0,,1.50541667
2019-07-08,,115.75,87.41521137,15.36510634,24.79986422,22.41519828,22.59186806,0.03125,15.0,,1.92083333
2019-07-09,,65.54166667,94.59690972,7.68650341,20.41994846,16.49433471,21.5617601,0.13625,13.72727273,,1.96541667
2019-07-10,,78.375,92.18284722,7.39040886,14.35158682,,22.31047917,0.02125,14.38095238,8.72414464,2.28
2019-07-11,,97.79166667,91.31951859,4.74805809,15.93965843,,22.48313831,0.17416667,13.375,9.49250335,1.78666667
2019-07-12,,72.875,92.91468056,7.52722134,17.20654872,,22.57971528,0.0325,16.25,14.48970626,2.07166667
2019-07-13,,141.29166667,93.68250725,8.36142727,20.37710437,,21.4641362,0.33625,16.29166667,24.28771547,1.35958333
2019-07-14,,100.0,88.13635417,5.2192818,14.48183937,,22.49014353,0.65583333,13.375,24.62595409,1.54208333
2019-07-15,,158.625,93.58036111,7.19572532,19.47633772,,21.27896328,0.41083333,17.16666667,22.0182434,1.77833333
2019-07-16,,105.83333333,91.64029167,12.37322597,21.45770441,,21.65359299,0.06083333,17.5,34.12936837,1.74
2019-07-17,,123.0,81.17145139,9.45022696,22.98688691,,23.76689583,0.00166667,17.875,33.57291127,1.96541667
2019-07-18,,146.41666667,73.2902449,12.09439419,24.18553043,,24.42302083,0.01291667,17.75,56.46402854,1.74333333
2019-07-19,,90.41666667,83.86310417,12.39277203,20.45932917,,23.71790972,0.04208333,16.41666667,27.32095217,2.28875
2019-07-20,,130.45833333,79.15979806,13.52360444,20.67647535,,23.96903472,0.0,17.875,57.59829019,1.80416667
2019-07-21,,113.95833333,82.53616886,8.44429033,18.15263593,,23.7348538,0.13,18.66666667,43.61712783,1.52583333
2019-07-22,,105.70833333,95.34297853,9.84621284,20.14403461,,22.12928472,0.03833333,15.79166667,40.30495101,2.21375
2019-07-23,,140.875,93.44596528,14.73369133,25.14071081,,21.28144445,0.65708333,14.16666667,46.74239581,1.41208333
2019-07-24,,102.375,95.62131945,14.86695657,20.95231347,,20.91139583,0.05708333,15.625,22.05593568,1.58625
2019-07-25,,103.41666667,94.93715972,15.99069052,21.77767385,,21.46513889,0.13541667,17.66666667,21.46178631,1.9525
2019-07-26,,126.75,90.81843707,10.13732452,26.68075923,,21.82750694,0.00791667,15.33333333,27.72465634,1.72666667
2019-07-27,,96.58333333,76.70486708,9.52535307,23.32742345,,22.58759722,0.01875,18.75,33.79112974,2.22416667
2019-07-28,,104.16666667,89.75469565,10.27932117,19.26732981,,22.55985417,0.0,20.16666667,32.94007772,2.08333333
2019-07-29,,126.125,80.75587255,12.89207701,22.86001328,,23.38681944,0.00083333,19.20833333,51.27042901,1.94791667
2019-07-30,,111.79166667,87.23392881,13.74199192,27.0338523,,23.3400625,0.12458333,25.20833333,62.93420612,1.78083333
2019-07-31,,112.29166667,83.01447332,14.86697234,25.61883491,,23.31570139,0.00041667,22.66666667,36.98803029,1.51916667
2019-08-01,,95.70833333,92.15874455,18.69997284,27.78527667,,21.90911111,0.0,28.91666667,32.09993661,1.67791667
2019-08-02,,127.54166667,94.18611806,13.9606147,27.76421493,,21.64196528,0.54791667,21.75,45.16031191,1.95541667
2019-08-03,,147.375,92.25061149,16.03807097,22.61884953,,21.81329167,0.01666667,19.70833333,38.31916295,1.765
2019-08-04,,105.70833333,81.22512727,8.21893867,16.70149741,,23.58763889,0.0,15.625,25.52064981,1.75958333
2019-08-05,,96.41666667,76.05285626,12.68027156,25.15389436,,24.13660417,0.0,20.5,66.88396038,1.9625
2019-08-06,,156.54166667,75.43754167,9.27911128,34.94808016,,23.70183333,0.0,37.45833333,41.63608366,1.85666667
2019-08-07,,121.20833333,78.83186806,4.57503683,28.71806997,,23.19700694,0.0,35.375,66.01108651,1.84583333
2019-08-08,,132.91666667,86.37728472,12.42921411,29.84147087,,23.10347917,0.00083333,32.66666667,45.91316563,2.20291667
2019-08-09,,111.83333333,76.93929727,13.91990094,29.77515467,,23.77902778,0.0,24.125,39.89033592,1.815
2019-08-10,,132.625,82.3756594,17.8949094,27.82642158,,23.39084028,0.0,27.41666667,72.0230053,1.88208333
2019-08-11,,126.08333333,77.34218055,4.75638239,20.42800373,,24.81163889,0.0,20.375,51.13949793,1.83625
2019-08-12,,88.25,77.84495833,13.95428192,25.72763156,,24.43886806,0.00041667,20.83333333,40.3485947,1.62375
2019-08-13,,107.75,91.89389583,13.24624442,26.39403095,,23.27788194,0.0575,25.0,43.41456417,1.86458333
2019-08-14,,103.29166667,78.64676984,7.95493401,22.87154551,,23.94465972,0.0,23.25,29.14307638,1.90875
2019-08-15,,132.0,69.50503472,11.58426858,30.55786568,,23.82738194,0.0,33.41666667,53.52899015,1.99958333
2019-08-16,,87.04166667,90.34770996,8.36690344,33.47781147,,20.55205556,0.0625,37.58333333,34.94768762,2.07541667
2019-08-17,,103.79166667,91.05522222,5.98801678,21.5077892,,21.08970833,0.04208333,29.875,21.00352753,2.15208333
2019-08-18,,57.95833333,87.81026389,3.22927596,15.25779758,,23.43798611,0.03916667,25.875,16.94466402,2.29916667
2019-08-19,,139.20833333,67.93945796,5.19601628,21.21259655,,24.0008125,0.02958333,22.375,33.15829618,1.81958333
2019-08-20,,128.16666667,74.09248585,18.07301688,27.85518646,,23.21509028,0.0,25.66666667,44.45110189,1.7925
2019-08-21,,109.5,71.69352603,10.40531128,34.17691647,,23.90227083,0.0,28.0,45.07302453,1.75541667
2019-08-22,,133.70833333,83.14883333,25.90725537,39.10747638,,22.56338194,0.0,37.5,67.69706137,1.95125
2019-08-23,,109.41666667,87.56026389,18.4151876,36.90351237,,22.54015972,0.01875,33.58333333,54.2054674,1.75583333
2019-08-24,,131.625,73.98450694,16.01024753,31.83366022,,23.82525,0.0,26.25,47.97533015,1.90291667
2019-08-25,,139.41666667,70.89153472,7.14875969,26.51524764,,23.923375,0.0,21.125,41.46150888,1.68208333
2019-08-26,,137.2,73.84382686,15.88877637,33.63827749,,23.90337755,0.0,28.04347826,62.95602796,1.652
2019-08-27,,,,18.27814543,37.4258387,,,0.0,30.375,58.86443169,
2019-08-28,,117.0,80.4493141,21.03712514,37.84519626,,24.01048718,0.0,32.33333333,85.07246968,1.57333333
2019-08-29,,175.70833333,68.2323701,20.66666107,30.8621168,,23.3946875,0.0,24.83333333,58.27524183,1.4725
2019-08-30,,111.5,77.98508333,13.96577585,33.45579039,,23.73258333,0.0,31.04166667,63.26153382,2.06416667
2019-08-31,,129.66666667,85.1369375,12.03707738,28.41302414,,22.95389583,0.0,27.0,53.71447585,1.82666667
2019-09-01,,93.83333333,87.77133469,4.70461363,18.04598467,,22.85277778,0.11333333,15.79166667,33.0710088,2.20625
2019-09-02,,75.16666667,91.01361425,7.43913558,20.31979852,,22.43687747,0.01833333,17.45833333,35.47141194,2.3475
2019-09-03,,123.20833333,68.3125,9.78965635,19.5114287,,24.62525694,0.0,21.34782609,40.62136778,1.83791667
2019-09-04,,93.83333333,83.13825771,4.40242279,18.04503663,,23.96930556,0.0025,12.29166667,30.04868302,2.65833333
2019-09-05,,82.5,83.27556313,5.24612361,18.83675687,,23.95836111,0.00333333,14.5,32.2308677,2.30375
2019-09-06,,166.70833333,89.21951111,6.04025479,30.10075753,,21.914875,0.45666667,18.41666667,35.18772793,1.41625
2019-09-07,,103.41666667,78.83399981,11.18018695,24.10705416,,23.33754167,0.00291667,18.25,40.15219808,1.73291667
2019-09-08,,169.41666667,74.093436,9.33536338,22.61314524,,23.50526389,0.0,15.75,44.75660775,1.48208333
2019-09-09,,147.58333333,77.11322248,14.41217856,28.60354221,,23.38947222,0.0,23.08333333,42.3562046,1.88541667
2019-09-10,,106.41666667,83.49540759,6.44151847,22.94596423,,24.15959028,0.00125,17.16666667,39.66021462,2.00666667
2019-09-11,,111.54166667,87.95482639,12.45488812,25.56345649,,22.91118056,0.0475,16.83333333,60.86113067,1.82041667
2019-09-12,,121.16666667,85.84105003,12.41672315,25.46441199,,23.53900694,0.04958333,17.75,39.94489053,1.8325
2019-09-13,,180.15384615,89.96043287,7.6613762,20.32637216,,21.15649232,0.4125,12.41666667,26.01164136,1.16
2019-09-14,,,,11.46014299,26.32223802,,,0.0,12.625,33.40924742,
2019-09-15,,,,9.65644178,19.97488215,,,0.0,16.38095238,36.04969088,
2019-09-16,,59.875,91.44936616,9.5679172,25.66852574,,23.34845455,0.01708333,18.0,19.72298188,2.585
2019-09-17,,113.41666667,91.9423029,9.94889243,22.45841787,,21.78295833,0.11916667,15.54166667,19.11593778,1.58791667
2019-09-18,,158.29166667,98.31517057,10.83741545,31.04972021,,19.822125,0.43166667,17.79166667,16.36638509,1.26875
2019-09-19,,157.75,95.92611678,9.22407498,32.79759712,,20.00476389,0.41333333,14.875,8.89240256,1.67875
2019-09-20,,85.25,95.54871181,12.39243038,22.64829346,,20.71842361,0.255,14.16666667,14.63154827,1.48375
2019-09-21,,97.91666667,93.63752637,8.5700388,23.28848305,,21.08504861,0.00583333,17.26086957,15.63535322,1.91625
2019-09-22,,125.54166667,90.28908908,10.94755203,17.20789636,,21.60243056,0.07541667,15.125,30.15779225,1.9725
2019-09-23,,206.66666667,91.46089005,14.10100387,31.66033234,,20.76415278,0.25125,16.08333333,12.95126606,1.15041667
2019-09-24,,145.58333333,88.83435641,36.68367461,32.23651708,,21.01988889,0.02,21.54166667,28.68481759,1.3775
2019-09-25,,159.66666667,90.81371759,15.44747993,29.04475763,,21.08149699,0.87958333,20.41666667,20.16338642,1.31625
2019-09-26,,159.16666667,92.83980476,11.18104037,32.14403167,,20.87032312,0.40875,21.5,15.9081263,1.56291667
2019-09-27,,96.83333333,87.58118453,12.42150782,21.37317946,,22.53968238,0.0,18.82608696,23.7497595,2.3325
2019-09-28,,93.86363636,89.12189445,7.86618642,22.0985197,,22.72220213,0.15875,13.47058824,23.28296174,1.88954545
2019-09-29,,89.70833333,87.15683588,9.78453586,13.8368094,,21.92815972,0.0,13.41666667,20.04336627,2.32291667
2019-09-30,,161.83333333,94.64925368,14.88539087,32.15881784,,19.86890972,1.05083333,17.59090909,11.54375695,1.34541667
2019-10-01,,198.08333333,92.41823365,17.78610288,38.16648199,,20.47424643,0.56583333,15.5625,11.99110481,2.035
2019-10-02,,95.5,93.51974519,15.93248452,25.97832455,,21.19304861,0.00458333,17.70833333,19.47599825,1.61833333
2019-10-03,,133.54166667,95.34660617,20.13542784,28.37627757,,19.78811111,0.17833333,15.91666667,18.67950084,1.34958333
2019-10-04,,117.95833333,86.0827298,22.31876606,23.81046463,22.64082172,21.20909722,0.0,17.83333333,29.73226624,1.62125
2019-10-05,,95.04166667,92.13363748,11.80915924,25.86479408,22.94655783,21.18333333,0.63666667,14.83333333,27.57190341,1.55708333
2019-10-06,,120.75,90.53602852,15.21818091,19.95950971,18.72020571,21.115,0.0,14.45833333,34.18392298,1.85708333
2019-10-07,,122.79166667,89.51464912,9.95877059,20.82136185,23.1918007,22.0777338,0.06833333,12.83333333,32.16540215,2.02083333
2019-10-08,,127.75,91.17404135,15.55202987,26.0493183,18.75290476,21.38271199,0.14333333,20.58333333,27.57190341,1.40375
2019-10-09,,131.5,81.56690074,16.23960166,27.1947929,27.37727901,22.81415972,0.0,19.63636364,24.7677961,1.46791667
2019-10-10,,84.375,93.80755375,8.24027805,25.36761056,29.23295005,21.27710417,0.0,17.79166667,20.32705028,1.74083333
2019-10-11,,171.25,97.15400298,15.3832558,35.04902611,14.28130977,20.01238889,0.14083333,25.54166667,29.13216545,1.27041667
2019-10-12,,110.58333333,93.47497368,10.17492488,25.47198181,23.29807261,20.92237311,0.31708333,20.25,23.86218945,1.70416667
