Fecha,CO,DViento,HAire10,NO,NO2,O3,P,PLiquida,PM10,PM2.5,SO2,TMPR_AIR_10CM,VViento
2021-05-27,604.55668486,165.84151214,88.25777083,8.4416827,24.12336682,18.56488523,20.79920833,0.04,40.22727273,19.90909091,19.09411593,20.79920833,0.81575364
2021-05-28,394.7219571,143.73003505,88.45288889,13.2066347,14.13184758,12.80985255,20.31147222,0.035,36.04545455,13.16666667,22.47650218,20.31147222,0.7438887
2021-05-29,637.70398083,89.73755048,92.40940278,25.30877607,23.92618109,12.35206586,19.40398611,0.0975,50.85714286,21.54166667,43.07632554,19.40398611,0.61246923
2021-05-30,318.19662076,89.28959814,90.43854861,10.95608619,12.99872892,12.82620208,20.45805556,0.04708333,26.31818182,11.0,17.93755805,20.45805556,0.95096181
2021-05-31,296.80244291,146.42597856,85.97719565,9.16524731,13.31329623,18.10958651,21.43146377,0.40434783,30.63636364,10.91304348,20.86927573,21.43146377,1.13284111
2021-06-01,308.47672349,176.29258525,89.23142361,6.40812516,19.0698786,25.52978272,19.43203472,0.58541667,21.0,9.875,12.96217699,19.43203472,0.85786041
2021-06-02,278.08343313,126.99971378,84.31852778,9.78275748,15.9918511,20.86199344,21.1415625,0.02041667,31.95454545,11.1875,19.97790073,21.1415625,1.59836476
2021-06-03,210.82360728,120.47325206,81.95696633,7.63439397,14.07455739,16.73894059,21.81093855,0.09291667,35.80952381,11.16666667,22.5310568,21.81093855,1.40578326
2021-06-04,349.92393433,118.81478645,82.68194668,13.08515843,19.47470563,21.10723631,21.75371916,0.0,53.5,14.45833333,25.41154058,21.75371916,1.59697435
2021-06-05,329.56240718,123.1582276,83.84913889,12.52414253,16.92150029,19.03084668,21.75847222,0.00041667,43.47826087,12.83333333,25.66249181,21.75847222,1.1735548
2021-06-06,161.94606883,93.02443947,85.89600694,9.40373371,13.87892301,20.12626483,20.36543056,0.20375,17.77272727,6.79166667,32.68912648,20.36543056,1.22818169
