"Estacion","Fecha inicial","Fecha final","PST"
"MED-Univ. Medellín (S)","2003-09-20","","82.95015986"
"MED-Univ. Medellín (S)","2003-09-17","","85.86090101"
"MED-Univ. Medellín (S)","2003-09-14","","53.07499429"
"MED-Univ. Medellín (S)","2003-09-11","","80.50830736"
"MED-Univ. Medellín (S)","2003-09-08","","57.01978648"
"MED-Univ. Medellín (S)","2003-09-05","","72.49971165"
"MED-Univ. Medellín (S)","2003-09-02","","93.9456915"
"MED-Univ. Medellín (S)","2003-08-30","","87.38279144"
"MED-Univ. Medellín (S)","2003-08-27","","55.13912747"
"MED-Univ. Medellín (S)","2003-08-24","","38.63130075"
"MED-Univ. Medellín (S)","2003-08-21","","67.97280026"
"MED-Univ. Medellín (S)","2003-08-18","","52.37024503"
"MED-Univ. Medellín (S)","2003-08-15","","89.27247667"
"MED-Univ. Medellín (S)","2003-08-12","","101.88768991"
"MED-Univ. Medellín (S)","2003-08-09","","65.14622771"
"MED-Univ. Medellín (S)","2003-08-06","","90.10329872"
"MED-Univ. Medellín (S)","2003-08-03","","53.67517503"
"MED-Univ. Medellín (S)","2003-07-31","","77.58961621"
"MED-Univ. Medellín (S)","2003-07-28","","76.08466532"
"MED-Univ. Medellín (S)","2003-07-25","","89.1292083"
"MED-Univ. Medellín (S)","2003-07-22","","88.01066683"
"MED-Univ. Medellín (S)","2003-07-19","","59.75306579"
"MED-Univ. Medellín (S)","2003-07-16","","93.51972716"
"MED-Univ. Medellín (S)","2003-07-13","","48.6793609"
"MED-Univ. Medellín (S)","2003-07-10","","63.06512331"
"MED-Univ. Medellín (S)","2003-07-07","","48.38935165"
"MED-Univ. Medellín (S)","2003-07-04","","61.75604986"
"MED-Univ. Medellín (S)","2003-07-01","","84.77948482"
"MED-Univ. Medellín (S)","2003-06-28","","74.14213395"
"MED-Univ. Medellín (S)","2003-06-25","","68.62150161"
"MED-Univ. Medellín (S)","2003-06-22","","50.88094174"
"MED-Univ. Medellín (S)","2003-06-19","","65.68887475"
"MED-Univ. Medellín (S)","2003-06-16","","65.70144541"
"MED-Univ. Medellín (S)","2003-06-13","","72.3701322"
"MED-Univ. Medellín (S)","2003-06-10","","72.47306412"
"MED-Univ. Medellín (S)","2003-06-07","","57.05097256"
"MED-Univ. Medellín (S)","2003-06-04","","83.79418686"
