"Estacion","Fecha inicial","Fecha final","PLiquida"
"ESTACIÓN TRÁFICO SUR","2021-07-10","","0.06230769"
"ESTACIÓN TRÁFICO SUR","2021-07-09","","0.122"
"ESTACIÓN TRÁFICO SUR","2021-07-08","","0.014"
"ESTACIÓN TRÁFICO SUR","2021-07-07","","0.0"
"ESTACIÓN TRÁFICO SUR","2021-07-06","","8.3333E-4"
"ESTACIÓN TRÁFICO SUR","2021-07-05","","0.00958333"
"ESTACIÓN TRÁFICO SUR","2021-07-04","","0.00625"
"ESTACIÓN TRÁFICO SUR","2021-07-03","","4.1667E-4"
"ESTACIÓN TRÁFICO SUR","2021-07-02","","0.06416667"
"ESTACIÓN TRÁFICO SUR","2021-07-01","","0.04083333"
"ESTACIÓN TRÁFICO SUR","2021-06-30","","0.00782609"
"ESTACIÓN TRÁFICO SUR","2021-06-29","","0.0525"
"ESTACIÓN TRÁFICO SUR","2021-06-28","","0.533"
"ESTACIÓN TRÁFICO SUR","2021-06-27","","0.20916667"
"ESTACIÓN TRÁFICO SUR","2021-06-26","","0.03125"
"ESTACIÓN TRÁFICO SUR","2021-06-25","","0.1475"
"ESTACIÓN TRÁFICO SUR","2021-06-24","","0.18166667"
"ESTACIÓN TRÁFICO SUR","2021-06-23","","0.08"
"ESTACIÓN TRÁFICO SUR","2021-06-22","","0.06458333"
"ESTACIÓN TRÁFICO SUR","2021-06-21","","0.03625"
"ESTACIÓN TRÁFICO SUR","2021-06-20","","0.01153846"
"ESTACIÓN TRÁFICO SUR","2021-06-19","","0.02391304"
"ESTACIÓN TRÁFICO SUR","2021-06-18","","0.05583333"
"ESTACIÓN TRÁFICO SUR","2021-06-17","","0.17708333"
"ESTACIÓN TRÁFICO SUR","2021-06-16","","0.08166667"
"ESTACIÓN TRÁFICO SUR","2021-06-15","","0.06791667"
"ESTACIÓN TRÁFICO SUR","2021-06-14","","0.26875"
"ESTACIÓN TRÁFICO SUR","2021-06-13","","0.09625"
