"Estacion","Fecha inicial","Fecha final","PST"
"PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES SAN FERNANDO - TERRAZA EDIFICIO DE OPERACIONES.","2009-07-30","","115.74661851"
"PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES SAN FERNANDO - TERRAZA EDIFICIO DE OPERACIONES.","2009-07-27","","86.07268574"
"PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES SAN FERNANDO - TERRAZA EDIFICIO DE OPERACIONES.","2009-07-24","","70.69465762"
"PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES SAN FERNANDO - TERRAZA EDIFICIO DE OPERACIONES.","2009-07-21","","64.27571504"
"PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES SAN FERNANDO - TERRAZA EDIFICIO DE OPERACIONES.","2009-07-15","","90.53877914"
"PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES SAN FERNANDO - TERRAZA EDIFICIO DE OPERACIONES.","2009-07-12","","33.67378322"
"PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES SAN FERNANDO - TERRAZA EDIFICIO DE OPERACIONES.","2009-07-09","","76.32478439"
"PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES SAN FERNANDO - TERRAZA EDIFICIO DE OPERACIONES.","2009-07-06","","110.60839508"
"PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES SAN FERNANDO - TERRAZA EDIFICIO DE OPERACIONES.","2009-07-03","","82.28669849"
"PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES SAN FERNANDO - TERRAZA EDIFICIO DE OPERACIONES.","2009-06-30","","67.15062851"
"PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES SAN FERNANDO - TERRAZA EDIFICIO DE OPERACIONES.","2009-06-27","","77.45814392"
"PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES SAN FERNANDO - TERRAZA EDIFICIO DE OPERACIONES.","2009-06-24","","112.86304882"
"PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES SAN FERNANDO - TERRAZA EDIFICIO DE OPERACIONES.","2009-06-21","","43.48802412"
"PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES SAN FERNANDO - TERRAZA EDIFICIO DE OPERACIONES.","2009-06-18","","102.95475372"
"PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES SAN FERNANDO - TERRAZA EDIFICIO DE OPERACIONES.","2009-06-15","","49.34446946"
"PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES SAN FERNANDO - TERRAZA EDIFICIO DE OPERACIONES.","2009-06-12","","111.21516679"
"PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES SAN FERNANDO - TERRAZA EDIFICIO DE OPERACIONES.","2009-06-09","","107.2057136"
"PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES SAN FERNANDO - TERRAZA EDIFICIO DE OPERACIONES.","2009-06-06","","69.45004114"
"PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES SAN FERNANDO - TERRAZA EDIFICIO DE OPERACIONES.","2009-06-03","","96.09958409"
"PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES SAN FERNANDO - TERRAZA EDIFICIO DE OPERACIONES.","2009-05-31","","55.18980877"
"PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES SAN FERNANDO - TERRAZA EDIFICIO DE OPERACIONES.","2009-05-28","","109.47543466"
"PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES SAN FERNANDO - TERRAZA EDIFICIO DE OPERACIONES.","2009-05-25","","40.78617339"
"PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES SAN FERNANDO - TERRAZA EDIFICIO DE OPERACIONES.","2009-05-22","","110.62609844"
"PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES SAN FERNANDO - TERRAZA EDIFICIO DE OPERACIONES.","2009-05-19","","102.73415744"
"PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES SAN FERNANDO - TERRAZA EDIFICIO DE OPERACIONES.","2009-05-16","","151.08426053"
"PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES SAN FERNANDO - TERRAZA EDIFICIO DE OPERACIONES.","2009-05-13","","89.10678328"
"PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES SAN FERNANDO - TERRAZA EDIFICIO DE OPERACIONES.","2009-05-10","","59.67179703"
