"Estacion","Fecha inicial","Fecha final","NO"
"MEDELLÍN - ALTAVISTA","2025-10-31","","7.9318813"
"MEDELLÍN - ALTAVISTA","2025-10-30","","6.29464375"
"MEDELLÍN - ALTAVISTA","2025-10-29","","10.50308042"
"MEDELLÍN - ALTAVISTA","2025-10-28","","15.63825542"
"MEDELLÍN - ALTAVISTA","2025-10-27","","10.48426458"
"MEDELLÍN - ALTAVISTA","2025-10-26","","3.77479417"
"MEDELLÍN - ALTAVISTA","2025-10-25","","8.1322825"
"MEDELLÍN - ALTAVISTA","2025-10-24","","12.49146708"
"MEDELLÍN - ALTAVISTA","2025-10-23","","17.37107833"
"MEDELLÍN - ALTAVISTA","2025-10-22","","16.1147875"
"MEDELLÍN - ALTAVISTA","2025-10-21","","9.82092167"
"MEDELLÍN - ALTAVISTA","2025-10-20","","4.56605917"
"MEDELLÍN - ALTAVISTA","2025-10-19","","3.92957958"
"MEDELLÍN - ALTAVISTA","2025-10-18","","8.4237725"
"MEDELLÍN - ALTAVISTA","2025-10-17","","17.15635417"
"MEDELLÍN - ALTAVISTA","2025-10-16","","11.07535"
"MEDELLÍN - ALTAVISTA","2025-10-15","","13.26575042"
"MEDELLÍN - ALTAVISTA","2025-10-14","","14.04115792"
"MEDELLÍN - ALTAVISTA","2025-10-13","","6.83346708"
"MEDELLÍN - ALTAVISTA","2025-10-12","","4.09664917"
"MEDELLÍN - ALTAVISTA","2025-10-11","","12.78752083"
"MEDELLÍN - ALTAVISTA","2025-10-10","","8.04771875"
"MEDELLÍN - ALTAVISTA","2025-10-09","","14.87301833"
"MEDELLÍN - ALTAVISTA","2025-10-08","","8.58181792"
"MEDELLÍN - ALTAVISTA","2025-10-07","","6.55635125"
"MEDELLÍN - ALTAVISTA","2025-10-06","","5.5987425"
"MEDELLÍN - ALTAVISTA","2025-10-05","","2.89195917"
"MEDELLÍN - ALTAVISTA","2025-10-04","","4.97069083"
"MEDELLÍN - ALTAVISTA","2025-10-03","","7.93707625"
"MEDELLÍN - ALTAVISTA","2025-10-02","","13.38198792"
"MEDELLÍN - ALTAVISTA","2025-10-01","","10.36768375"
"MEDELLÍN - ALTAVISTA","2025-09-30","","12.90733043"
"MEDELLÍN - ALTAVISTA","2025-09-29","","9.05873917"
"MEDELLÍN - ALTAVISTA","2025-09-28","","3.8263675"
"MEDELLÍN - ALTAVISTA","2025-09-27","","11.8357075"
"MEDELLÍN - ALTAVISTA","2025-09-26","","10.32207"
"MEDELLÍN - ALTAVISTA","2025-09-25","","5.20645833"
"MEDELLÍN - ALTAVISTA","2025-09-24","","6.364685"
"MEDELLÍN - ALTAVISTA","2025-09-23","","6.54569083"
"MEDELLÍN - ALTAVISTA","2025-09-22","","6.36611625"
"MEDELLÍN - ALTAVISTA","2025-09-21","","4.16473458"
"MEDELLÍN - ALTAVISTA","2025-09-20","","4.62861958"
"MEDELLÍN - ALTAVISTA","2025-09-19","","10.37698042"
"MEDELLÍN - ALTAVISTA","2025-09-18","","9.48967333"
"MEDELLÍN - ALTAVISTA","2025-09-17","","9.01637958"
"MEDELLÍN - ALTAVISTA","2025-09-16","","5.81119708"
"MEDELLÍN - ALTAVISTA","2025-09-15","","4.7365475"
"MEDELLÍN - ALTAVISTA","2025-09-14","","1.68900625"
"MEDELLÍN - ALTAVISTA","2025-09-13","","4.85821292"
"MEDELLÍN - ALTAVISTA","2025-09-12","","7.42968125"
"MEDELLÍN - ALTAVISTA","2025-09-11","","7.23476542"
"MEDELLÍN - ALTAVISTA","2025-09-10","","5.81695625"
"MEDELLÍN - ALTAVISTA","2025-09-09","","6.66667708"
