"Estacion","Fecha inicial","Fecha final","NO"
"UNIVERSIDAD NACIONAL - NÚCLEO EL VOLADOR","2020-02-25","","19.8634796"
"UNIVERSIDAD NACIONAL - NÚCLEO EL VOLADOR","2020-02-24","","18.35102302"
"UNIVERSIDAD NACIONAL - NÚCLEO EL VOLADOR","2020-02-23","","17.22396783"
"UNIVERSIDAD NACIONAL - NÚCLEO EL VOLADOR","2020-02-22","","28.54995595"
"UNIVERSIDAD NACIONAL - NÚCLEO EL VOLADOR","2020-02-21","","48.71721568"
"UNIVERSIDAD NACIONAL - NÚCLEO EL VOLADOR","2020-02-20","","33.71499999"
"UNIVERSIDAD NACIONAL - NÚCLEO EL VOLADOR","2020-02-19","","30.60484237"
"UNIVERSIDAD NACIONAL - NÚCLEO EL VOLADOR","2020-02-18","","30.12533021"
"UNIVERSIDAD NACIONAL - NÚCLEO EL VOLADOR","2020-02-17","","19.39016108"
"UNIVERSIDAD NACIONAL - NÚCLEO EL VOLADOR","2020-02-16","","12.44511217"
"UNIVERSIDAD NACIONAL - NÚCLEO EL VOLADOR","2020-02-15","","18.04602154"
"UNIVERSIDAD NACIONAL - NÚCLEO EL VOLADOR","2020-02-14","","16.70574024"
"UNIVERSIDAD NACIONAL - NÚCLEO EL VOLADOR","2020-02-13","","25.13054622"
"UNIVERSIDAD NACIONAL - NÚCLEO EL VOLADOR","2020-02-12","","23.26128421"
"UNIVERSIDAD NACIONAL - NÚCLEO EL VOLADOR","2020-02-11","","23.39999744"
"UNIVERSIDAD NACIONAL - NÚCLEO EL VOLADOR","2020-02-10","","20.97525508"
"UNIVERSIDAD NACIONAL - NÚCLEO EL VOLADOR","2020-02-09","","13.86241549"
"UNIVERSIDAD NACIONAL - NÚCLEO EL VOLADOR","2020-02-08","","20.06337812"
"UNIVERSIDAD NACIONAL - NÚCLEO EL VOLADOR","2020-02-07","","29.06626719"
"UNIVERSIDAD NACIONAL - NÚCLEO EL VOLADOR","2020-02-06","","31.78055246"
"UNIVERSIDAD NACIONAL - NÚCLEO EL VOLADOR","2020-02-05","","39.01177662"
"UNIVERSIDAD NACIONAL - NÚCLEO EL VOLADOR","2020-02-04","","30.96681317"
"UNIVERSIDAD NACIONAL - NÚCLEO EL VOLADOR","2020-02-03","","33.15773503"
"UNIVERSIDAD NACIONAL - NÚCLEO EL VOLADOR","2020-02-02","","14.29900137"
"UNIVERSIDAD NACIONAL - NÚCLEO EL VOLADOR","2020-02-01","","21.86158579"
"UNIVERSIDAD NACIONAL - NÚCLEO EL VOLADOR","2020-01-31","","17.32823271"
"UNIVERSIDAD NACIONAL - NÚCLEO EL VOLADOR","2020-01-30","","33.84249106"
